,Date,Team,Current,Last 3,Last 1,Home,Away,Previous
0,2015-03-13,LA Angels,0.594,0.000,0.000,0.627,0.561,0.482
1,2015-03-13,Baltimore,0.586,0.000,0.000,0.612,0.560,0.525
2,2015-03-13,Washington,0.584,0.333,0.000,0.615,0.554,0.531
3,2015-03-13,LA Dodgers,0.572,0.333,0.000,0.554,0.590,0.564
4,2015-03-13,Kansas City,0.568,0.333,1.000,0.546,0.591,0.531
5,2015-03-13,SF Giants,0.556,0.667,0.000,0.573,0.539,0.469
6,2015-03-13,St. Louis,0.550,0.000,0.000,0.635,0.465,0.592
7,2015-03-13,Detroit,0.546,0.000,0.000,0.549,0.542,0.567
8,2015-03-13,Pittsburgh,0.540,0.000,0.000,0.622,0.457,0.577
9,2015-03-13,Oakland,0.540,0.333,0.000,0.593,0.488,0.587
10,2015-03-13,Seattle,0.537,1.000,1.000,0.506,0.568,0.438
11,2015-03-13,Cleveland,0.525,0.667,1.000,0.593,0.457,0.564
12,2015-03-13,NY Yankees,0.519,0.667,1.000,0.531,0.506,0.525
13,2015-03-13,Toronto,0.512,0.667,0.000,0.568,0.457,0.457
14,2015-03-13,Milwaukee,0.506,0.333,0.000,0.519,0.494,0.457
15,2015-03-13,Atlanta,0.488,0.667,1.000,0.519,0.457,0.584
16,2015-03-13,NY Mets,0.488,0.667,1.000,0.494,0.482,0.457
17,2015-03-13,Tampa Bay,0.475,0.333,0.000,0.444,0.506,0.560
18,2015-03-13,San Diego,0.475,0.333,0.000,0.593,0.358,0.469
19,2015-03-13,Miami,0.475,0.333,0.000,0.519,0.432,0.383
20,2015-03-13,Cincinnati,0.469,0.667,1.000,0.543,0.395,0.552
21,2015-03-13,Chi Sox,0.451,0.333,0.000,0.494,0.407,0.389
22,2015-03-13,Chi Cubs,0.451,0.667,1.000,0.506,0.395,0.407
23,2015-03-13,Philadelphia,0.451,0.333,0.000,0.457,0.444,0.451
24,2015-03-13,Boston,0.438,0.333,0.000,0.420,0.457,0.607
25,2015-03-13,Houston,0.432,0.333,0.000,0.469,0.395,0.315
26,2015-03-13,Minnesota,0.432,0.667,0.000,0.432,0.432,0.407
27,2015-03-13,Texas,0.414,0.333,0.000,0.407,0.420,0.558
28,2015-03-13,Colorado,0.407,0.000,0.000,0.556,0.259,0.457
29,2015-03-13,Arizona,0.395,0.333,0.000,0.418,0.374,0.500
30,2015-03-14,LA Angels,0.594,0.000,0.000,0.627,0.561,0.482
31,2015-03-14,Baltimore,0.586,0.000,0.000,0.612,0.560,0.525
32,2015-03-14,Washington,0.584,0.333,0.000,0.615,0.554,0.531
33,2015-03-14,LA Dodgers,0.572,0.333,0.000,0.554,0.590,0.564
34,2015-03-14,Kansas City,0.568,0.333,1.000,0.546,0.591,0.531
35,2015-03-14,SF Giants,0.556,0.667,0.000,0.573,0.539,0.469
36,2015-03-14,St. Louis,0.550,0.000,0.000,0.635,0.465,0.592
37,2015-03-14,Detroit,0.546,0.000,0.000,0.549,0.542,0.567
38,2015-03-14,Pittsburgh,0.540,0.000,0.000,0.622,0.457,0.577
39,2015-03-14,Oakland,0.540,0.333,0.000,0.593,0.488,0.587
40,2015-03-14,Seattle,0.537,1.000,1.000,0.506,0.568,0.438
41,2015-03-14,Cleveland,0.525,0.667,1.000,0.593,0.457,0.564
42,2015-03-14,NY Yankees,0.519,0.667,1.000,0.531,0.506,0.525
43,2015-03-14,Toronto,0.512,0.667,0.000,0.568,0.457,0.457
44,2015-03-14,Milwaukee,0.506,0.333,0.000,0.519,0.494,0.457
45,2015-03-14,Atlanta,0.488,0.667,1.000,0.519,0.457,0.584
46,2015-03-14,NY Mets,0.488,0.667,1.000,0.494,0.482,0.457
47,2015-03-14,Tampa Bay,0.475,0.333,0.000,0.444,0.506,0.560
48,2015-03-14,San Diego,0.475,0.333,0.000,0.593,0.358,0.469
49,2015-03-14,Miami,0.475,0.333,0.000,0.519,0.432,0.383
50,2015-03-14,Cincinnati,0.469,0.667,1.000,0.543,0.395,0.552
51,2015-03-14,Chi Sox,0.451,0.333,0.000,0.494,0.407,0.389
52,2015-03-14,Chi Cubs,0.451,0.667,1.000,0.506,0.395,0.407
53,2015-03-14,Philadelphia,0.451,0.333,0.000,0.457,0.444,0.451
54,2015-03-14,Boston,0.438,0.333,0.000,0.420,0.457,0.607
55,2015-03-14,Houston,0.432,0.333,0.000,0.469,0.395,0.315
56,2015-03-14,Minnesota,0.432,0.667,0.000,0.432,0.432,0.407
57,2015-03-14,Texas,0.414,0.333,0.000,0.407,0.420,0.558
58,2015-03-14,Colorado,0.407,0.000,0.000,0.556,0.259,0.457
59,2015-03-14,Arizona,0.395,0.333,0.000,0.418,0.374,0.500
60,2015-03-15,LA Angels,0.594,0.000,0.000,0.627,0.561,0.482
61,2015-03-15,Baltimore,0.586,0.000,0.000,0.612,0.560,0.525
62,2015-03-15,Washington,0.584,0.333,0.000,0.615,0.554,0.531
63,2015-03-15,LA Dodgers,0.572,0.333,0.000,0.554,0.590,0.564
64,2015-03-15,Kansas City,0.568,0.333,1.000,0.546,0.591,0.531
65,2015-03-15,SF Giants,0.556,0.667,0.000,0.573,0.539,0.469
66,2015-03-15,St. Louis,0.550,0.000,0.000,0.635,0.465,0.592
67,2015-03-15,Detroit,0.546,0.000,0.000,0.549,0.542,0.567
68,2015-03-15,Pittsburgh,0.540,0.000,0.000,0.622,0.457,0.577
69,2015-03-15,Oakland,0.540,0.333,0.000,0.593,0.488,0.587
70,2015-03-15,Seattle,0.537,1.000,1.000,0.506,0.568,0.438
71,2015-03-15,Cleveland,0.525,0.667,1.000,0.593,0.457,0.564
72,2015-03-15,NY Yankees,0.519,0.667,1.000,0.531,0.506,0.525
73,2015-03-15,Toronto,0.512,0.667,0.000,0.568,0.457,0.457
74,2015-03-15,Milwaukee,0.506,0.333,0.000,0.519,0.494,0.457
75,2015-03-15,Atlanta,0.488,0.667,1.000,0.519,0.457,0.584
76,2015-03-15,NY Mets,0.488,0.667,1.000,0.494,0.482,0.457
77,2015-03-15,Tampa Bay,0.475,0.333,0.000,0.444,0.506,0.560
78,2015-03-15,San Diego,0.475,0.333,0.000,0.593,0.358,0.469
79,2015-03-15,Miami,0.475,0.333,0.000,0.519,0.432,0.383
80,2015-03-15,Cincinnati,0.469,0.667,1.000,0.543,0.395,0.552
81,2015-03-15,Chi Sox,0.451,0.333,0.000,0.494,0.407,0.389
82,2015-03-15,Chi Cubs,0.451,0.667,1.000,0.506,0.395,0.407
83,2015-03-15,Philadelphia,0.451,0.333,0.000,0.457,0.444,0.451
84,2015-03-15,Boston,0.438,0.333,0.000,0.420,0.457,0.607
85,2015-03-15,Houston,0.432,0.333,0.000,0.469,0.395,0.315
86,2015-03-15,Minnesota,0.432,0.667,0.000,0.432,0.432,0.407
87,2015-03-15,Texas,0.414,0.333,0.000,0.407,0.420,0.558
88,2015-03-15,Colorado,0.407,0.000,0.000,0.556,0.259,0.457
89,2015-03-15,Arizona,0.395,0.333,0.000,0.418,0.374,0.500
90,2015-03-16,LA Angels,0.594,0.000,0.000,0.627,0.561,0.482
91,2015-03-16,Baltimore,0.586,0.000,0.000,0.612,0.560,0.525
92,2015-03-16,Washington,0.584,0.333,0.000,0.615,0.554,0.531
93,2015-03-16,LA Dodgers,0.572,0.333,0.000,0.554,0.590,0.564
94,2015-03-16,Kansas City,0.568,0.333,1.000,0.546,0.591,0.531
95,2015-03-16,SF Giants,0.556,0.667,0.000,0.573,0.539,0.469
96,2015-03-16,St. Louis,0.550,0.000,0.000,0.635,0.465,0.592
97,2015-03-16,Detroit,0.546,0.000,0.000,0.549,0.542,0.567
98,2015-03-16,Oakland,0.540,0.333,0.000,0.593,0.488,0.587
99,2015-03-16,Pittsburgh,0.540,0.000,0.000,0.622,0.457,0.577
100,2015-03-16,Seattle,0.537,1.000,1.000,0.506,0.568,0.438
101,2015-03-16,Cleveland,0.525,0.667,1.000,0.593,0.457,0.564
102,2015-03-16,NY Yankees,0.519,0.667,1.000,0.531,0.506,0.525
103,2015-03-16,Toronto,0.512,0.667,0.000,0.568,0.457,0.457
104,2015-03-16,Milwaukee,0.506,0.333,0.000,0.519,0.494,0.457
105,2015-03-16,NY Mets,0.488,0.667,1.000,0.494,0.482,0.457
106,2015-03-16,Atlanta,0.488,0.667,1.000,0.519,0.457,0.584
107,2015-03-16,Miami,0.475,0.333,0.000,0.519,0.432,0.383
108,2015-03-16,Tampa Bay,0.475,0.333,0.000,0.444,0.506,0.560
109,2015-03-16,San Diego,0.475,0.333,0.000,0.593,0.358,0.469
110,2015-03-16,Cincinnati,0.469,0.667,1.000,0.543,0.395,0.552
111,2015-03-16,Chi Sox,0.451,0.333,0.000,0.494,0.407,0.389
112,2015-03-16,Chi Cubs,0.451,0.667,1.000,0.506,0.395,0.407
113,2015-03-16,Philadelphia,0.451,0.333,0.000,0.457,0.444,0.451
114,2015-03-16,Boston,0.438,0.333,0.000,0.420,0.457,0.607
115,2015-03-16,Houston,0.432,0.333,0.000,0.469,0.395,0.315
116,2015-03-16,Minnesota,0.432,0.667,0.000,0.432,0.432,0.407
117,2015-03-16,Texas,0.414,0.333,0.000,0.407,0.420,0.558
118,2015-03-16,Colorado,0.407,0.000,0.000,0.556,0.259,0.457
119,2015-03-16,Arizona,0.395,0.333,0.000,0.418,0.374,0.500
120,2015-03-17,LA Angels,0.594,0.000,0.000,0.627,0.561,0.482
121,2015-03-17,Baltimore,0.586,0.000,0.000,0.612,0.560,0.525
122,2015-03-17,Washington,0.584,0.333,0.000,0.615,0.554,0.531
123,2015-03-17,LA Dodgers,0.572,0.333,0.000,0.554,0.590,0.564
124,2015-03-17,Kansas City,0.568,0.333,1.000,0.546,0.591,0.531
125,2015-03-17,SF Giants,0.556,0.667,0.000,0.573,0.539,0.469
126,2015-03-17,St. Louis,0.550,0.000,0.000,0.635,0.465,0.592
127,2015-03-17,Detroit,0.546,0.000,0.000,0.549,0.542,0.567
128,2015-03-17,Pittsburgh,0.540,0.000,0.000,0.622,0.457,0.577
129,2015-03-17,Oakland,0.540,0.333,0.000,0.593,0.488,0.587
