,Date,Team,Current,Last 3,Last 1,Home,Away,Previous
0,2022-03-13,SF Giants,0.653,0.333,0.000,0.655,0.651,0.483
1,2022-03-13,LA Dodgers,0.644,0.333,0.000,0.713,0.575,0.718
2,2022-03-13,Tampa Bay,0.608,0.000,0.000,0.639,0.578,0.638
3,2022-03-13,Houston,0.584,0.333,0.000,0.629,0.539,0.507
4,2022-03-13,Milwaukee,0.578,0.000,0.000,0.554,0.602,0.468
5,2022-03-13,Boston,0.567,0.000,0.000,0.609,0.523,0.400
6,2022-03-13,Chi Sox,0.566,0.333,0.000,0.646,0.488,0.571
7,2022-03-13,NY Yankees,0.564,0.333,0.000,0.568,0.561,0.552
8,2022-03-13,Toronto,0.562,1.000,1.000,0.580,0.543,0.516
9,2022-03-13,Atlanta,0.559,0.667,1.000,0.557,0.562,0.597
10,2022-03-13,Seattle,0.556,0.333,0.000,0.568,0.543,0.450
11,2022-03-13,St. Louis,0.552,0.000,0.000,0.556,0.549,0.508
12,2022-03-13,Oakland,0.531,0.333,0.000,0.531,0.531,0.582
13,2022-03-13,Cincinnati,0.512,0.333,1.000,0.543,0.482,0.500
14,2022-03-13,Philadelphia,0.506,0.333,0.000,0.580,0.432,0.467
15,2022-03-13,Cleveland,0.494,0.667,1.000,0.488,0.500,0.565
16,2022-03-13,San Diego,0.488,0.333,0.000,0.556,0.420,0.591
17,2022-03-13,NY Mets,0.475,0.333,0.000,0.580,0.370,0.433
18,2022-03-13,LA Angels,0.475,0.667,1.000,0.482,0.469,0.433
19,2022-03-13,Detroit,0.475,0.333,1.000,0.519,0.432,0.397
20,2022-03-13,Colorado,0.460,0.333,0.000,0.593,0.325,0.433
21,2022-03-13,Kansas City,0.457,0.333,0.000,0.482,0.432,0.433
22,2022-03-13,Minnesota,0.451,0.667,1.000,0.469,0.432,0.581
23,2022-03-13,Chi Cubs,0.438,0.667,1.000,0.482,0.395,0.548
24,2022-03-13,Miami,0.414,0.667,1.000,0.519,0.309,0.508
25,2022-03-13,Washington,0.401,0.000,0.000,0.432,0.370,0.433
26,2022-03-13,Pittsburgh,0.377,0.667,0.000,0.457,0.296,0.317
27,2022-03-13,Texas,0.370,0.333,0.000,0.444,0.296,0.367
28,2022-03-13,Arizona,0.321,0.667,1.000,0.395,0.247,0.417
29,2022-03-13,Baltimore,0.321,0.000,0.000,0.333,0.309,0.417
30,2022-03-14,SF Giants,0.653,0.333,0.000,0.655,0.651,0.483
31,2022-03-14,LA Dodgers,0.644,0.333,0.000,0.713,0.575,0.718
32,2022-03-14,Tampa Bay,0.608,0.000,0.000,0.639,0.578,0.638
33,2022-03-14,Houston,0.584,0.333,0.000,0.629,0.539,0.507
34,2022-03-14,Milwaukee,0.578,0.000,0.000,0.554,0.602,0.468
35,2022-03-14,Boston,0.567,0.000,0.000,0.609,0.523,0.400
36,2022-03-14,Chi Sox,0.566,0.333,0.000,0.646,0.488,0.571
37,2022-03-14,NY Yankees,0.564,0.333,0.000,0.568,0.561,0.552
38,2022-03-14,Toronto,0.562,1.000,1.000,0.580,0.543,0.516
39,2022-03-14,Atlanta,0.559,0.667,1.000,0.557,0.562,0.597
40,2022-03-14,Seattle,0.556,0.333,0.000,0.568,0.543,0.450
41,2022-03-14,St. Louis,0.552,0.000,0.000,0.556,0.549,0.508
42,2022-03-14,Oakland,0.531,0.333,0.000,0.531,0.531,0.582
43,2022-03-14,Cincinnati,0.512,0.333,1.000,0.543,0.482,0.500
44,2022-03-14,Philadelphia,0.506,0.333,0.000,0.580,0.432,0.467
45,2022-03-14,Cleveland,0.494,0.667,1.000,0.488,0.500,0.565
46,2022-03-14,San Diego,0.488,0.333,0.000,0.556,0.420,0.591
47,2022-03-14,NY Mets,0.475,0.333,0.000,0.580,0.370,0.433
48,2022-03-14,LA Angels,0.475,0.667,1.000,0.482,0.469,0.433
49,2022-03-14,Detroit,0.475,0.333,1.000,0.519,0.432,0.397
50,2022-03-14,Colorado,0.460,0.333,0.000,0.593,0.325,0.433
51,2022-03-14,Kansas City,0.457,0.333,0.000,0.482,0.432,0.433
52,2022-03-14,Minnesota,0.451,0.667,1.000,0.469,0.432,0.581
