,home_team,away_team,home_is_winner,away_win_prob,home_win_prob
528,Atlanta Braves,Washington Nationals,1,0.44349235892295835,0.5565076410770416
4208,Baltimore Orioles,Texas Rangers,1,0.4428457856178284,0.5571542143821716
7387,Colorado Rockies,Arizona Diamondbacks,0,0.6768495082855225,0.3231504917144775
7668,Seattle Mariners,Texas Rangers,1,0.4220254600048065,0.5779745399951934
835,San Diego Padres,San Francisco Giants,1,0.3592726469039917,0.6407273530960083
7110,Texas Rangers,Detroit Tigers,1,0.4922730505466461,0.5077269494533538
3554,Baltimore Orioles,Detroit Tigers,0,0.504810631275177,0.495189368724823
1562,San Diego Padres,San Francisco Giants,0,0.4343024730682373,0.5656975269317627
2094,Texas Rangers,Boston Red Sox,0,0.585704231262207,0.41429576873779295
6570,Detroit Tigers,San Diego Padres,1,0.5430319607257843,0.4569680392742157
1106,Tampa Bay Rays,Los Angeles Dodgers,0,0.36139665842056273,0.6386033415794372
1360,Seattle Mariners,Chicago Cubs,0,0.4659790277481079,0.534020972251892
1737,Los Angeles Dodgers,Colorado Rockies,1,0.3473892450332642,0.6526107549667358
1323,Cleveland Indians,Milwaukee Brewers,0,0.46370294094085696,0.536297059059143
3756,Oakland Athletics,Seattle Mariners,0,0.4222393989562988,0.5777606010437012
6850,Philadelphia Phillies,Miami Marlins,1,0.3994686365127563,0.6005313634872437
3001,St. Louis Cardinals,Arizona Diamondbacks,1,0.20245317220687867,0.7975468277931214
4816,Minnesota Twins,Seattle Mariners,0,0.4455435037612915,0.5544564962387085
1837,Milwaukee Brewers,Pittsburgh Pirates,0,0.4445933818817139,0.5554066181182862
5171,Los Angeles Dodgers,Detroit Tigers,1,0.19698948860168458,0.8030105113983155
4362,Houston Astros,Chicago White Sox,1,0.4036852359771729,0.5963147640228271
3415,Tampa Bay Rays,Boston Red Sox,1,0.5179266631603241,0.4820733368396759
3104,Houston Astros,Oakland Athletics,1,0.4140446424484253,0.5859553575515747
6508,Oakland Athletics,Detroit Tigers,0,0.5194696485996246,0.48053035140037537
7153,Boston Red Sox,Tampa Bay Rays,0,0.3783684492111206,0.6216315507888794
1115,Los Angeles Dodgers,Tampa Bay Rays,1,0.19555773735046386,0.8044422626495361
2959,San Diego Padres,Arizona Diamondbacks,0,0.2622181296348572,0.7377818703651429
771,Oakland Athletics,San Diego Padres,1,0.44529353380203246,0.5547064661979675
1809,San Diego Padres,Los Angeles Dodgers,0,0.4477904438972473,0.5522095561027527
3980,New York Yankees,Toronto Blue Jays,0,0.4409472107887268,0.5590527892112732
6406,Cleveland Guardians,Chicago White Sox,0,0.4089698433876038,0.5910301566123962
2624,Kansas City Royals,Minnesota Twins,0,0.4791146993637085,0.5208853006362915
7697,Seattle Mariners,Oakland Athletics,1,0.27085630893707274,0.7291436910629272
565,Pittsburgh Pirates,Cleveland Indians,0,0.4929788112640381,0.5070211887359619
2384,Texas Rangers,New York Yankees,0,0.4001515030860901,0.59984849691391
65,Cincinnati Reds,Detroit Tigers,1,0.26031056642532346,0.7396894335746765
3142,Texas Rangers,Oakland Athletics,1,0.5283044695854187,0.4716955304145813
4910,Baltimore Orioles,Milwaukee Brewers,0,0.6261095404624939,0.3738904595375061
4089,Kansas City Royals,Oakland Athletics,0,0.6000453889369964,0.39995461106300356
7414,Chicago White Sox,Colorado Rockies,1,0.3786360263824463,0.6213639736175537
2682,Boston Red Sox,Houston Astros,0,0.3964675784111023,0.6035324215888977
6224,Chicago Cubs,Boston Red Sox,1,0.49009387493133544,0.5099061250686645
2889,Los Angeles Angels,San Francisco Giants,0,0.4004158616065979,0.5995841383934021
5582,San Diego Padres,Milwaukee Brewers,1,0.5836204051971435,0.41637959480285647
5997,Houston Astros,Chicago White Sox,1,0.24647148847579955,0.7535285115242004
3593,Chicago Cubs,Milwaukee Brewers,0,0.6561386823654175,0.3438613176345825
2702,Pittsburgh Pirates,Los Angeles Dodgers,0,0.6414014160633087,0.3585985839366913
1342,Philadelphia Phillies,Toronto Blue Jays,0,0.43877907991409304,0.561220920085907
1279,Seattle Mariners,Cincinnati Reds,1,0.4493933141231537,0.5506066858768464
5311,Chicago Cubs,Los Angeles Dodgers,0,0.6632379680871964,0.3367620319128036
4595,Cincinnati Reds,San Francisco Giants,1,0.42483789920806886,0.5751621007919312
2555,Tampa Bay Rays,Philadelphia Phillies,1,0.48284959197044375,0.5171504080295563
2264,Chicago White Sox,Minnesota Twins,1,0.41470264196395873,0.5852973580360412
3597,Philadelphia Phillies,Cincinnati Reds,0,0.4419602155685425,0.5580397844314575
5230,New York Mets,Atlanta Braves,0,0.604742956161499,0.39525704383850097
2357,Texas Rangers,New York Yankees,0,0.6266798675060272,0.3733201324939728
7780,Seattle Mariners,Detroit Tigers,1,0.22645914554595947,0.7735408544540405
6555,Baltimore Orioles,New York Yankees,0,0.5424857258796691,0.4575142741203308
1466,San Diego Padres,Arizona Diamondbacks,1,0.3172278881072998,0.6827721118927002
6524,Seattle Mariners,Houston Astros,0,0.36917600631713865,0.6308239936828614
2786,Toronto Blue Jays,New York Yankees,0,0.5703279912471771,0.42967200875282285
2897,Texas Rangers,Oakland Athletics,0,0.542945271730423,0.45705472826957705
7944,Houston Astros,Philadelphia Phillies,1,0.12844948768615722,0.8715505123138427
3655,Cincinnati Reds,Chicago Cubs,0,0.426520562171936,0.573479437828064
4738,Colorado Rockies,Seattle Mariners,1,0.4397467851638794,0.5602532148361206
6597,Colorado Rockies,Chicago White Sox,0,0.36383603811264037,0.6361639618873596
1656,Cleveland Indians,Detroit Tigers,1,0.4477904438972473,0.5522095561027527
1668,Houston Astros,Detroit Tigers,0,0.349163281917572,0.6508367180824279
6855,Houston Astros,Texas Rangers,1,0.3884780526161194,0.6115219473838807
5081,Los Angeles Angels,Baltimore Orioles,0,0.2938982486724854,0.7061017513275146
5696,New York Yankees,Los Angeles Angels,1,0.3947397589683533,0.6052602410316468
4050,Los Angeles Dodgers,San Diego Padres,1,0.43114516139030457,0.5688548386096954
6973,Chicago White Sox,Houston Astros,0,0.5839719653129578,0.41602803468704225
7912,Houston Astros,Philadelphia Phillies,1,0.12844948768615722,0.8715505123138427
2410,Kansas City Royals,Detroit Tigers,0,0.38849873542785646,0.6115012645721436
6629,Houston Astros,Seattle Mariners,1,0.36356321573257444,0.6364367842674256
996,Cincinnati Reds,Milwaukee Brewers,1,0.4050040602684021,0.5949959397315979
5823,Cincinnati Reds,Arizona Diamondbacks,0,0.527282989025116,0.47271701097488406
6244,Cleveland Guardians,New York Yankees,0,0.6445609629154205,0.35543903708457947
6999,Cleveland Guardians,Chicago White Sox,1,0.3941043496131897,0.6058956503868103
6305,Houston Astros,Kansas City Royals,1,0.23872302770614623,0.7612769722938537
4452,Houston Astros,Atlanta Braves,0,0.8706282064318657,0.1293717935681343
1962,Baltimore Orioles,Oakland Athletics,0,0.4127463221549988,0.5872536778450013
7108,Washington Nationals,Cincinnati Reds,0,0.42686283588409424,0.5731371641159058
5488,Baltimore Orioles,New York Yankees,0,0.5710714519023895,0.4289285480976105
5894,Seattle Mariners,Boston Red Sox,0,0.5122650444507599,0.4877349555492401
4741,Boston Red Sox,Pittsburgh Pirates,0,0.4173018515110016,0.5826981484889984
7122,Philadelphia Phillies,Pittsburgh Pirates,1,0.2445186495780945,0.7554813504219056
4998,Detroit Tigers,New York Yankees,0,0.5942986130714416,0.40570138692855834
2190,Oakland Athletics,Toronto Blue Jays,0,0.4640392422676086,0.5359607577323914
2039,Toronto Blue Jays,Washington Nationals,1,0.5158793985843658,0.4841206014156342
4021,Pittsburgh Pirates,Washington Nationals,1,0.54739208817482,0.45260791182518006
2471,Minnesota Twins,Baltimore Orioles,1,0.2999285101890564,0.7000714898109436
3147,Minnesota Twins,Detroit Tigers,1,0.20997735261917114,0.7900226473808288
6191,Philadelphia Phillies,Atlanta Braves,0,0.5151244938373566,0.4848755061626434
2480,Chicago White Sox,St. Louis Cardinals,0,0.3010878086090088,0.6989121913909913
7639,Chicago Cubs,Philadelphia Phillies,1,0.5973818838596344,0.4026181161403656
2579,New York Yankees,Tampa Bay Rays,1,0.47823251485824586,0.5217674851417542
4099,Texas Rangers,Houston Astros,0,0.6235419481992721,0.37645805180072783
1045,Minnesota Twins,Cincinnati Reds,0,0.3790659189224243,0.6209340810775756
222,Philadelphia Phillies,Miami Marlins,0,0.34947375059127805,0.650526249408722
7452,Chicago Cubs,Colorado Rockies,1,0.39801329374313354,0.6019867062568665
5215,San Francisco Giants,Washington Nationals,0,0.37927807569503785,0.6207219243049622
2427,Cleveland Indians,Minnesota Twins,1,0.35902332067489623,0.6409766793251037
4403,Houston Astros,Boston Red Sox,0,0.376966667175293,0.6230333328247071
5863,Chicago White Sox,Texas Rangers,1,0.5931793332099915,0.40682066679000856
2542,Minnesota Twins,Kansas City Royals,0,0.40825663805007933,0.5917433619499206
7337,Baltimore Orioles,Boston Red Sox,1,0.41955684423446654,0.5804431557655334
6085,Milwaukee Brewers,St. Louis Cardinals,0,0.5178492605686188,0.4821507394313812
1715,Tampa Bay Rays,Texas Rangers,1,0.4477904438972473,0.5522095561027527
597,Kansas City Royals,Minnesota Twins,0,0.4442014515399933,0.5557985484600068
1467,Boston Red Sox,Baltimore Orioles,0,0.4662995100021362,0.5337004899978638
2569,Colorado Rockies,Texas Rangers,1,0.42367690801620483,0.5763230919837952
1072,San Diego Padres,St. Louis Cardinals,1,0.4146693706512451,0.5853306293487549
6424,Washington Nationals,Seattle Mariners,0,0.509594714641571,0.490405285358429
1049,New York Yankees,Miami Marlins,0,0.3875833511352539,0.6124166488647461
3099,Chicago Cubs,Philadelphia Phillies,0,0.49903038144111633,0.5009696185588837
6576,Arizona Diamondbacks,San Francisco Giants,1,0.4435070037841797,0.5564929962158203
6607,Toronto Blue Jays,St. Louis Cardinals,0,0.280610179901123,0.719389820098877
1029,Kansas City Royals,Detroit Tigers,1,0.42340118885040284,0.5765988111495972
5211,Kansas City Royals,New York Yankees,0,0.5395551085472107,0.46044489145278933
230,St. Louis Cardinals,Pittsburgh Pirates,1,0.41130800247192384,0.5886919975280762
2820,Texas Rangers,Minnesota Twins,0,0.5427900016307831,0.45720999836921694
7809,Atlanta Braves,Philadelphia Phillies,1,0.35392227172851565,0.6460777282714844
1549,Seattle Mariners,Chicago White Sox,0,0.4995158493518829,0.500484150648117
3727,Baltimore Orioles,Atlanta Braves,0,0.5595738828182221,0.44042611718177793
2971,Minnesota Twins,Cleveland Indians,1,0.40440155267715455,0.5955984473228455
7663,Boston Red Sox,Baltimore Orioles,1,0.4139657378196716,0.5860342621803284
1358,Arizona Diamondbacks,Cleveland Indians,1,0.43877907991409304,0.561220920085907
2003,Los Angeles Dodgers,San Diego Padres,1,0.4423662781715393,0.5576337218284607
1052,Arizona Diamondbacks,Colorado Rockies,0,0.421695876121521,0.578304123878479
61,Oakland Athletics,Los Angeles Angels,0,0.3748574495315552,0.6251425504684448
2608,Colorado Rockies,Texas Rangers,1,0.48385004997253417,0.5161499500274658
1231,Los Angeles Dodgers,Tampa Bay Rays,1,0.19555773735046386,0.8044422626495361
6071,Minnesota Twins,Cleveland Guardians,0,0.3979025721549988,0.6020974278450012
7481,Houston Astros,Oakland Athletics,1,0.3191670894622803,0.6808329105377198
7159,Milwaukee Brewers,Chicago Cubs,1,0.4419312596321106,0.5580687403678894
4548,Houston Astros,Atlanta Braves,0,0.8706282064318657,0.1293717935681343
6782,New York Mets,Atlanta Braves,1,0.37833666801452637,0.6216633319854736
5249,Oakland Athletics,Tampa Bay Rays,0,0.5752320289611816,0.42476797103881836
4028,Oakland Athletics,Texas Rangers,0,0.35536530017852785,0.6446346998214721
636,Houston Astros,Los Angeles Angels,1,0.4554751753807068,0.5445248246192932
2392,Texas Rangers,New York Yankees,0,0.5306020259857178,0.46939797401428224
465,Los Angeles Angels,Oakland Athletics,0,0.4109074115753174,0.5890925884246826
7762,Houston Astros,Philadelphia Phillies,1,0.3504616141319275,0.6495383858680726
5597,San Francisco Giants,New York Mets,1,0.40798999071121217,0.5920100092887879
1480,Chicago Cubs,Pittsburgh Pirates,1,0.47700552344322206,0.522994476556778
6936,Miami Marlins,San Diego Padres,1,0.4138354420661926,0.5861645579338074
2173,Chicago Cubs,Los Angeles Dodgers,1,0.6311937749385834,0.36880622506141664
823,Miami Marlins,Philadelphia Phillies,1,0.41482632160186766,0.5851736783981323
6735,Pittsburgh Pirates,Milwaukee Brewers,1,0.6865241974592209,0.3134758025407791
1946,San Francisco Giants,Miami Marlins,1,0.4477904438972473,0.5522095561027527
2067,Toronto Blue Jays,Washington Nationals,0,0.4043879985809326,0.5956120014190673
3664,Minnesota Twins,Cleveland Indians,1,0.42839124202728274,0.5716087579727173
79,San Diego Padres,Arizona Diamondbacks,1,0.3695801854133606,0.6304198145866394
6481,Houston Astros,Oakland Athletics,0,0.23828052282333373,0.7617194771766662
1683,Minnesota Twins,Boston Red Sox,0,0.4232295751571655,0.5767704248428345
2020,Boston Red Sox,Seattle Mariners,1,0.41535234451293945,0.5846476554870605
553,Arizona Diamondbacks,Oakland Athletics,1,0.600632393360138,0.39936760663986204
6876,Colorado Rockies,Arizona Diamondbacks,1,0.5018510103225708,0.4981489896774292
786,San Francisco Giants,Arizona Diamondbacks,1,0.37999740839004514,0.6200025916099549
2255,Arizona Diamondbacks,Miami Marlins,1,0.48011313676834105,0.5198868632316589
2548,Los Angeles Dodgers,San Francisco Giants,0,0.35808582305908204,0.641914176940918
6668,Washington Nationals,St. Louis Cardinals,1,0.5258101940155029,0.47418980598449706
3458,Miami Marlins,New York Mets,1,0.6250053882598877,0.3749946117401123
1191,Los Angeles Dodgers,Tampa Bay Rays,1,0.19555773735046386,0.8044422626495361
706,Colorado Rockies,San Diego Padres,0,0.47109569907188414,0.5289043009281158
1083,Houston Astros,Oakland Athletics,0,0.40473926067352295,0.595260739326477
2744,Los Angeles Dodgers,Texas Rangers,0,0.22368409633636474,0.7763159036636352
2983,Philadelphia Phillies,Miami Marlins,1,0.4791146993637085,0.5208853006362915
3356,Kansas City Royals,Chicago White Sox,0,0.5572958350181579,0.44270416498184206
2247,San Francisco Giants,Texas Rangers,1,0.35699528455734253,0.6430047154426575
6301,Oakland Athletics,Toronto Blue Jays,1,0.5356481313705445,0.46435186862945554
2535,Oakland Athletics,Los Angeles Angels,1,0.3975039482116699,0.6024960517883301
1525,Philadelphia Phillies,New York Mets,1,0.5022338509559632,0.4977661490440369
4538,Houston Astros,Atlanta Braves,0,0.8706282064318657,0.1293717935681343
7876,Houston Astros,Philadelphia Phillies,1,0.12844948768615722,0.8715505123138427
7107,Houston Astros,Minnesota Twins,1,0.4903912305831909,0.5096087694168091
505,Houston Astros,Seattle Mariners,1,0.31132166385650634,0.6886783361434936
6719,Texas Rangers,Baltimore Orioles,0,0.4076853394508362,0.5923146605491638
2386,Los Angeles Angels,Cleveland Indians,0,0.4123005509376526,0.5876994490623474
233,Houston Astros,Seattle Mariners,1,0.19052255153656006,0.8094774484634399
3892,Tampa Bay Rays,Boston Red Sox,0,0.47724859714508056,0.5227514028549194
1156,Los Angeles Dodgers,Tampa Bay Rays,1,0.19555773735046386,0.8044422626495361
3740,Baltimore Orioles,Atlanta Braves,0,0.5473710179328919,0.45262898206710817
169,Washington Nationals,Baltimore Orioles,1,0.36946165561676025,0.6305383443832397
6678,Tampa Bay Rays,Cleveland Guardians,0,0.2125197172164917,0.7874802827835083
2399,Chicago Cubs,Washington Nationals,1,0.3996441841125488,0.6003558158874511
2110,Chicago White Sox,Cleveland Indians,0,0.3748411536216736,0.6251588463783264
7964,Houston Astros,Philadelphia Phillies,1,0.12844948768615722,0.8715505123138427
7904,Houston Astros,Philadelphia Phillies,1,0.12844948768615722,0.8715505123138427
4903,Pittsburgh Pirates,Chicago Cubs,1,0.562426871061325,0.43757312893867495
4667,Tampa Bay Rays,Atlanta Braves,1,0.4118943691253662,0.5881056308746337
3899,San Francisco Giants,Milwaukee Brewers,0,0.37457128763198855,0.6254287123680115
6637,Pittsburgh Pirates,Philadelphia Phillies,0,0.4289687752723694,0.5710312247276306
2685,Tampa Bay Rays,Washington Nationals,0,0.40425591468811034,0.5957440853118896
1773,Pittsburgh Pirates,San Diego Padres,1,0.4477904438972473,0.5522095561027527
