,id,game_date,season,home_team,away_team,home_score,away_score,home_is_winner,away_is_winner,game_type,commence_time_x,away_Date,away_Current_win_pct,away_3_win_pct,away_1_win_pct,away_Home_win_pct,away_Away_win_pct,away_prev_win_pct,home_Date,home_Current_win_pct,home_3_win_pct,home_1_win_pct,home_Home_win_pct,home_Away_win_pct,home_prev_win_pct,median_home,median_away,lowvig_home,lowvig_away
227,441,2020-07-30,2020,New York Mets,Boston Red Sox,2,4,0,1,R,2020-07-30T23:07:00Z,2020-07-30,0.333,0.333,1.000,0.200,1.000,0.519,2020-07-30,0.500,0.667,0.000,0.250,1.000,0.531,-149.0,135.0,-145.0,135.0
229,444,2020-07-30,2020,Atlanta Braves,Tampa Bay Rays,2,1,1,0,R,2020-07-30T23:10:00Z,2020-07-30,0.667,0.667,0.000,0.800,0.000,0.589,2020-07-30,0.500,0.333,1.000,1.000,0.400,0.593,-141.0,125.0,-132.0,122.0
237,453,2020-07-31,2020,Atlanta Braves,New York Mets,11,10,1,0,R,2020-07-31T23:10:00Z,2020-07-31,0.429,0.333,0.000,0.200,1.000,0.531,2020-07-31,0.571,0.667,1.000,1.000,0.400,0.593,-133.0,121.0,-125.0,115.0
240,458,2020-07-31,2020,Chicago Cubs,Pittsburgh Pirates,6,3,1,0,R,2020-08-01T00:15:00Z,2020-07-31,0.333,0.333,0.000,0.333,0.333,0.426,2020-07-31,0.667,0.667,0.000,0.667,0.667,0.519,-192.0,163.0,-200.0,182.0
242,461,2020-07-31,2020,Arizona Diamondbacks,Los Angeles Dodgers,5,3,1,0,R,2020-08-01T01:40:00Z,2020-07-31,0.714,1.000,1.000,0.500,1.000,0.647,2020-07-31,0.286,0.333,0.000,0.000,0.333,0.525,121.0,-134.0,115.0,-125.0
245,466,2020-08-01,2020,Los Angeles Angels,Houston Astros,5,4,1,0,R,2020-08-01T23:07:00Z,2020-08-01,0.571,0.333,1.000,0.500,1.000,0.65,2020-08-01,0.250,0.000,0.000,0.250,0.250,0.444,140.0,-156.0,144.0,-156.0
246,467,2020-08-01,2020,New York Yankees,Boston Red Sox,5,2,1,0,R,2020-08-01T23:07:00Z,2020-08-01,0.375,0.667,0.000,0.200,0.667,0.519,2020-08-01,0.833,1.000,1.000,1.000,0.800,0.632,-182.0,160.0,-172.0,159.0
247,469,2020-08-01,2020,Atlanta Braves,New York Mets,7,1,1,0,R,2020-08-01T23:10:00Z,2020-08-01,0.375,0.000,0.000,0.200,0.667,0.531,2020-08-01,0.625,1.000,1.000,1.000,0.400,0.593,-125.0,110.0,-120.0,110.0
248,470,2020-08-01,2020,Baltimore Orioles,Tampa Bay Rays,5,4,1,0,R,2020-08-01T23:35:00Z,2020-08-01,0.500,0.000,0.000,0.800,0.000,0.589,2020-08-01,0.500,0.333,1.000,0.333,0.667,0.333,190.0,-217.0,192.0,-208.0
249,471,2020-08-01,2020,Arizona Diamondbacks,Los Angeles Dodgers,2,11,0,1,R,2020-08-02T00:10:00Z,2020-08-01,0.625,0.667,0.000,0.500,0.750,0.647,2020-08-01,0.375,0.333,1.000,0.500,0.333,0.525,131.5,-145.0,132.0,-143.0
250,472,2020-08-01,2020,Colorado Rockies,San Diego Padres,6,1,1,0,R,2020-08-02T00:10:00Z,2020-08-01,0.750,0.667,1.000,0.750,0.750,0.432,2020-08-01,0.667,0.667,0.000,0.000,0.800,0.438,108.0,-120.0,108.0,-118.0
251,473,2020-08-01,2020,Chicago Cubs,Pittsburgh Pirates,4,3,1,0,R,2020-08-02T00:15:00Z,2020-08-01,0.286,0.333,0.000,0.333,0.250,0.426,2020-08-01,0.714,0.667,1.000,0.750,0.667,0.519,-160.0,141.5,-152.0,139.0
252,474,2020-08-01,2020,Seattle Mariners,Oakland Athletics,2,3,0,1,R,2020-08-02T01:10:00Z,2020-08-01,0.429,0.000,0.000,0.500,0.000,0.595,2020-08-01,0.500,1.000,1.000,1.000,0.429,0.42,135.0,-148.0,137.0,-147.0
253,476,2020-08-01,2020,Detroit Tigers,Cincinnati Reds,Unknown,Unknown,Unknown,Unknown,R,2020-08-01T17:10:00Z,2020-08-01,0.286,0.333,0.000,0.333,0.000,0.463,2020-08-01,0.625,0.667,1.000,0.600,0.667,0.292,157.0,-172.0,157.0,-169.0
259,483,2020-08-02,2020,Baltimore Orioles,Tampa Bay Rays,5,1,1,0,R,2020-08-02T17:05:00Z,2020-08-02,0.444,0.000,0.000,0.800,0.000,0.589,2020-08-02,0.571,0.667,1.000,0.500,0.667,0.333,166.0,-185.0,166.0,-182.0
260,484,2020-08-02,2020,Atlanta Braves,New York Mets,4,0,1,0,R,2020-08-02T17:10:00Z,2020-08-02,0.333,0.000,0.000,0.200,0.500,0.531,2020-08-02,0.667,1.000,1.000,1.000,0.400,0.593,-104.0,-105.0,-109.0,-101.0
261,487,2020-08-02,2020,Chicago Cubs,Pittsburgh Pirates,2,1,1,0,R,2020-08-02T18:20:00Z,2020-08-02,0.250,0.000,0.000,0.333,0.200,0.426,2020-08-02,0.750,0.667,1.000,0.800,0.667,0.519,-200.0,175.0,-196.0,179.0
262,488,2020-08-02,2020,Colorado Rockies,San Diego Padres,9,6,1,0,R,2020-08-02T19:10:00Z,2020-08-02,0.667,0.667,0.000,0.750,0.600,0.432,2020-08-02,0.714,0.667,1.000,0.500,0.800,0.438,113.0,-125.0,112.0,-122.0
263,490,2020-08-02,2020,Los Angeles Angels,Houston Astros,5,6,0,1,R,2020-08-02T20:10:00Z,2020-08-02,0.500,0.333,0.000,0.500,0.500,0.65,2020-08-02,0.333,0.333,1.000,0.400,0.250,0.444,115.0,-125.0,124.0,-133.0
264,491,2020-08-02,2020,Arizona Diamondbacks,Los Angeles Dodgers,0,3,0,1,R,2020-08-02T20:10:00Z,2020-08-02,0.667,0.667,1.000,0.500,0.800,0.647,2020-08-02,0.333,0.333,0.000,0.333,0.333,0.525,163.0,-182.0,168.0,-182.0
270,500,2020-08-03,2020,Atlanta Braves,New York Mets,2,7,0,1,R,2020-08-03T23:10:00Z,2020-08-03,0.300,0.000,0.000,0.200,0.400,0.531,2020-08-03,0.700,1.000,1.000,1.000,0.400,0.593,108.0,-120.0,108.0,-118.0
272,503,2020-08-03,2020,Chicago Cubs,Kansas City Royals,2,0,1,0,R,2020-08-04T00:15:00Z,2020-08-03,0.300,0.000,0.000,0.000,0.429,0.364,2020-08-03,0.778,1.000,1.000,0.833,0.667,0.519,-156.0,138.0,-147.0,137.0
273,504,2020-08-03,2020,Colorado Rockies,San Francisco Giants,7,6,1,0,R,2020-08-04T00:40:00Z,2020-08-03,0.500,0.667,0.000,0.500,0.500,0.475,2020-08-03,0.750,0.667,1.000,0.667,0.800,0.438,-139.0,124.0,-133.0,124.0
274,505,2020-08-03,2020,San Diego Padres,Los Angeles Dodgers,5,4,1,0,R,2020-08-04T01:10:00Z,2020-08-03,0.700,0.667,1.000,0.500,0.833,0.647,2020-08-03,0.600,0.333,0.000,0.750,0.500,0.432,122.0,-135.0,124.0,-133.0
275,506,2020-08-03,2020,Seattle Mariners,Oakland Athletics,1,11,0,1,R,2020-08-04T01:10:00Z,2020-08-03,0.556,0.667,1.000,0.500,0.667,0.595,2020-08-03,0.400,0.333,0.000,0.333,0.429,0.42,165.0,-185.0,166.0,-179.0
277,509,2020-08-04,2020,Tampa Bay Rays,Boston Red Sox,5,1,1,0,R,2020-08-04T22:40:00Z,2020-08-04,0.300,0.000,0.000,0.200,0.400,0.519,2020-08-04,0.400,0.000,0.000,0.800,0.000,0.589,-145.0,130.0,-139.0,129.0
278,510,2020-08-04,2020,Washington Nationals,New York Mets,5,3,1,0,R,2020-08-04T23:05:00Z,2020-08-04,0.364,0.333,1.000,0.200,0.500,0.531,2020-08-04,0.429,0.667,1.000,0.200,1.000,0.587,-146.0,133.0,-143.0,132.0
281,514,2020-08-04,2020,Chicago Cubs,Kansas City Royals,5,4,1,0,R,2020-08-05T00:15:00Z,2020-08-04,0.273,0.000,0.000,0.000,0.375,0.364,2020-08-04,0.800,1.000,1.000,0.857,0.667,0.519,-196.0,170.0,-189.0,173.0
284,517,2020-08-04,2020,San Diego Padres,Los Angeles Dodgers,2,5,0,1,R,2020-08-05T01:10:00Z,2020-08-04,0.636,0.667,0.000,0.500,0.714,0.647,2020-08-04,0.636,0.333,1.000,0.800,0.500,0.432,112.0,-122.0,112.0,-122.0
285,518,2020-08-04,2020,Oakland Athletics,Texas Rangers,5,1,1,0,R,2020-08-05T01:10:00Z,2020-08-04,0.375,0.333,1.000,0.400,0.333,0.482,2020-08-04,0.600,1.000,1.000,0.500,0.750,0.595,-145.0,129.0,-143.0,131.0
286,519,2020-08-04,2020,Seattle Mariners,Los Angeles Angels,3,5,0,1,R,2020-08-05T02:10:00Z,2020-08-04,0.300,0.333,0.000,0.333,0.250,0.444,2020-08-04,0.364,0.000,0.000,0.250,0.429,0.42,170.0,-192.0,173.0,-189.0
292,526,2020-08-05,2020,Washington Nationals,New York Mets,1,3,0,1,R,2020-08-05T22:05:00Z,2020-08-05,0.333,0.333,0.000,0.200,0.429,0.531,2020-08-05,0.500,1.000,1.000,0.333,1.000,0.587,-224.5,195.0,-213.0,196.0
293,527,2020-08-05,2020,Tampa Bay Rays,Boston Red Sox,0,5,0,1,R,2020-08-05T22:40:00Z,2020-08-05,0.273,0.000,0.000,0.200,0.333,0.519,2020-08-05,0.455,0.333,1.000,0.833,0.000,0.589,-146.0,130.5,-147.0,136.0
294,528,2020-08-05,2020,Pittsburgh Pirates,Minnesota Twins,2,5,0,1,R,2020-08-05T23:05:00Z,2020-08-05,0.818,1.000,1.000,0.875,0.667,0.612,2020-08-05,0.182,0.000,0.000,0.333,0.125,0.426,165.0,-185.0,167.0,-182.0
296,531,2020-08-05,2020,Kansas City Royals,Chicago Cubs,1,6,0,1,R,2020-08-06T00:05:00Z,2020-08-05,0.818,1.000,1.000,0.875,0.667,0.519,2020-08-05,0.250,0.000,0.000,0.000,0.333,0.364,190.0,-213.0,193.0,-213.0
298,534,2020-08-05,2020,Arizona Diamondbacks,Houston Astros,14,7,1,0,R,2020-08-06T01:10:00Z,2020-08-05,0.600,0.667,1.000,0.500,0.750,0.65,2020-08-05,0.273,0.000,0.000,0.200,0.333,0.525,145.0,-159.0,145.0,-156.0
299,535,2020-08-05,2020,San Diego Padres,Los Angeles Dodgers,6,7,0,1,R,2020-08-06T01:10:00Z,2020-08-05,0.667,0.667,1.000,0.500,0.750,0.647,2020-08-05,0.583,0.333,0.000,0.667,0.500,0.432,115.0,-125.0,115.0,-125.0
300,536,2020-08-05,2020,Oakland Athletics,Texas Rangers,6,4,1,0,R,2020-08-06T01:10:00Z,2020-08-05,0.333,0.333,0.000,0.400,0.250,0.482,2020-08-05,0.636,1.000,1.000,0.571,0.750,0.595,-172.0,154.0,-167.0,154.0
301,537,2020-08-05,2020,Seattle Mariners,Los Angeles Angels,7,6,1,0,R,2020-08-06T01:40:00Z,2020-08-05,0.364,0.667,1.000,0.333,0.400,0.444,2020-08-05,0.333,0.000,0.000,0.200,0.429,0.42,132.5,-144.0,131.0,-143.0
304,542,2020-08-06,2020,Pittsburgh Pirates,Minnesota Twins,6,5,1,0,R,2020-08-06T17:35:00Z,2020-08-06,0.833,1.000,1.000,0.875,0.750,0.612,2020-08-06,0.167,0.000,0.000,0.250,0.125,0.426,184.0,-200.0,189.0,-208.0
306,544,2020-08-06,2020,Oakland Athletics,Texas Rangers,6,4,1,0,R,2020-08-06T19:40:00Z,2020-08-06,0.300,0.333,0.000,0.400,0.200,0.482,2020-08-06,0.667,1.000,1.000,0.625,0.750,0.595,-145.0,132.0,-145.0,133.0
307,545,2020-08-06,2020,Seattle Mariners,Los Angeles Angels,1,6,0,1,R,2020-08-06T20:10:00Z,2020-08-06,0.333,0.333,0.000,0.333,0.333,0.444,2020-08-06,0.385,0.333,1.000,0.333,0.429,0.42,153.0,-170.5,154.0,-167.0
308,546,2020-08-06,2020,Philadelphia Phillies,New York Yankees,5,4,1,0,R,2020-08-06T22:05:00Z,2020-08-06,0.818,0.667,1.000,0.800,0.833,0.632,2020-08-06,0.333,0.333,0.000,0.250,0.500,0.5,135.0,-149.0,134.0,-145.0
310,549,2020-08-06,2020,Kansas City Royals,Chicago Cubs,13,2,1,0,R,2020-08-06T23:07:00Z,2020-08-06,0.833,1.000,1.000,0.875,0.750,0.519,2020-08-06,0.231,0.000,0.000,0.000,0.333,0.364,149.5,-165.5,154.0,-167.0
314,555,2020-08-07,2020,Washington Nationals,Baltimore Orioles,0,11,0,1,R,2020-08-07T22:05:00Z,2020-08-07,0.417,0.000,0.000,0.429,0.400,0.333,2020-08-07,0.444,0.667,0.000,0.286,1.000,0.587,-180.5,160.0,-172.0,159.0
315,556,2020-08-07,2020,Tampa Bay Rays,New York Yankees,1,0,1,0,R,2020-08-07T22:40:00Z,2020-08-07,0.750,0.333,0.000,0.800,0.714,0.632,2020-08-07,0.417,0.333,0.000,0.714,0.000,0.589,-103.5,-111.0,102.0,-112.0
316,557,2020-08-07,2020,Pittsburgh Pirates,Detroit Tigers,13,17,0,1,R,2020-08-07T23:05:00Z,2020-08-07,0.500,0.333,0.000,0.429,0.667,0.292,2020-08-07,0.231,0.333,1.000,0.400,0.125,0.426,-104.0,-110.0,-105.0,-105.0
319,560,2020-08-07,2020,Kansas City Royals,Minnesota Twins,3,2,1,0,R,2020-08-08T00:05:00Z,2020-08-07,0.769,0.667,0.000,0.875,0.600,0.612,2020-08-07,0.286,0.333,1.000,0.200,0.333,0.364,149.0,-165.5,146.0,-159.0
320,562,2020-08-07,2020,Milwaukee Brewers,Cincinnati Reds,3,8,0,1,R,2020-08-08T00:10:00Z,2020-08-07,0.385,0.000,0.000,0.375,0.400,0.463,2020-08-07,0.500,0.667,1.000,0.000,0.625,0.546,109.0,-122.5,111.0,-120.0
321,563,2020-08-07,2020,Texas Rangers,Los Angeles Angels,4,3,1,0,R,2020-08-08T01:05:00Z,2020-08-07,0.385,0.667,1.000,0.333,0.429,0.444,2020-08-07,0.273,0.000,0.000,0.400,0.167,0.482,142.5,-161.0,148.0,-161.0
322,564,2020-08-07,2020,Oakland Athletics,Houston Astros,3,2,1,0,R,2020-08-08T01:10:00Z,2020-08-07,0.500,0.333,0.000,0.500,0.500,0.65,2020-08-07,0.692,1.000,1.000,0.667,0.750,0.595,-105.0,-109.5,-102.0,-108.0
323,565,2020-08-07,2020,San Diego Padres,Arizona Diamondbacks,3,0,1,0,R,2020-08-08T01:10:00Z,2020-08-07,0.385,0.667,1.000,0.429,0.333,0.525,2020-08-07,0.539,0.333,0.000,0.571,0.500,0.432,-120.0,108.0,-118.0,107.0
324,566,2020-08-07,2020,Seattle Mariners,Colorado Rockies,4,8,0,1,R,2020-08-08T01:40:00Z,2020-08-07,0.750,0.667,1.000,0.714,0.800,0.438,2020-08-07,0.357,0.333,0.000,0.286,0.429,0.42,-102.0,-109.0,-105.0,-105.0
325,567,2020-08-07,2020,Los Angeles Dodgers,San Francisco Giants,7,2,1,0,R,2020-08-08T01:40:00Z,2020-08-07,0.429,0.333,0.000,0.500,0.375,0.475,2020-08-07,0.692,0.667,1.000,0.500,0.778,0.647,-256.0,220.0,-244.0,220.0
326,568,2020-08-07,2020,Philadelphia Phillies,Atlanta Braves,Unknown,Unknown,Unknown,Unknown,R,2020-08-07T23:05:00Z,2020-08-07,0.643,0.667,1.000,0.778,0.400,0.593,2020-08-07,0.429,0.667,1.000,0.400,0.500,0.5,-106.5,-105.0,-104.0,-106.0
329,573,2020-08-08,2020,Pittsburgh Pirates,Detroit Tigers,5,11,0,1,R,2020-08-08T20:05:00Z,2020-08-08,0.546,0.333,1.000,0.429,0.750,0.292,2020-08-08,0.214,0.333,0.000,0.333,0.125,0.426,-122.5,108.5,-118.0,108.0
330,574,2020-08-08,2020,Oakland Athletics,Houston Astros,3,1,1,0,R,2020-08-08T20:10:00Z,2020-08-08,0.462,0.000,0.000,0.500,0.429,0.65,2020-08-08,0.714,1.000,1.000,0.700,0.750,0.595,-140.0,125.0,-139.0,129.0
331,575,2020-08-08,2020,Washington Nationals,Baltimore Orioles,3,5,0,1,R,2020-08-08T22:05:00Z,2020-08-08,0.462,0.333,1.000,0.429,0.500,0.333,2020-08-08,0.400,0.333,0.000,0.250,1.000,0.587,-196.0,170.0,-185.0,171.0
333,577,2020-08-08,2020,Texas Rangers,Los Angeles Angels,2,0,1,0,R,2020-08-08T23:05:00Z,2020-08-08,0.357,0.333,0.000,0.333,0.375,0.444,2020-08-08,0.333,0.333,1.000,0.500,0.167,0.482,125.0,-143.0,130.0,-141.0
334,578,2020-08-08,2020,Kansas City Royals,Minnesota Twins,9,6,1,0,R,2020-08-08T23:05:00Z,2020-08-08,0.714,0.333,0.000,0.875,0.500,0.612,2020-08-08,0.333,0.667,1.000,0.333,0.333,0.364,148.0,-165.5,148.0,-161.0
336,580,2020-08-08,2020,Milwaukee Brewers,Cincinnati Reds,1,4,0,1,R,2020-08-08T23:10:00Z,2020-08-08,0.429,0.333,1.000,0.375,0.500,0.463,2020-08-08,0.455,0.667,0.000,0.000,0.625,0.546,-110.0,-105.0,-105.0,-105.0
338,582,2020-08-08,2020,San Diego Padres,Arizona Diamondbacks,2,3,0,1,R,2020-08-09T01:10:00Z,2020-08-08,0.357,0.667,0.000,0.429,0.286,0.525,2020-08-08,0.571,0.333,1.000,0.625,0.500,0.432,-161.0,143.0,-152.0,140.0
339,583,2020-08-08,2020,Seattle Mariners,Colorado Rockies,0,5,0,1,R,2020-08-09T01:10:00Z,2020-08-08,0.769,0.667,1.000,0.714,0.833,0.438,2020-08-08,0.333,0.333,0.000,0.250,0.429,0.42,-120.0,106.5,-112.0,103.0
340,584,2020-08-08,2020,Los Angeles Dodgers,San Francisco Giants,4,5,0,1,R,2020-08-09T01:10:00Z,2020-08-08,0.400,0.333,0.000,0.500,0.333,0.475,2020-08-08,0.714,1.000,1.000,0.600,0.778,0.647,-303.0,260.0,-294.0,260.0
344,589,2020-08-09,2020,New York Mets,Miami Marlins,4,2,1,0,R,2020-08-09T17:10:00Z,2020-08-09,0.778,0.667,0.000,1.000,0.714,0.352,2020-08-09,0.400,0.667,1.000,0.286,0.500,0.531,-238.0,210.0,-227.0,204.0
345,590,2020-08-09,2020,Tampa Bay Rays,New York Yankees,4,3,1,0,R,2020-08-09T17:10:00Z,2020-08-09,0.667,0.333,0.000,0.800,0.600,0.632,2020-08-09,0.467,0.667,1.000,0.700,0.000,0.589,-111.0,100.0,-106.0,-103.0
348,593,2020-08-09,2020,Kansas City Royals,Minnesota Twins,4,2,1,0,R,2020-08-09T18:05:00Z,2020-08-09,0.667,0.000,0.000,0.875,0.429,0.612,2020-08-09,0.375,1.000,1.000,0.429,0.333,0.364,150.0,-169.0,148.0,-161.0
349,594,2020-08-09,2020,Milwaukee Brewers,Cincinnati Reds,9,3,1,0,R,2020-08-09T18:10:00Z,2020-08-09,0.467,0.667,1.000,0.375,0.571,0.463,2020-08-09,0.417,0.333,0.000,0.000,0.625,0.546,-118.0,108.0,-112.0,103.0
350,595,2020-08-09,2020,Texas Rangers,Los Angeles Angels,7,3,1,0,R,2020-08-09T18:35:00Z,2020-08-09,0.333,0.333,0.000,0.333,0.333,0.444,2020-08-09,0.385,0.667,1.000,0.571,0.167,0.482,110.0,-125.0,113.0,-123.0
351,596,2020-08-09,2020,Oakland Athletics,Houston Astros,7,2,1,0,R,2020-08-09T20:10:00Z,2020-08-09,0.429,0.000,0.000,0.500,0.375,0.65,2020-08-09,0.733,1.000,1.000,0.727,0.750,0.595,-152.0,135.0,-147.0,137.0
352,597,2020-08-09,2020,San Diego Padres,Arizona Diamondbacks,9,5,1,0,R,2020-08-09T20:10:00Z,2020-08-09,0.400,0.667,1.000,0.429,0.375,0.525,2020-08-09,0.533,0.333,0.000,0.556,0.500,0.432,-156.0,141.0,-154.0,142.0
353,598,2020-08-09,2020,Seattle Mariners,Colorado Rockies,5,3,1,0,R,2020-08-09T20:10:00Z,2020-08-09,0.786,1.000,1.000,0.714,0.857,0.438,2020-08-09,0.313,0.000,0.000,0.222,0.429,0.42,150.0,-167.0,158.0,-172.0
354,599,2020-08-09,2020,Los Angeles Dodgers,San Francisco Giants,6,2,1,0,R,2020-08-09T20:10:00Z,2020-08-09,0.438,0.333,1.000,0.500,0.400,0.475,2020-08-09,0.667,0.667,0.000,0.500,0.778,0.647,-303.0,260.0,-286.0,253.0
355,602,2020-08-10,2020,Philadelphia Phillies,Atlanta Braves,13,8,1,0,R,2020-08-10T22:05:00Z,2020-08-10,0.647,0.667,1.000,0.778,0.500,0.593,2020-08-10,0.400,0.333,0.000,0.375,0.500,0.5,-154.0,140.0,-152.0,139.0
356,603,2020-08-10,2020,New York Mets,Washington Nationals,4,16,0,1,R,2020-08-10T23:10:00Z,2020-08-10,0.364,0.000,0.000,0.222,1.000,0.587,2020-08-10,0.438,0.667,1.000,0.375,0.500,0.531,109.0,-122.0,110.0,-120.0
358,606,2020-08-10,2020,Milwaukee Brewers,Minnesota Twins,2,4,0,1,R,2020-08-11T00:10:00Z,2020-08-10,0.625,0.000,0.000,0.875,0.375,0.612,2020-08-10,0.462,0.333,1.000,0.200,0.625,0.546,100.0,-111.0,103.0,-112.0
359,607,2020-08-10,2020,Colorado Rockies,Arizona Diamondbacks,8,12,0,1,R,2020-08-11T00:40:00Z,2020-08-10,0.375,0.333,0.000,0.429,0.333,0.525,2020-08-10,0.733,0.667,0.000,0.714,0.750,0.438,-135.0,120.0,-130.0,120.0
360,608,2020-08-10,2020,Texas Rangers,Seattle Mariners,2,10,0,1,R,2020-08-11T01:05:00Z,2020-08-10,0.353,0.333,1.000,0.300,0.429,0.42,2020-08-10,0.429,1.000,1.000,0.625,0.167,0.482,-169.0,150.0,-164.0,152.0
362,610,2020-08-10,2020,Los Angeles Angels,Oakland Athletics,10,9,1,0,R,2020-08-11T01:40:00Z,2020-08-10,0.750,1.000,1.000,0.750,0.750,0.595,2020-08-10,0.313,0.000,0.000,0.333,0.300,0.444,112.0,-128.0,118.0,-128.0
363,611,2020-08-10,2020,Los Angeles Dodgers,San Diego Padres,1,2,0,1,R,2020-08-11T01:40:00Z,2020-08-10,0.563,0.667,1.000,0.600,0.500,0.432,2020-08-10,0.688,0.667,1.000,0.571,0.778,0.647,-169.0,155.0,-164.0,152.0
365,614,2020-08-11,2020,Cincinnati Reds,Kansas City Royals,6,5,1,0,R,2020-08-11T22:40:00Z,2020-08-11,0.412,1.000,1.000,0.500,0.333,0.364,2020-08-11,0.438,0.667,0.000,0.375,0.500,0.463,-189.0,168.0,-182.0,167.0
366,615,2020-08-11,2020,Philadelphia Phillies,Baltimore Orioles,9,10,0,1,R,2020-08-11T23:05:00Z,2020-08-11,0.500,0.667,1.000,0.429,0.571,0.333,2020-08-11,0.455,0.333,1.000,0.444,0.500,0.5,-180.5,159.0,-175.0,161.0
368,618,2020-08-11,2020,New York Mets,Washington Nationals,1,2,0,1,R,2020-08-11T23:10:00Z,2020-08-11,0.417,0.333,1.000,0.222,1.000,0.587,2020-08-11,0.412,0.667,0.000,0.333,0.500,0.531,135.0,-149.0,136.0,-147.0
371,622,2020-08-11,2020,Colorado Rockies,Arizona Diamondbacks,8,7,1,0,R,2020-08-12T00:40:00Z,2020-08-11,0.412,0.667,1.000,0.429,0.400,0.525,2020-08-11,0.688,0.333,0.000,0.625,0.750,0.438,-102.0,-112.0,-101.0,-109.0
372,623,2020-08-11,2020,Texas Rangers,Seattle Mariners,4,2,1,0,R,2020-08-12T01:05:00Z,2020-08-11,0.389,0.667,1.000,0.300,0.500,0.42,2020-08-11,0.400,0.667,0.000,0.556,0.167,0.482,-134.0,120.0,-127.0,117.0
374,625,2020-08-11,2020,Los Angeles Angels,Oakland Athletics,6,0,1,0,R,2020-08-12T01:40:00Z,2020-08-11,0.706,0.667,0.000,0.750,0.600,0.595,2020-08-11,0.353,0.333,1.000,0.429,0.300,0.444,-141.0,123.0,-137.0,127.0
375,626,2020-08-11,2020,Los Angeles Dodgers,San Diego Padres,2,6,0,1,R,2020-08-12T01:40:00Z,2020-08-11,0.588,0.667,1.000,0.600,0.571,0.432,2020-08-11,0.647,0.333,0.000,0.500,0.778,0.647,-159.0,142.0,-156.0,145.0
376,629,2020-08-12,2020,Colorado Rockies,Arizona Diamondbacks,7,13,0,1,R,2020-08-12T19:10:00Z,2020-08-12,0.389,0.333,0.000,0.429,0.364,0.525,2020-08-12,0.706,0.333,1.000,0.667,0.750,0.438,-103.0,-110.0,-103.0,-106.0
377,630,2020-08-12,2020,Los Angeles Angels,Oakland Athletics,4,8,0,1,R,2020-08-12T20:10:00Z,2020-08-12,0.667,0.333,0.000,0.750,0.500,0.595,2020-08-12,0.389,0.667,1.000,0.500,0.300,0.444,-103.5,-112.0,102.0,-112.0
378,632,2020-08-12,2020,Toronto Blue Jays,Miami Marlins,11,14,0,1,R,2020-08-12T22:37:00Z,2020-08-12,0.636,0.000,0.000,1.000,0.556,0.352,2020-08-12,0.429,0.667,1.000,1.000,0.385,0.414,-164.0,148.0,-161.0,148.0
379,633,2020-08-12,2020,Cincinnati Reds,Kansas City Royals,4,5,0,1,R,2020-08-12T22:40:00Z,2020-08-12,0.389,0.667,0.000,0.500,0.300,0.364,2020-08-12,0.471,0.667,1.000,0.444,0.500,0.463,-120.0,108.0,-118.0,108.0
380,634,2020-08-12,2020,Philadelphia Phillies,Baltimore Orioles,4,5,0,1,R,2020-08-12T23:05:00Z,2020-08-12,0.533,1.000,1.000,0.429,0.625,0.333,2020-08-12,0.417,0.333,0.000,0.400,0.500,0.5,-172.0,153.0,-169.0,157.0
384,638,2020-08-12,2020,Milwaukee Brewers,Minnesota Twins,2,12,0,1,R,2020-08-12T23:10:00Z,2020-08-12,0.611,0.333,0.000,0.875,0.400,0.612,2020-08-12,0.467,0.667,1.000,0.286,0.625,0.546,126.0,-141.0,128.0,-137.0
385,639,2020-08-12,2020,Boston Red Sox,Tampa Bay Rays,5,9,0,1,R,2020-08-12T23:30:00Z,2020-08-12,0.556,1.000,1.000,0.727,0.286,0.589,2020-08-12,0.353,0.333,0.000,0.300,0.429,0.519,143.0,-161.0,140.0,-152.0
386,640,2020-08-12,2020,Texas Rangers,Seattle Mariners,7,4,1,0,R,2020-08-13T01:05:00Z,2020-08-12,0.368,0.667,0.000,0.300,0.444,0.42,2020-08-12,0.438,0.667,1.000,0.600,0.167,0.482,-127.0,115.0,-125.0,115.0
387,641,2020-08-12,2020,Los Angeles Dodgers,San Diego Padres,6,0,1,0,R,2020-08-13T01:40:00Z,2020-08-12,0.611,1.000,1.000,0.600,0.625,0.432,2020-08-12,0.611,0.333,0.000,0.444,0.778,0.647,-164.0,144.0,-159.0,146.0
388,643,2020-08-13,2020,New York Mets,Washington Nationals,8,2,1,0,R,2020-08-13T17:10:00Z,2020-08-13,0.429,0.667,0.000,0.222,0.800,0.587,2020-08-13,0.421,0.333,1.000,0.364,0.500,0.531,-122.0,109.0,-119.0,109.0
389,644,2020-08-13,2020,Philadelphia Phillies,Baltimore Orioles,4,11,0,1,R,2020-08-13T20:05:00Z,2020-08-13,0.563,1.000,1.000,0.429,0.667,0.333,2020-08-13,0.385,0.333,0.000,0.364,0.500,0.5,-189.0,165.0,-179.0,165.0
390,645,2020-08-13,2020,Boston Red Sox,Tampa Bay Rays,8,17,0,1,R,2020-08-13T20:30:00Z,2020-08-13,0.579,1.000,1.000,0.727,0.375,0.589,2020-08-13,0.333,0.000,0.000,0.273,0.429,0.519,140.0,-156.0,140.0,-152.0
