,id,game_date,season,home_team,away_team,home_score,away_score,home_is_winner,away_is_winner,game_type,commence_time_x,away_Date,away_Current_win_pct,away_3_win_pct,away_1_win_pct,away_Home_win_pct,away_Away_win_pct,away_prev_win_pct,home_Date,home_Current_win_pct,home_3_win_pct,home_1_win_pct,home_Home_win_pct,home_Away_win_pct,home_prev_win_pct,median_home,median_away,lowvig_home,lowvig_away
6410,8447,2023-05-28,2023,Milwaukee Brewers,San Francisco Giants,7,5,1,0,R,2023-05-28T18:10:00Z,2023-05-28,0.519,1.000,1.000,0.577,0.462,0.5,2023-05-28,0.519,0.000,0.000,0.556,0.480,0.531,111.0,-127.0,112.0,-122.0
6412,8448,2023-05-28,2023,Chicago Cubs,Cincinnati Reds,5,8,0,1,R,2023-05-28T18:20:00Z,2023-05-28,0.442,0.667,1.000,0.500,0.375,0.383,2023-05-28,0.431,0.000,0.000,0.482,0.375,0.457,-155.0,135.0,-152.0,140.0
6414,8449,2023-05-28,2023,Colorado Rockies,New York Mets,11,10,1,0,R,2023-05-28T19:10:00Z,2023-05-28,0.509,0.667,0.000,0.571,0.469,0.618,2023-05-28,0.434,0.667,1.000,0.500,0.360,0.42,125.0,-145.0,129.0,-139.0
6415,8450,2023-05-28,2023,Oakland Athletics,Houston Astros,1,10,0,1,R,2023-05-28T20:07:00Z,2023-05-28,0.588,0.667,1.000,0.560,0.615,0.669,2023-05-28,0.185,0.000,0.000,0.185,0.185,0.37,212.5,-250.0,216.0,-240.0
6417,8451,2023-05-28,2023,Los Angeles Angels,Miami Marlins,0,2,0,1,R,2023-05-28T20:07:00Z,2023-05-28,0.509,0.667,1.000,0.560,0.464,0.426,2023-05-28,0.528,0.333,0.000,0.556,0.500,0.451,-136.5,117.5,-127.0,117.0
6419,8452,2023-05-28,2023,Arizona Diamondbacks,Boston Red Sox,4,2,1,0,R,2023-05-28T20:10:00Z,2023-05-28,0.539,0.667,1.000,0.577,0.500,0.482,2023-05-28,0.558,0.000,0.000,0.539,0.577,0.457,-114.0,-104.0,-111.0,101.0
6420,8453,2023-05-28,2023,Seattle Mariners,Pittsburgh Pirates,6,3,1,0,R,2023-05-28T20:10:00Z,2023-05-28,0.510,0.333,0.000,0.480,0.539,0.383,2023-05-28,0.519,0.667,1.000,0.536,0.500,0.551,-146.0,129.5,-140.0,130.0
6422,8454,2023-05-28,2023,Atlanta Braves,Philadelphia Phillies,11,4,1,0,R,2023-05-28T23:10:00Z,2023-05-28,0.481,0.667,1.000,0.583,0.393,0.548,2023-05-28,0.596,0.333,0.000,0.500,0.708,0.615,-265.0,220.0,-249.0,223.0
6424,8455,2023-05-29,2023,Baltimore Orioles,Cleveland Guardians,0,5,0,1,R,2023-05-29T17:05:00Z,2023-05-29,0.442,0.667,1.000,0.444,0.440,0.568,2023-05-29,0.642,0.333,1.000,0.615,0.667,0.512,-145.0,125.0,-145.0,134.0
6425,8456,2023-05-29,2023,Detroit Tigers,Texas Rangers,0,5,0,1,R,2023-05-29T17:10:00Z,2023-05-29,0.635,0.667,0.000,0.667,0.607,0.42,2023-05-29,0.490,0.667,1.000,0.542,0.444,0.407,146.5,-170.0,154.0,-167.0
6426,8458,2023-05-29,2023,Chicago Cubs,Tampa Bay Rays,1,0,1,0,R,2023-05-29T18:20:00Z,2023-05-29,0.709,0.667,1.000,0.813,0.565,0.524,2023-05-29,0.423,0.000,0.000,0.464,0.375,0.457,110.0,-129.0,116.0,-126.0
6427,8459,2023-05-29,2023,Arizona Diamondbacks,Colorado Rockies,7,5,1,0,R,2023-05-29T20:10:00Z,2023-05-29,0.444,0.667,1.000,0.517,0.360,0.42,2023-05-29,0.566,0.333,1.000,0.556,0.577,0.457,-200.0,171.0,-193.0,177.0
6428,8460,2023-05-29,2023,Houston Astros,Minnesota Twins,5,7,0,1,R,2023-05-29T20:10:00Z,2023-05-29,0.509,0.333,0.000,0.571,0.440,0.482,2023-05-29,0.596,1.000,1.000,0.560,0.630,0.669,-124.5,107.0,-118.0,108.0
6429,8462,2023-05-29,2023,Oakland Athletics,Atlanta Braves,7,2,1,0,R,2023-05-30T00:07:00Z,2023-05-29,0.604,0.333,1.000,0.517,0.708,0.615,2023-05-29,0.182,0.000,0.000,0.179,0.185,0.37,205.0,-247.5,212.0,-235.0
6430,8464,2023-05-29,2023,Los Angeles Dodgers,Washington Nationals,6,1,1,0,R,2023-05-30T01:10:00Z,2023-05-29,0.434,0.667,0.000,0.393,0.480,0.34,2023-05-29,0.593,0.333,0.000,0.708,0.500,0.675,-235.0,200.0,-228.0,206.0
6431,8465,2023-05-29,2023,Seattle Mariners,New York Yankees,4,10,0,1,R,2023-05-30T01:40:00Z,2023-05-29,0.582,0.667,1.000,0.594,0.565,0.597,2023-05-29,0.528,0.667,1.000,0.552,0.500,0.551,-140.0,120.0,-134.0,124.0
6433,8466,2023-05-30,2023,Detroit Tigers,Texas Rangers,6,10,0,1,R,2023-05-30T22:40:00Z,2023-05-30,0.642,0.667,1.000,0.667,0.621,0.42,2023-05-30,0.481,0.667,0.000,0.520,0.444,0.407,115.0,-132.0,116.0,-126.0
6435,8467,2023-05-30,2023,Miami Marlins,San Diego Padres,4,9,0,1,R,2023-05-30T22:40:00Z,2023-05-30,0.453,0.333,0.000,0.400,0.500,0.546,2023-05-30,0.519,1.000,1.000,0.560,0.483,0.426,-130.0,115.0,-125.0,115.0
6437,8468,2023-05-30,2023,Baltimore Orioles,Cleveland Guardians,8,5,1,0,R,2023-05-30T23:05:00Z,2023-05-30,0.453,0.667,1.000,0.444,0.462,0.568,2023-05-30,0.630,0.333,0.000,0.593,0.667,0.512,-148.0,130.0,-146.0,135.0
6439,8469,2023-05-30,2023,Toronto Blue Jays,Milwaukee Brewers,7,2,1,0,R,2023-05-30T23:07:00Z,2023-05-30,0.528,0.333,1.000,0.571,0.480,0.531,2023-05-30,0.519,0.667,1.000,0.591,0.469,0.561,-155.0,135.0,-148.0,137.0
6441,8470,2023-05-30,2023,Boston Red Sox,Cincinnati Reds,8,9,0,1,R,2023-05-30T23:10:00Z,2023-05-30,0.453,1.000,1.000,0.500,0.400,0.383,2023-05-30,0.528,0.667,0.000,0.577,0.482,0.482,-175.0,154.0,-167.0,154.0
6443,8471,2023-05-30,2023,New York Mets,Philadelphia Phillies,2,0,1,0,R,2023-05-30T23:10:00Z,2023-05-30,0.472,0.667,0.000,0.583,0.379,0.548,2023-05-30,0.500,0.333,0.000,0.571,0.455,0.618,-135.0,119.0,-129.0,119.0
6445,8473,2023-05-30,2023,Chicago Cubs,Tampa Bay Rays,2,1,1,0,R,2023-05-31T00:05:00Z,2023-05-30,0.696,0.333,0.000,0.813,0.542,0.524,2023-05-30,0.434,0.333,1.000,0.483,0.375,0.457,165.0,-195.0,175.0,-191.0
6447,8474,2023-05-30,2023,Houston Astros,Minnesota Twins,5,1,1,0,R,2023-05-31T00:10:00Z,2023-05-30,0.519,0.667,1.000,0.571,0.462,0.482,2023-05-30,0.585,0.667,0.000,0.539,0.630,0.669,109.0,-125.0,115.0,-125.0
6449,8476,2023-05-30,2023,Arizona Diamondbacks,Colorado Rockies,5,1,1,0,R,2023-05-31T01:40:00Z,2023-05-30,0.436,0.667,0.000,0.517,0.346,0.42,2023-05-30,0.574,0.667,1.000,0.571,0.577,0.457,-244.0,205.0,-238.0,214.0
6451,8477,2023-05-30,2023,Oakland Athletics,Atlanta Braves,2,1,1,0,R,2023-05-31T01:40:00Z,2023-05-30,0.593,0.333,0.000,0.517,0.680,0.615,2023-05-30,0.196,0.333,1.000,0.207,0.185,0.37,220.0,-265.0,225.0,-252.0
6453,8478,2023-05-30,2023,Seattle Mariners,New York Yankees,2,10,0,1,R,2023-05-31T01:40:00Z,2023-05-30,0.589,1.000,1.000,0.594,0.583,0.597,2023-05-30,0.519,0.667,0.000,0.533,0.500,0.551,-143.0,125.0,-142.0,131.0
6455,8480,2023-05-30,2023,Los Angeles Dodgers,Washington Nationals,9,3,1,0,R,2023-05-31T02:10:00Z,2023-05-30,0.426,0.333,0.000,0.393,0.462,0.34,2023-05-30,0.600,0.667,1.000,0.720,0.500,0.675,-315.0,257.0,-295.0,262.0
6458,8483,2023-05-31,2023,Chicago Cubs,Tampa Bay Rays,3,4,0,1,R,2023-05-31T18:20:00Z,2023-05-31,0.684,0.333,0.000,0.813,0.520,0.524,2023-05-31,0.444,0.667,1.000,0.500,0.375,0.457,118.0,-137.0,125.0,-135.0
6461,8485,2023-05-31,2023,Oakland Athletics,Atlanta Braves,2,4,0,1,R,2023-05-31T19:37:00Z,2023-05-31,0.582,0.333,0.000,0.517,0.654,0.615,2023-05-31,0.211,0.667,1.000,0.233,0.185,0.37,195.0,-230.0,206.0,-228.0
6463,8487,2023-05-31,2023,Los Angeles Dodgers,Washington Nationals,6,10,0,1,R,2023-05-31T20:10:00Z,2023-05-31,0.418,0.000,0.000,0.393,0.444,0.34,2023-05-31,0.607,0.667,1.000,0.731,0.500,0.675,-244.0,202.5,-233.0,210.0
6465,8488,2023-05-31,2023,Miami Marlins,San Diego Padres,2,1,1,0,R,2023-05-31T22:40:00Z,2023-05-31,0.463,0.333,1.000,0.400,0.517,0.546,2023-05-31,0.509,0.667,0.000,0.539,0.483,0.426,105.0,-120.0,105.0,-115.0
6467,8489,2023-05-31,2023,Toronto Blue Jays,Milwaukee Brewers,2,4,0,1,R,2023-05-31T23:07:00Z,2023-05-31,0.519,0.333,0.000,0.571,0.462,0.531,2023-05-31,0.527,0.667,1.000,0.609,0.469,0.561,-190.0,164.5,-183.0,168.0
6469,8490,2023-05-31,2023,Boston Red Sox,Cincinnati Reds,4,5,0,1,R,2023-05-31T23:10:00Z,2023-05-31,0.463,1.000,1.000,0.500,0.423,0.383,2023-05-31,0.519,0.333,0.000,0.556,0.482,0.482,-175.0,155.0,-169.0,156.0
6471,8491,2023-05-31,2023,New York Mets,Philadelphia Phillies,4,1,1,0,R,2023-05-31T23:10:00Z,2023-05-31,0.463,0.333,0.000,0.583,0.367,0.548,2023-05-31,0.509,0.333,1.000,0.591,0.455,0.618,102.0,-119.0,108.0,-118.0
6473,8492,2023-05-31,2023,Houston Astros,Minnesota Twins,2,8,0,1,R,2023-06-01T00:10:00Z,2023-05-31,0.509,0.333,0.000,0.571,0.444,0.482,2023-05-31,0.593,0.667,1.000,0.556,0.630,0.669,-181.0,155.0,-172.0,158.0
6474,8493,2023-05-31,2023,Arizona Diamondbacks,Colorado Rockies,6,0,1,0,R,2023-06-01T01:40:00Z,2023-05-31,0.429,0.333,0.000,0.517,0.333,0.42,2023-05-31,0.582,1.000,1.000,0.586,0.577,0.457,-176.0,150.0,-167.0,154.0
6476,8494,2023-05-31,2023,Seattle Mariners,New York Yankees,1,0,1,0,R,2023-06-01T01:40:00Z,2023-05-31,0.597,1.000,1.000,0.594,0.600,0.597,2023-05-31,0.509,0.333,0.000,0.516,0.500,0.551,-138.5,120.0,-137.0,127.0
6478,8495,2023-06-01,2023,Toronto Blue Jays,Milwaukee Brewers,3,1,1,0,R,2023-06-01T17:07:00Z,2023-06-01,0.527,0.667,1.000,0.571,0.482,0.531,2023-06-01,0.518,0.667,0.000,0.583,0.469,0.561,-200.0,171.5,-189.0,174.0
6480,8496,2023-06-01,2023,New York Mets,Philadelphia Phillies,4,2,1,0,R,2023-06-01T17:10:00Z,2023-06-01,0.455,0.000,0.000,0.583,0.355,0.548,2023-06-01,0.518,0.667,1.000,0.609,0.455,0.618,-173.5,150.0,-167.0,154.0
6482,8497,2023-06-01,2023,Miami Marlins,San Diego Padres,1,10,0,1,R,2023-06-01T17:10:00Z,2023-06-01,0.455,0.333,0.000,0.400,0.500,0.546,2023-06-01,0.518,0.667,1.000,0.556,0.483,0.426,104.0,-120.0,105.0,-115.0
6484,8498,2023-06-01,2023,Arizona Diamondbacks,Colorado Rockies,5,4,1,0,R,2023-06-01T19:40:00Z,2023-06-01,0.421,0.000,0.000,0.517,0.321,0.42,2023-06-01,0.589,1.000,1.000,0.600,0.577,0.457,-172.0,150.0,-165.0,152.0
6486,8499,2023-06-01,2023,Boston Red Sox,Cincinnati Reds,8,2,1,0,R,2023-06-01T23:10:00Z,2023-06-01,0.473,1.000,1.000,0.500,0.444,0.383,2023-06-01,0.509,0.000,0.000,0.536,0.482,0.482,-162.0,140.0,-157.0,145.0
6487,8500,2023-06-01,2023,Minnesota Twins,Cleveland Guardians,7,6,1,0,R,2023-06-01T23:40:00Z,2023-06-01,0.455,0.667,1.000,0.444,0.464,0.568,2023-06-01,0.518,0.667,1.000,0.571,0.464,0.482,-139.0,120.0,-135.0,125.0
6488,8501,2023-06-01,2023,Houston Astros,Los Angeles Angels,5,2,1,0,R,2023-06-02T00:10:00Z,2023-06-01,0.526,0.667,1.000,0.536,0.517,0.451,2023-06-01,0.582,0.333,0.000,0.536,0.630,0.669,-220.0,184.0,-191.0,175.0
6490,8502,2023-06-02,2023,Cincinnati Reds,Milwaukee Brewers,4,5,0,1,R,2023-06-02T21:10:00Z,2023-06-02,0.518,0.333,0.000,0.571,0.464,0.531,2023-06-02,0.464,0.667,0.000,0.500,0.429,0.383,155.0,-178.0,164.0,-178.0
6492,8503,2023-06-02,2023,Miami Marlins,Oakland Athletics,4,0,1,0,R,2023-06-02T22:40:00Z,2023-06-02,0.207,0.667,0.000,0.226,0.185,0.37,2023-06-02,0.509,0.333,0.000,0.536,0.483,0.426,-200.0,170.0,-191.0,175.0
6494,8505,2023-06-02,2023,Washington Nationals,Philadelphia Phillies,8,7,1,0,R,2023-06-02T23:05:00Z,2023-06-02,0.446,0.000,0.000,0.583,0.344,0.548,2023-06-02,0.429,0.333,1.000,0.393,0.464,0.34,155.0,-180.0,163.0,-177.0
6496,8506,2023-06-02,2023,New York Mets,Toronto Blue Jays,0,3,0,1,R,2023-06-02T23:10:00Z,2023-06-02,0.526,0.667,1.000,0.600,0.469,0.561,2023-06-02,0.526,1.000,1.000,0.625,0.455,0.618,-136.5,116.0,-132.0,122.0
6498,8507,2023-06-02,2023,Texas Rangers,Seattle Mariners,2,0,1,0,R,2023-06-03T00:05:00Z,2023-06-02,0.518,0.333,1.000,0.531,0.500,0.551,2023-06-02,0.636,0.667,0.000,0.667,0.613,0.42,104.0,-120.0,105.0,-115.0
6499,8508,2023-06-02,2023,Houston Astros,Los Angeles Angels,6,2,1,0,R,2023-06-03T00:10:00Z,2023-06-02,0.517,0.333,0.000,0.536,0.500,0.451,2023-06-02,0.589,0.667,1.000,0.552,0.630,0.669,-129.0,110.0,-124.0,114.0
6500,8509,2023-06-02,2023,Kansas City Royals,Colorado Rockies,2,7,0,1,R,2023-06-03T00:10:00Z,2023-06-02,0.414,0.000,0.000,0.517,0.310,0.42,2023-06-02,0.304,0.667,0.000,0.276,0.333,0.401,-118.0,100.0,-116.0,106.0
6502,8510,2023-06-02,2023,Minnesota Twins,Cleveland Guardians,1,0,1,0,R,2023-06-03T00:10:00Z,2023-06-02,0.446,0.333,0.000,0.444,0.448,0.568,2023-06-02,0.526,0.667,1.000,0.586,0.464,0.482,-135.0,116.0,-130.0,120.0
6504,8512,2023-06-02,2023,San Diego Padres,Chicago Cubs,1,2,0,1,R,2023-06-03T01:40:00Z,2023-06-02,0.436,0.667,0.000,0.484,0.375,0.457,2023-06-02,0.464,0.667,1.000,0.400,0.516,0.546,-170.0,145.0,-165.0,152.0
6505,8513,2023-06-02,2023,Arizona Diamondbacks,Atlanta Braves,3,2,1,0,R,2023-06-03T01:40:00Z,2023-06-02,0.589,0.333,1.000,0.517,0.667,0.615,2023-06-02,0.597,1.000,1.000,0.613,0.577,0.457,108.0,-125.0,110.0,-120.0
6507,8514,2023-06-02,2023,Los Angeles Dodgers,New York Yankees,8,4,1,0,R,2023-06-03T02:10:00Z,2023-06-02,0.586,0.667,0.000,0.594,0.577,0.597,2023-06-02,0.597,0.667,0.000,0.704,0.500,0.675,-139.5,120.0,-136.0,126.0
6508,8516,2023-06-02,2023,Boston Red Sox,Tampa Bay Rays,Unknown,Unknown,Unknown,Unknown,R,2023-06-02T23:10:00Z,2023-06-02,0.690,0.333,1.000,0.813,0.539,0.524,2023-06-02,0.518,0.333,1.000,0.552,0.482,0.482,115.0,-130.0,119.0,-129.0
6509,8517,2023-06-03,2023,Boston Red Sox,Tampa Bay Rays,8,5,1,0,R,2023-06-03T17:10:00Z,2023-06-03,0.690,0.333,1.000,0.813,0.539,0.524,2023-06-03,0.518,0.333,1.000,0.552,0.482,0.482,-114.0,-103.0,-114.0,104.0
6510,8518,2023-06-03,2023,Boston Red Sox,Tampa Bay Rays,2,4,0,1,R,2023-06-03T22:10:00Z,2023-06-03,0.690,0.333,1.000,0.813,0.539,0.524,2023-06-03,0.518,0.333,1.000,0.552,0.482,0.482,-114.0,-103.0,-114.0,104.0
6512,8521,2023-06-03,2023,Texas Rangers,Seattle Mariners,16,6,1,0,R,2023-06-03T20:05:00Z,2023-06-03,0.509,0.333,0.000,0.531,0.480,0.551,2023-06-03,0.643,0.667,1.000,0.680,0.613,0.42,-148.0,125.0,-141.0,130.0
6513,8522,2023-06-03,2023,Washington Nationals,Philadelphia Phillies,2,4,0,1,R,2023-06-03T20:05:00Z,2023-06-03,0.439,0.000,0.000,0.583,0.333,0.548,2023-06-03,0.439,0.667,1.000,0.414,0.464,0.34,105.0,-120.0,107.0,-117.0
6515,8523,2023-06-03,2023,Houston Astros,Los Angeles Angels,9,6,1,0,R,2023-06-03T20:10:00Z,2023-06-03,0.509,0.333,0.000,0.536,0.484,0.451,2023-06-03,0.597,0.667,1.000,0.567,0.630,0.669,-177.0,155.0,-171.0,157.0
6517,8524,2023-06-03,2023,Kansas City Royals,Colorado Rockies,4,6,0,1,R,2023-06-03T20:10:00Z,2023-06-03,0.424,0.333,1.000,0.517,0.333,0.42,2023-06-03,0.298,0.333,0.000,0.267,0.333,0.401,-150.0,130.0,-141.0,130.0
6519,8525,2023-06-03,2023,New York Mets,Toronto Blue Jays,1,2,0,1,R,2023-06-03T20:10:00Z,2023-06-03,0.535,0.667,1.000,0.600,0.485,0.561,2023-06-03,0.517,0.667,0.000,0.600,0.455,0.618,100.0,-115.0,105.0,-115.0
6521,8526,2023-06-03,2023,Miami Marlins,Oakland Athletics,12,1,1,0,R,2023-06-03T20:10:00Z,2023-06-03,0.203,0.333,0.000,0.226,0.179,0.37,2023-06-03,0.517,0.667,1.000,0.552,0.483,0.426,-200.0,175.0,-194.0,178.0
6523,8527,2023-06-03,2023,Cincinnati Reds,Milwaukee Brewers,8,10,0,1,R,2023-06-03T20:10:00Z,2023-06-03,0.526,0.667,1.000,0.571,0.483,0.531,2023-06-03,0.456,0.333,0.000,0.483,0.429,0.383,-0.5,-115.0,101.0,-111.0
6525,8528,2023-06-03,2023,Minnesota Twins,Cleveland Guardians,2,4,0,1,R,2023-06-03T23:15:00Z,2023-06-03,0.439,0.333,0.000,0.444,0.433,0.568,2023-06-03,0.535,1.000,1.000,0.600,0.464,0.482,-137.0,118.0,-131.0,121.0
6527,8529,2023-06-03,2023,Los Angeles Dodgers,New York Yankees,3,6,0,1,R,2023-06-03T23:15:00Z,2023-06-03,0.576,0.333,0.000,0.594,0.556,0.597,2023-06-03,0.603,0.667,1.000,0.714,0.500,0.675,110.0,-125.0,112.0,-122.0
6529,8531,2023-06-03,2023,San Diego Padres,Chicago Cubs,6,0,1,0,R,2023-06-04T02:10:00Z,2023-06-03,0.446,0.667,1.000,0.484,0.400,0.457,2023-06-03,0.456,0.333,0.000,0.385,0.516,0.546,-167.0,145.0,-163.0,150.0
6531,8532,2023-06-03,2023,Arizona Diamondbacks,Atlanta Braves,2,5,0,1,R,2023-06-04T02:10:00Z,2023-06-03,0.579,0.333,0.000,0.517,0.643,0.615,2023-06-03,0.603,1.000,1.000,0.625,0.577,0.457,175.0,-205.0,181.0,-197.0
6532,8534,2023-06-04,2023,Boston Red Sox,Tampa Bay Rays,2,6,0,1,R,2023-06-04T17:35:00Z,2023-06-04,0.683,0.667,1.000,0.813,0.536,0.524,2023-06-04,0.517,0.667,0.000,0.548,0.482,0.482,102.0,-117.5,107.0,-117.0
6534,8535,2023-06-04,2023,Washington Nationals,Philadelphia Phillies,3,11,0,1,R,2023-06-04T17:35:00Z,2023-06-04,0.448,0.333,1.000,0.583,0.353,0.548,2023-06-04,0.431,0.667,0.000,0.400,0.464,0.34,138.0,-159.5,139.0,-151.0
6536,8536,2023-06-04,2023,New York Mets,Toronto Blue Jays,4,6,0,1,R,2023-06-04T17:40:00Z,2023-06-04,0.542,1.000,1.000,0.600,0.500,0.561,2023-06-04,0.509,0.333,0.000,0.577,0.455,0.618,-130.0,112.0,-125.0,115.0
6538,8537,2023-06-04,2023,Miami Marlins,Oakland Athletics,7,5,1,0,R,2023-06-04T17:40:00Z,2023-06-04,0.200,0.000,0.000,0.226,0.172,0.37,2023-06-04,0.525,0.667,1.000,0.567,0.483,0.426,-236.0,199.0,-224.0,203.0
6540,8538,2023-06-04,2023,Cincinnati Reds,Milwaukee Brewers,1,5,0,1,R,2023-06-04T17:40:00Z,2023-06-04,0.535,0.667,1.000,0.571,0.500,0.531,2023-06-04,0.448,0.000,0.000,0.467,0.429,0.383,-110.0,-106.0,-106.0,-104.0
6542,8539,2023-06-04,2023,Houston Astros,Los Angeles Angels,1,2,0,1,R,2023-06-04T18:10:00Z,2023-06-04,0.500,0.000,0.000,0.536,0.469,0.451,2023-06-04,0.603,1.000,1.000,0.581,0.630,0.669,-148.0,129.0,-147.0,136.0
6544,8540,2023-06-04,2023,Kansas City Royals,Colorado Rockies,2,0,1,0,R,2023-06-04T18:10:00Z,2023-06-04,0.433,0.667,1.000,0.517,0.355,0.42,2023-06-04,0.293,0.000,0.000,0.258,0.333,0.401,-139.0,121.0,-135.0,125.0
6546,8541,2023-06-04,2023,Minnesota Twins,Cleveland Guardians,1,2,0,1,R,2023-06-04T18:10:00Z,2023-06-04,0.448,0.333,1.000,0.444,0.452,0.568,2023-06-04,0.525,0.667,0.000,0.581,0.464,0.482,-164.5,140.5,-161.0,148.0
6548,8543,2023-06-04,2023,Texas Rangers,Seattle Mariners,12,3,1,0,R,2023-06-04T18:35:00Z,2023-06-04,0.500,0.333,0.000,0.531,0.462,0.551,2023-06-04,0.649,0.667,1.000,0.692,0.613,0.42,-150.0,130.0,-148.0,137.0
6550,8545,2023-06-04,2023,Arizona Diamondbacks,Atlanta Braves,5,8,0,1,R,2023-06-04T20:10:00Z,2023-06-04,0.586,0.667,1.000,0.517,0.655,0.615,2023-06-04,0.593,0.667,0.000,0.606,0.577,0.457,-133.0,115.0,-125.0,115.0
6552,8546,2023-06-04,2023,San Diego Padres,Chicago Cubs,1,7,0,1,R,2023-06-04T21:30:00Z,2023-06-04,0.439,0.333,0.000,0.484,0.385,0.457,2023-06-04,0.466,0.667,1.000,0.407,0.516,0.546,-110.0,-105.0,-105.0,-105.0
6554,8547,2023-06-04,2023,Los Angeles Dodgers,New York Yankees,1,4,0,1,R,2023-06-04T23:10:00Z,2023-06-04,0.583,0.333,1.000,0.594,0.571,0.597,2023-06-04,0.593,0.333,0.000,0.690,0.500,0.675,-150.0,130.0,-146.0,135.0
6555,8548,2023-06-05,2023,Boston Red Sox,Tampa Bay Rays,1,4,0,1,R,2023-06-05T20:05:00Z,2023-06-05,0.689,0.667,1.000,0.813,0.552,0.524,2023-06-05,0.509,0.333,0.000,0.531,0.482,0.482,140.0,-162.0,139.0,-151.0
6556,8549,2023-06-05,2023,Philadelphia Phillies,Detroit Tigers,8,3,1,0,R,2023-06-05T22:40:00Z,2023-06-05,0.456,0.000,0.000,0.519,0.400,0.407,2023-06-05,0.458,0.667,1.000,0.583,0.371,0.548,-238.0,200.0,-229.0,207.0
6557,8550,2023-06-05,2023,Miami Marlins,Kansas City Royals,9,6,1,0,R,2023-06-05T22:40:00Z,2023-06-05,0.305,0.333,1.000,0.281,0.333,0.401,2023-06-05,0.533,1.000,1.000,0.581,0.483,0.426,-171.5,145.0,-161.0,148.0
6558,8551,2023-06-05,2023,Pittsburgh Pirates,Oakland Athletics,5,4,1,0,R,2023-06-05T23:05:00Z,2023-06-05,0.197,0.000,0.000,0.226,0.167,0.37,2023-06-05,0.535,1.000,1.000,0.536,0.533,0.383,-190.0,163.0,-185.0,170.0
6559,8552,2023-06-05,2023,Toronto Blue Jays,Houston Astros,4,11,0,1,R,2023-06-05T23:07:00Z,2023-06-05,0.593,0.667,0.000,0.563,0.630,0.669,2023-06-05,0.550,1.000,1.000,0.600,0.514,0.561,-125.0,110.0,-120.0,110.0
6561,8553,2023-06-05,2023,Cincinnati Reds,Milwaukee Brewers,2,0,1,0,R,2023-06-05T23:10:00Z,2023-06-05,0.542,1.000,1.000,0.571,0.516,0.531,2023-06-05,0.441,0.000,0.000,0.452,0.429,0.383,-114.0,-103.0,-110.0,100.0
6563,8555,2023-06-05,2023,San Diego Padres,Chicago Cubs,5,0,1,0,R,2023-06-06T01:10:00Z,2023-06-05,0.448,0.667,1.000,0.484,0.407,0.457,2023-06-05,0.458,0.333,0.000,0.393,0.516,0.546,-175.0,150.0,-166.0,153.0
6565,8556,2023-06-06,2023,Tampa Bay Rays,Minnesota Twins,7,0,1,0,R,2023-06-06T22:40:00Z,2023-06-06,0.517,0.333,0.000,0.563,0.464,0.482,2023-06-06,0.694,1.000,1.000,0.813,0.567,0.524,-175.0,155.0,-168.0,155.0
6566,8557,2023-06-06,2023,Philadelphia Phillies,Detroit Tigers,1,0,1,0,R,2023-06-06T22:40:00Z,2023-06-06,0.448,0.000,0.000,0.519,0.387,0.407,2023-06-06,0.467,1.000,1.000,0.600,0.371,0.548,-210.0,176.0,-198.0,182.0
6567,8558,2023-06-06,2023,Miami Marlins,Kansas City Royals,6,1,1,0,R,2023-06-06T22:40:00Z,2023-06-06,0.300,0.333,0.000,0.281,0.321,0.401,2023-06-06,0.541,1.000,1.000,0.594,0.483,0.426,-155.0,135.0,-151.0,139.0
6569,8559,2023-06-06,2023,Washington Nationals,Arizona Diamondbacks,5,10,0,1,R,2023-06-06T23:05:00Z,2023-06-06,0.583,0.333,0.000,0.588,0.577,0.457,2023-06-06,0.424,0.333,0.000,0.387,0.464,0.34,130.0,-152.0,134.0,-145.0
6571,8560,2023-06-06,2023,Pittsburgh Pirates,Oakland Athletics,2,11,0,1,R,2023-06-06T23:05:00Z,2023-06-06,0.194,0.000,0.000,0.226,0.161,0.37,2023-06-06,0.542,1.000,1.000,0.552,0.533,0.383,-250.0,210.0,-245.0,220.0
6573,8562,2023-06-06,2023,Toronto Blue Jays,Houston Astros,5,1,1,0,R,2023-06-06T23:07:00Z,2023-06-06,0.600,0.667,1.000,0.563,0.643,0.669,2023-06-06,0.541,0.667,0.000,0.577,0.514,0.561,-132.0,116.0,-126.0,116.0
6574,8563,2023-06-06,2023,Cleveland Guardians,Boston Red Sox,4,5,0,1,R,2023-06-06T23:10:00Z,2023-06-06,0.500,0.000,0.000,0.515,0.482,0.482,2023-06-06,0.458,0.667,1.000,0.444,0.469,0.568,-120.0,104.0,-116.0,106.0
6576,8564,2023-06-06,2023,Cincinnati Reds,Los Angeles Dodgers,9,8,1,0,R,2023-06-06T23:10:00Z,2023-06-06,0.583,0.333,0.000,0.667,0.500,0.675,2023-06-06,0.450,0.333,1.000,0.469,0.429,0.383,165.0,-190.0,170.0,-185.0
6578,8565,2023-06-06,2023,Atlanta Braves,New York Mets,6,4,1,0,R,2023-06-06T23:20:00Z,2023-06-06,0.500,0.000,0.000,0.556,0.455,0.618,2023-06-06,0.593,0.667,1.000,0.517,0.667,0.615,-167.0,143.0,-161.0,148.0
