,id,game_date,season,home_team,away_team,home_score,away_score,home_is_winner,away_is_winner,game_type,away_Date,home_Current_win_pct,home_prev_win_pct,Rolling_10D_win_x,Rolling_30D_win_x,away_Current_win_pct,away_prev_win_pct,Rolling_10D_win_y,Rolling_30D_win_y,home_r_Current,home_r_prev,Rolling_10D_r_home,Rolling_30D_r_home,away_r_Current,away_r_prev,Rolling_10D_r_away,Rolling_30D_r_away,home_opp_Current,home_opp_prev,Rolling_10D_opp_home,Rolling_30D_opp_home,away_opp_Current,away_opp_prev,Rolling_10D_opp_away,Rolling_30D_opp_away,lowvig_home,lowvig_away,lowvig_home_prob,lowvig_away_prob,lowvig_home_vf,lowvig_away_vf
1317,1146,2020-09-16,2020,Cincinnati Reds,Pittsburgh Pirates,1,0,1,0,R,2020-09-16,0.4595959595959596,0.4776536312849163,0.30981837325611994,0.3390432586043576,0.0,0.3743016759776536,0.0,0.0,0.522,0.352,0.518,0.5668666666666666,0.592,0.593,0.5460999999999999,0.5672,0.37,0.587,0.3829,0.3923333333333333,0.48,0.463,0.3756,0.37370000000000003,-222.0,203.0,0.6894409937888198,0.33003300330033003,0.6762712886815595,0.32372871131844044
1318,1147,2020-09-16,2020,Miami Marlins,Boston Red Sox,8,4,1,0,R,2020-09-16,0.5656565656565657,0.16759776536312845,0.48012634903922086,0.5183138616987685,0.17424242424242428,0.6340782122905029,0.04948670702816526,0.07570255762551317,0.646,0.589,0.6192,0.6180333333333333,0.489,0.475,0.49539999999999995,0.5654333333333333,0.458,0.42,0.4524,0.43053333333333327,0.468,0.438,0.4423,0.4405666666666666,-135.0,126.0,0.574468085106383,0.4424778761061947,0.5648953897426403,0.43510461025735975
1320,1149,2020-09-16,2020,New York Yankees,Toronto Blue Jays,13,2,1,0,R,2020-09-16,0.6691919191919191,0.9497206703910615,0.533824690708081,0.6849542153457533,0.6439393939393941,0.3407821229050279,0.6064753882600685,0.5632301862961794,0.438,0.531,0.5434,0.44476666666666664,0.367,0.525,0.38980000000000004,0.45396666666666674,0.612,0.595,0.5055,0.5743666666666667,0.522,0.352,0.5435,0.5015333333333333,-244.0,217.0,0.7093023255813954,0.31545741324921134,0.6921645130114186,0.30783548698858143
1321,1150,2020-09-16,2020,Detroit Tigers,Kansas City Royals,0,4,0,1,R,2020-09-16,0.37626262626262635,0.0,0.3358778625954198,0.3744079570571519,0.2777777777777778,0.2011173184357542,0.13793103448275862,0.21424060625197366,0.694,0.647,0.5285,0.505,0.563,0.632,0.5534,0.5565666666666667,0.468,0.546,0.4885999999999999,0.47800000000000004,0.488,0.55,0.4061,0.3858666666666667,121.0,-132.0,0.45248868778280543,0.5689655172413793,0.44298480103872295,0.557015198961277
1322,1151,2020-09-16,2020,Baltimore Orioles,Atlanta Braves,5,1,1,0,R,2020-09-16,0.3535353535353536,0.11452513966480456,0.3500921295077652,0.40929902115566796,0.7424242424242424,0.8407821229050279,0.6804422216372731,0.6862172402904959,0.488,0.55,0.45459999999999995,0.43653333333333333,0.447,0.292,0.45459999999999995,0.40540000000000004,0.5,0.65,0.5283,0.5540666666666667,0.6,0.612,0.6085,0.6089666666666668,154.0,-167.0,0.3937007874015748,0.6254681647940075,0.3862958997656183,0.6137041002343818
1323,1152,2020-09-16,2020,Houston Astros,Texas Rangers,0,1,0,1,R,2020-09-16,0.5101010101010102,1.0,0.4543300868649647,0.5855699400063153,0.1414141414141414,0.5307262569832402,0.051066070018425974,0.18724344805809928,0.408,0.364,0.4255,0.4208333333333334,0.511,0.5,0.5711999999999999,0.5762666666666667,0.592,0.519,0.5885999999999999,0.6125666666666666,0.367,0.519,0.3693,0.38416666666666666,-213.0,193.0,0.6805111821086262,0.3412969283276451,0.6659872584276857,0.3340127415723143
1326,1155,2020-09-16,2020,Los Angeles Angels,Arizona Diamondbacks,6,9,0,1,R,2020-09-16,0.2777777777777778,0.4245810055865922,0.19715714661753084,0.13980107357120314,0.17424242424242428,0.6508379888268156,0.07817846801789946,0.26894537417113984,0.367,0.519,0.35700000000000004,0.44380000000000003,0.592,0.519,0.5680999999999999,0.5671666666666667,0.553,0.414,0.5428000000000001,0.5309333333333334,0.408,0.444,0.4041,0.43493333333333334,-179.0,165.0,0.6415770609318996,0.37735849056603776,0.6296542111900179,0.3703457888099821
1337,1160,2020-09-17,2020,Los Angeles Angels,Arizona Diamondbacks,7,3,1,0,R,2020-09-17,0.2647058823529413,0.4245810055865922,0.20517511761630955,0.1392374900714853,0.215686274509804,0.6508379888268156,0.0920020909566127,0.25377283558379676,0.383,0.587,0.362,0.4491666666666667,0.58,0.593,0.57,0.5698333333333333,0.571,0.632,0.5449,0.5325666666666666,0.4,0.444,0.40750000000000003,0.4240333333333333,-152.0,140.0,0.6031746031746031,0.4166666666666667,0.5914396887159533,0.40856031128404674
1348,1165,2020-09-17,2020,Philadelphia Phillies,New York Mets,6,10,0,1,R,2020-09-17,0.5098039215686275,0.5810055865921787,0.5193413486670154,0.46878474980142976,0.3848039215686275,0.6675977653631285,0.3322007318348145,0.36552819698173145,0.449,0.531,0.4486,0.45013333333333333,0.38,0.525,0.38310000000000005,0.4903666666666667,0.62,0.595,0.6292,0.6347333333333334,0.542,0.414,0.5523,0.49329999999999996,-118.0,108.0,0.5412844036697247,0.4807692307692308,0.5296046953219403,0.4703953046780598
1349,1166,2020-09-17,2020,New York Yankees,Toronto Blue Jays,10,7,1,0,R,2020-09-17,0.6838235294117647,0.9497206703910615,0.5527966544694202,0.6712470214455917,0.6127450980392158,0.3407821229050279,0.6108207004704653,0.57077045274027,0.438,0.292,0.5189,0.4435,0.489,0.55,0.40540000000000004,0.4499666666666667,0.608,0.612,0.5187999999999999,0.5714333333333332,0.531,0.574,0.5435000000000001,0.5052,-192.0,175.0,0.6575342465753424,0.36363636363636365,0.6439024390243901,0.35609756097560974
1351,1168,2020-09-17,2020,Houston Astros,Texas Rangers,2,1,1,0,R,2020-09-17,0.4852941176470589,1.0,0.4526921066387873,0.5791898332009532,0.18382352941176475,0.5307262569832402,0.07030841610036588,0.17418586179507559,0.367,0.482,0.41600000000000004,0.42003333333333337,0.5,0.475,0.5616999999999999,0.5747333333333332,0.532,0.352,0.5792999999999999,0.6106,0.367,0.482,0.3727,0.3866666666666667,-227.0,208.0,0.6941896024464832,0.3246753246753247,0.6813362438606064,0.3186637561393934
1352,1169,2020-09-17,2020,Colorado Rockies,Los Angeles Dodgers,3,9,0,1,R,2020-09-17,0.4068627450980393,0.40782122905027934,0.37637219027705204,0.4576648133439237,1.0,0.9916201117318436,1.0,1.0,0.49,0.65,0.396,0.3865,0.458,0.438,0.46299999999999997,0.45283333333333337,0.49,0.463,0.5224,0.5623333333333334,0.633,0.589,0.6458,0.6302000000000001,155.0,-169.0,0.39215686274509803,0.6282527881040892,0.38431316522608755,0.6156868347739124
1380,1179,2020-09-18,2020,Boston Red Sox,New York Yankees,5,6,0,1,R,2020-09-18,0.16750000000000004,0.6340782122905029,0.08400520156046813,0.0814037336751864,0.6849999999999999,0.9497206703910615,0.5747724317295186,0.660203509334188,0.5,0.65,0.5109,0.5617333333333333,0.431,0.333,0.5108,0.44286666666666663,0.449,0.438,0.4373,0.44593333333333335,0.6,0.519,0.5313,0.5687,170.0,-185.0,0.37037037037037035,0.6491228070175439,0.36328871892925424,0.6367112810707456
1381,1180,2020-09-18,2020,Baltimore Orioles,Tampa Bay Rays,1,2,0,1,R,2020-09-18,0.3125,0.11452513966480456,0.3453836150845256,0.38714846566781513,0.8525000000000001,0.8296089385474859,0.8387516254876461,0.8593862671260318,0.412,0.444,0.4473,0.43329999999999996,0.373,0.525,0.3822,0.39320000000000005,0.5,0.65,0.5246,0.5454666666666667,0.54,0.574,0.5837,0.6001333333333334,184.0,-200.0,0.352112676056338,0.6666666666666666,0.34562211981566826,0.6543778801843319
1382,1181,2020-09-18,2020,Houston Astros,Arizona Diamondbacks,3,6,0,1,R,2020-09-18,0.48500000000000004,1.0,0.45435630689206735,0.5714285714285714,0.16750000000000004,0.6508379888268156,0.10273081924577368,0.23483695216729444,0.306,0.426,0.40140000000000003,0.42190000000000005,0.66,0.447,0.5774999999999999,0.5824999999999999,0.521,0.352,0.5709,0.6099,0.412,0.444,0.4112,0.41910000000000003,-161.0,148.0,0.6168582375478927,0.4032258064516129,0.6047131519961229,0.39528684800387714
1384,1183,2020-09-18,2020,Milwaukee Brewers,Kansas City Royals,9,5,1,0,R,2020-09-18,0.4075,0.7094972067039107,0.3703511053315994,0.3897924845765564,0.285,0.2011173184357542,0.1968790637191157,0.2088774937905619,0.58,0.632,0.5867,0.5694999999999999,0.531,0.414,0.5596,0.5550333333333334,0.42,0.364,0.3934,0.37433333333333335,0.373,0.525,0.3975,0.3814,-145.0,134.0,0.5918367346938775,0.42735042735042733,0.5806948485367106,0.4193051514632894
1385,1184,2020-09-18,2020,Chicago Cubs,Minnesota Twins,1,0,1,0,R,2020-09-18,0.735,0.6340782122905029,0.6798439531859556,0.7172502203349093,0.725,0.8938547486033519,0.7427828348504552,0.7467350372566299,0.647,0.589,0.6323000000000001,0.5759333333333333,0.628,0.432,0.6407999999999999,0.5820666666666666,0.429,0.292,0.4364,0.46346666666666664,0.46,0.531,0.4375,0.4627666666666667,-127.0,117.0,0.5594713656387665,0.4608294930875576,0.5483396008675064,0.45166039913249373
1387,1186,2020-09-18,2020,Seattle Mariners,San Diego Padres,1,6,0,1,R,2020-09-18,0.3350000000000001,0.35754189944134074,0.328478543563069,0.2540661805945037,0.805,0.39106145251396646,0.8088426527958388,0.722378014582165,0.596,0.612,0.6083,0.6038666666666667,0.46,0.531,0.46109999999999995,0.4515333333333333,0.469,0.546,0.437,0.41286666666666666,0.628,0.432,0.6285000000000001,0.6347,160.0,-175.0,0.38461538461538464,0.6363636363636364,0.3767123287671233,0.6232876712328766
1390,1189,2020-09-19,2020,Philadelphia Phillies,Toronto Blue Jays,3,1,1,0,R,2020-09-19,0.5167464114832536,0.5810055865921787,0.511305241521069,0.4625614572418797,0.5167464114832536,0.3407821229050279,0.5984069886947587,0.5732247924558717,0.423,0.444,0.4415,0.4472666666666667,0.294,0.426,0.39530000000000004,0.4287,0.635,0.432,0.627,0.6402666666666667,0.52,0.352,0.5505000000000001,0.5155,124.0,-133.0,0.44642857142857145,0.5708154506437768,0.4388608453250961,0.5611391546749039
1392,1191,2020-09-19,2020,Miami Marlins,Washington Nationals,7,3,1,0,R,2020-09-19,0.5406698564593303,0.16759776536312845,0.5192702980472766,0.5068106713951802,0.22488038277511968,0.824022346368715,0.1739465570400822,0.20319174659466435,0.654,0.589,0.6394,0.6206333333333334,0.5,0.475,0.44109999999999994,0.4875333333333334,0.48,0.546,0.4524,0.43033333333333335,0.5,0.463,0.5262,0.498,-105.0,-105.0,0.5121951219512195,0.5121951219512195,0.5,0.5
1394,1193,2020-09-19,2020,New York Mets,Atlanta Braves,7,2,1,0,R,2020-09-19,0.375598086124402,0.6675977653631285,0.3522610483042138,0.3564117030708472,0.7033492822966507,0.8407821229050279,0.6939876670092497,0.6834045297009752,0.365,0.519,0.3746,0.49196666666666666,0.451,0.531,0.4514,0.4185666666666667,0.585,0.612,0.5660999999999999,0.49079999999999996,0.712,0.647,0.627,0.6217666666666666,130.0,-141.0,0.43478260869565216,0.5850622406639004,0.42632230673978416,0.5736776932602158
1396,1195,2020-09-19,2020,Houston Astros,Arizona Diamondbacks,3,2,1,0,R,2020-09-19,0.46889952153110054,1.0,0.45760534429599176,0.5597646489884741,0.21770334928229673,0.6508379888268156,0.12512846865364843,0.21778028532280155,0.412,0.364,0.3938,0.42113333333333336,0.585,0.612,0.5789,0.5926666666666667,0.51,0.5,0.5638,0.6046666666666667,0.42,0.292,0.4044,0.4144333333333333,-159.0,147.0,0.6138996138996139,0.4048582995951417,0.6025961671244228,0.39740383287557735
1397,1196,2020-09-19,2020,Milwaukee Brewers,Kansas City Royals,5,0,1,0,R,2020-09-19,0.4449760765550239,0.7094972067039107,0.38797533401849954,0.38292899169823474,0.2822966507177033,0.2011173184357542,0.225077081192189,0.20351414524059,0.608,0.519,0.5936,0.5703333333333334,0.52,0.352,0.5602,0.5550333333333334,0.431,0.42,0.4016,0.37439999999999996,0.388,0.587,0.4021,0.38406666666666667,-200.0,183.0,0.6666666666666666,0.35335689045936397,0.6535796766743649,0.34642032332563516
1399,1198,2020-09-19,2020,Baltimore Orioles,Tampa Bay Rays,1,3,0,1,R,2020-09-19,0.30861244019138756,0.11452513966480456,0.3389003083247688,0.3756750221649068,0.8612440191387561,0.8296089385474859,0.8437821171634122,0.8580639961312163,0.5,0.463,0.4624,0.4371333333333333,0.353,0.482,0.3826,0.39066666666666666,0.49,0.65,0.5197,0.5404666666666667,0.549,0.574,0.5814999999999999,0.5971,163.0,-179.0,0.38022813688212925,0.6415770609318996,0.37211411499526525,0.6278858850047349
1400,1199,2020-09-19,2020,Colorado Rockies,Los Angeles Dodgers,1,6,0,1,R,2020-09-19,0.34928229665071775,0.40782122905027934,0.3720452209660842,0.4316111872330136,1.0,0.9916201117318436,1.0,1.0,0.49,0.65,0.4266,0.392,0.44,0.438,0.4535,0.45139999999999997,0.5,0.55,0.5159,0.5522666666666667,0.654,0.589,0.642,0.6273,237.0,-263.0,0.29673590504451036,0.7245179063360881,0.29056038933491285,0.7094396106650872
1401,1200,2020-09-19,2020,Chicago Cubs,Minnesota Twins,1,8,0,1,R,2020-09-19,0.7511961722488039,0.6340782122905029,0.6929599177800618,0.70919642137503,0.6961722488038278,0.8938547486033519,0.7443473792394655,0.7391794954461192,0.647,0.447,0.6345,0.5816333333333333,0.635,0.432,0.6424,0.5896,0.451,0.531,0.434,0.46043333333333336,0.44,0.438,0.43629999999999997,0.4594666666666667,115.0,-125.0,0.46511627906976744,0.5555555555555556,0.45569620253164556,0.5443037974683544
1402,1201,2020-09-19,2020,Seattle Mariners,San Diego Padres,4,1,1,0,R,2020-09-19,0.32775119617224885,0.35754189944134074,0.33350462487153143,0.25791891674054973,0.8157894736842106,0.39106145251396646,0.8188591983556012,0.7268477472394616,0.549,0.574,0.6013,0.6041,0.431,0.42,0.46130000000000004,0.4525666666666667,0.412,0.364,0.4332,0.41376666666666667,0.647,0.447,0.6281000000000001,0.6354333333333334,168.0,-182.0,0.373134328358209,0.6453900709219859,0.36634795260860525,0.6336520473913947
1403,1202,2020-09-19,2020,Los Angeles Angels,Texas Rangers,4,3,1,0,R,2020-09-19,0.30861244019138756,0.4245810055865922,0.2320143884892086,0.1407270089465625,0.14114832535885166,0.5307262569832402,0.10226104830421379,0.14725558152655763,0.388,0.587,0.37060000000000004,0.4283,0.588,0.632,0.5599,0.5747666666666666,0.588,0.632,0.5493,0.5397666666666667,0.294,0.426,0.3784,0.3947333333333333,-154.0,142.0,0.6062992125984252,0.4132231404958678,0.5946894746920278,0.4053105253079722
1405,1204,2020-09-20,2020,Boston Red Sox,New York Yankees,10,2,1,0,R,2020-09-20,0.1635514018691589,0.6340782122905029,0.12045743329097856,0.07790943028729094,0.7172897196261683,0.9497206703910615,0.6330368487928847,0.6431585781528971,0.717,0.647,0.5526,0.5649666666666667,0.442,0.42,0.48100000000000004,0.442,0.49,0.546,0.45099999999999996,0.4481333333333334,0.635,0.595,0.5713999999999999,0.5663333333333334,161.0,-175.0,0.3831417624521073,0.6363636363636364,0.37581141100102494,0.624188588998975
1407,1206,2020-09-20,2020,New York Mets,Atlanta Braves,0,7,0,1,R,2020-09-20,0.40420560747663564,0.6675977653631285,0.36365946632782714,0.3509170589190066,0.6728971962616822,0.8407821229050279,0.6988564167725544,0.6815452037006976,0.49,0.475,0.3894,0.5019333333333333,0.49,0.546,0.45409999999999995,0.4215666666666667,0.596,0.519,0.5699,0.5043,0.66,0.589,0.643,0.6245333333333334,-119.0,109.0,0.54337899543379,0.4784688995215311,0.531761134036048,0.468238865963952
1417,1210,2020-09-20,2020,Houston Astros,Arizona Diamondbacks,3,2,1,0,R,2020-09-20,0.49299065420560756,1.0,0.4660736975857689,0.5475572147378671,0.20560747663551407,0.6508379888268156,0.14637865311308781,0.2013471838987177,0.346,0.482,0.3894,0.4172666666666667,0.577,0.593,0.5808,0.5945666666666667,0.519,0.5,0.5535,0.5989000000000001,0.404,0.364,0.4091,0.41123333333333334,-196.0,179.0,0.6621621621621622,0.35842293906810035,0.6488064164016896,0.3511935835983105
1418,1211,2020-09-20,2020,Milwaukee Brewers,Kansas City Royals,5,3,1,0,R,2020-09-20,0.4696261682242991,0.7094972067039107,0.40406607369758596,0.3785911378023047,0.26869158878504684,0.2011173184357542,0.24625158831003816,0.19728940107125467,0.635,0.595,0.5971,0.5715,0.539,0.574,0.5618000000000001,0.5543333333333333,0.434,0.444,0.4008,0.3753,0.38,0.587,0.4037,0.38370000000000004,-143.0,131.0,0.588477366255144,0.4329004329004329,0.5761603265135262,0.4238396734864737
1420,1213,2020-09-20,2020,Colorado Rockies,Los Angeles Dodgers,6,3,1,0,R,2020-09-20,0.3317757009345795,0.40782122905027934,0.3728081321473953,0.41941243304658343,1.0,0.9916201117318436,1.0,1.0,0.415,0.333,0.434,0.39153333333333334,0.431,0.438,0.45030000000000003,0.4497666666666667,0.5,0.65,0.5136000000000001,0.5476,0.5,0.414,0.6269,0.6273,181.0,-196.0,0.35587188612099646,0.6621621621621622,0.34956776418347585,0.6504322358165241
1422,1215,2020-09-20,2020,Seattle Mariners,San Diego Padres,4,7,0,1,R,2020-09-20,0.35747663551401876,0.35754189944134074,0.34332909783989857,0.26359357247200144,0.780373831775701,0.39106145251396646,0.8236340533672175,0.7293458854082128,0.623,0.432,0.6031,0.6074666666666667,0.462,0.531,0.46099999999999997,0.4549333333333333,0.415,0.333,0.4305,0.41733333333333333,0.654,0.447,0.6208,0.6359,218.0,-244.0,0.31446540880503143,0.7093023255813954,0.30716479748553466,0.6928352025144653
1424,1217,2020-09-20,2020,Los Angeles Angels,Texas Rangers,2,7,0,1,R,2020-09-20,0.33878504672897203,0.4245810055865922,0.25514612452350705,0.14397013471838982,0.13317757009345793,0.5307262569832402,0.11181702668360863,0.13455607855867557,0.404,0.364,0.3769,0.4251,0.593,0.612,0.5610999999999999,0.5752999999999999,0.593,0.612,0.5547,0.5435333333333333,0.289,0.426,0.3731,0.39103333333333334,-135.0,126.0,0.574468085106383,0.4424778761061947,0.5648953897426403,0.43510461025735975
1425,1218,2020-09-20,2020,Chicago Cubs,Minnesota Twins,0,4,0,1,R,2020-09-20,0.7172897196261683,0.6340782122905029,0.705972045743329,0.7003733160201264,0.7102803738317757,0.8938547486033519,0.7479034307496827,0.7313747768219444,0.654,0.447,0.6365000000000001,0.5895333333333334,0.66,0.589,0.6433,0.5949333333333333,0.442,0.42,0.43170000000000003,0.45783333333333337,0.462,0.531,0.43620000000000003,0.4574666666666667,-147.0,137.0,0.5951417004048583,0.4219409282700422,0.5851458707737786,0.4148541292262215
1426,1219,2020-09-21,2020,Los Angeles Angels,Texas Rangers,8,5,1,0,R,2020-09-21,0.3396674584323041,0.4245810055865922,0.27313769751693,0.15078328981723246,0.18052256532066513,0.5307262569832402,0.12766491096062202,0.12736618798955637,0.396,0.364,0.3816,0.41696666666666665,0.509,0.5,0.5529,0.5724999999999999,0.585,0.632,0.5607,0.5477666666666666,0.359,0.482,0.3614,0.3893666666666667,-182.0,168.0,0.6453900709219859,0.373134328358209,0.6336520473913947,0.36634795260860525
1427,1220,2020-09-21,2020,Washington Nationals,Philadelphia Phillies,5,1,1,0,R,2020-09-21,0.24228028503562954,0.824022346368715,0.1963882618510159,0.18717362924282013,0.5368171021377673,0.5810055865921787,0.5181840983195387,0.4711977806788513,0.5,0.546,0.46440000000000003,0.48073333333333335,0.434,0.42,0.4399,0.44500000000000006,0.509,0.5,0.5236000000000001,0.4941333333333333,0.623,0.595,0.6288,0.637,138.0,-149.0,0.42016806722689076,0.5983935742971888,0.4125111825320566,0.5874888174679435
1430,1223,2020-09-21,2020,Cincinnati Reds,Milwaukee Brewers,6,3,1,0,R,2020-09-21,0.5154394299287411,0.4776536312849163,0.4271381991472285,0.33493798955613596,0.5154394299287411,0.7094972067039107,0.42287434161023335,0.37948759791122716,0.52,0.55,0.5171,0.5491333333333334,0.63,0.432,0.601,0.5732666666666667,0.37,0.519,0.37370000000000003,0.38,0.442,0.438,0.40499999999999997,0.3764,-123.0,114.0,0.5515695067264574,0.4672897196261682,0.5413598782444161,0.45864012175558383
1433,1226,2020-09-21,2020,Atlanta Braves,Miami Marlins,5,4,1,0,R,2020-09-21,0.7173396674584324,0.8407821229050279,0.7030348633057438,0.6812989556135771,0.5819477434679337,0.16759776536312845,0.5460245798846252,0.5030189295039166,0.426,0.444,0.4535,0.4259,0.648,0.589,0.6194,0.6158,0.704,0.647,0.6506,0.6270000000000001,0.5,0.463,0.48460000000000003,0.4425,-159.0,147.0,0.6138996138996139,0.4048582995951417,0.6025961671244228,0.39740383287557735
1435,1228,2020-09-21,2020,Seattle Mariners,Houston Astros,6,1,1,0,R,2020-09-21,0.35866983372921624,0.35754189944134074,0.35164283922748946,0.26966383812010464,0.5368171021377673,1.0,0.4798093804865816,0.5403883812010445,0.704,0.647,0.6134999999999999,0.6119,0.423,0.292,0.3852,0.4161,0.423,0.292,0.4347,0.42033333333333334,0.509,0.65,0.5452999999999999,0.5945333333333334,130.0,-141.0,0.43478260869565216,0.5850622406639004,0.42632230673978416,0.5736776932602158
1440,1230,2020-09-22,2020,Washington Nationals,Philadelphia Phillies,5,1,1,0,R,2020-09-22,0.27699530516431925,0.824022346368715,0.20793060718711273,0.18463049349373933,0.5211267605633803,0.5810055865921787,0.5197026022304835,0.48015385874457794,0.423,0.292,0.47189999999999993,0.47876666666666673,0.426,0.333,0.437,0.4453,0.51,0.55,0.5213,0.4950666666666666,0.6,0.612,0.6237,0.6355666666666667,175.0,-189.0,0.36363636363636365,0.6539792387543253,0.35734157650695514,0.6426584234930448
1444,1231,2020-09-22,2020,Washington Nationals,Philadelphia Phillies,8,7,1,0,R,2020-09-22,0.27699530516431925,0.824022346368715,0.20793060718711273,0.18463049349373933,0.5211267605633803,0.5810055865921787,0.5197026022304835,0.48015385874457794,0.423,0.292,0.47189999999999993,0.47876666666666673,0.426,0.333,0.437,0.4453,0.51,0.55,0.5213,0.4950666666666666,0.6,0.612,0.6237,0.6355666666666667,175.0,-189.0,0.36363636363636365,0.6539792387543253,0.35734157650695514,0.6426584234930448
1446,1233,2020-09-22,2020,Toronto Blue Jays,New York Yankees,1,12,0,1,R,2020-09-22,0.5657276995305165,0.3407821229050279,0.5853779429987608,0.5634667321384728,0.6948356807511736,0.9497206703910615,0.6738537794299877,0.632703167198625,0.37,0.519,0.37439999999999996,0.4101666666666667,0.444,0.531,0.4734999999999999,0.4414666666666667,0.574,0.632,0.5452,0.5209666666666667,0.5,0.65,0.5843,0.5591,225.0,-250.0,0.3076923076923077,0.7142857142857143,0.30107526881720437,0.6989247311827957
1447,1234,2020-09-22,2020,Cincinnati Reds,Milwaukee Brewers,2,3,0,1,R,2020-09-22,0.5422535211267606,0.4776536312849163,0.45179677819083025,0.3402078729846958,0.5,0.7094972067039107,0.4351920693928129,0.38341926507897534,0.519,0.414,0.5178,0.5423000000000001,0.623,0.595,0.5997,0.5755,0.352,0.482,0.3612,0.3784,0.444,0.531,0.40990000000000004,0.3797,-152.0,139.0,0.6031746031746031,0.41841004184100417,0.5904303731634377,0.4095696268365622
1449,1236,2020-09-22,2020,New York Mets,Tampa Bay Rays,5,2,1,0,R,2020-09-22,0.38967136150234744,0.6675977653631285,0.3767038413878563,0.34569113675423524,0.8849765258215964,0.8296089385474859,0.863197026022305,0.8602176937556266,0.352,0.482,0.39480000000000004,0.4965333333333333,0.278,0.426,0.37429999999999997,0.3814666666666667,0.556,0.574,0.5748,0.5074666666666666,0.519,0.352,0.5665,0.5853333333333333,118.0,-128.0,0.45871559633027525,0.5614035087719298,0.4496686651940676,0.5503313348059325
1451,1238,2020-09-22,2020,Boston Red Sox,Baltimore Orioles,8,3,1,0,R,2020-09-22,0.21596244131455394,0.6340782122905029,0.1546468401486988,0.07963008429495043,0.3474178403755868,0.11452513966480456,0.33358116480793054,0.3546116703494558,0.396,0.587,0.5442,0.5546666666666666,0.655,0.589,0.5064,0.46053333333333335,0.704,0.647,0.4727,0.45819999999999994,0.491,0.475,0.4928,0.5324,-104.0,-106.0,0.5098039215686274,0.5145631067961165,0.497677011707861,0.5023229882921391
1454,1241,2020-09-22,2020,San Diego Padres,Los Angeles Angels,2,4,0,1,R,2020-09-22,0.8262910798122066,0.39106145251396646,0.8314745972738539,0.7379490956706766,0.3708920187793427,0.4245810055865922,0.29467162329615854,0.159260168589901,0.444,0.42,0.4566,0.4562666666666667,0.407,0.364,0.3746,0.4079,0.63,0.447,0.6336999999999999,0.6351666666666667,0.593,0.519,0.5676,0.5588333333333334,-161.0,148.0,0.6168582375478927,0.4032258064516129,0.6047131519961229,0.39528684800387714
1455,1242,2020-09-22,2020,Seattle Mariners,Houston Astros,1,6,0,1,R,2020-09-22,0.38967136150234744,0.35754189944134074,0.3640644361833953,0.27719125951387197,0.5211267605633803,1.0,0.4904584882280051,0.5360504132907765,0.704,0.647,0.6261,0.6156,0.509,0.463,0.39699999999999996,0.41973333333333335,0.426,0.333,0.43410000000000004,0.4215,0.5,0.5,0.5388,0.5898666666666668,165.0,-179.0,0.37735849056603776,0.6415770609318996,0.3703457888099821,0.6296542111900179
1456,1243,2020-09-22,2020,Arizona Diamondbacks,Texas Rangers,7,0,1,0,R,2020-09-22,0.21596244131455394,0.6508379888268156,0.17447335811648088,0.18021114657500617,0.17370892018779335,0.5307262569832402,0.14250309789343235,0.12365987396677319,0.574,0.632,0.5824,0.5905333333333334,0.51,0.55,0.5461,0.5692666666666667,0.407,0.364,0.4125,0.40806666666666663,0.278,0.426,0.35509999999999997,0.38793333333333335,-137.0,128.0,0.5780590717299579,0.43859649122807015,0.5685889034512888,0.4314110965487112
1457,1244,2020-09-22,2020,Los Angeles Dodgers,Oakland Athletics,7,2,1,0,R,2020-09-22,1.0,0.9916201117318436,1.0,1.0,0.8098591549295775,0.8463687150837987,0.8109045848822805,0.8219166871266061,0.453,0.438,0.45380000000000004,0.45183333333333336,0.491,0.475,0.3836,0.41786666666666666,0.63,0.432,0.62,0.6371666666666667,0.519,0.414,0.5195000000000001,0.5237333333333334,-161.0,148.0,0.6168582375478927,0.4032258064516129,0.6047131519961229,0.39528684800387714
1459,1246,2020-09-23,2020,San Diego Padres,Los Angeles Angels,2,5,0,1,R,2020-09-23,0.7822966507177034,0.39106145251396646,0.8273328434974283,0.740898655296819,0.3708133971291867,0.4245810055865922,0.3100661278471713,0.17079370285339437,0.446,0.444,0.4547,0.4562,0.415,0.292,0.3799,0.40409999999999996,0.611,0.595,0.6252000000000001,0.6379,0.582,0.632,0.5702,0.5635666666666667,-179.0,165.0,0.6415770609318996,0.37735849056603776,0.6296542111900179,0.3703457888099821
1460,1247,2020-09-23,2020,Washington Nationals,Philadelphia Phillies,3,12,0,1,R,2020-09-23,0.3038277511961723,0.824022346368715,0.22189566495224103,0.18325680551000323,0.45693779904306225,0.5810055865921787,0.5091844232182219,0.48647097408986567,0.382,0.519,0.47750000000000004,0.4759333333333334,0.418,0.333,0.4344,0.4451333333333333,0.519,0.55,0.5088,0.4957,0.6,0.593,0.6193,0.6365333333333333,124.0,-133.0,0.44642857142857145,0.5708154506437768,0.4388608453250961,0.5611391546749039
