,id,game_date,season,home_team,away_team,home_score,away_score,home_is_winner,away_is_winner,game_type,away_Date,home_Current_win_pct,home_prev_win_pct,Rolling_10D_win_x,Rolling_30D_win_x,away_Current_win_pct,away_prev_win_pct,Rolling_10D_win_y,Rolling_30D_win_y,home_r_Current,home_r_prev,Rolling_10D_r_home,Rolling_30D_r_home,away_r_Current,away_r_prev,Rolling_10D_r_away,Rolling_30D_r_away,home_opp_Current,home_opp_prev,Rolling_10D_opp_home,Rolling_30D_opp_home,away_opp_Current,away_opp_prev,Rolling_10D_opp_away,Rolling_30D_opp_away,lowvig_home,lowvig_away,lowvig_home_prob,lowvig_away_prob,lowvig_home_vf,lowvig_away_vf
782,809,2020-08-24,2020,Texas Rangers,Oakland Athletics,3,2,1,0,R,2020-08-24,0.17687074829931976,0.5307262569832402,0.45995807127882593,0.3378841885802677,0.9024943310657596,0.8463687150837987,0.9809224318658281,0.8491492366668909,0.5,0.333,0.5566,0.5718333333333334,0.31,0.444,0.3524,0.4615,0.464,0.438,0.3356,0.31766666666666665,0.655,0.589,0.5871,0.4755333333333333,128.0,-137.0,0.43859649122807015,0.5780590717299579,0.4314110965487112,0.5685889034512888
783,810,2020-08-24,2020,Milwaukee Brewers,Cincinnati Reds,4,2,1,0,R,2020-08-24,0.29705215419501135,0.7094972067039107,0.5079664570230606,0.4637837110767367,0.29705215419501135,0.4776536312849163,0.45932914046121603,0.3653910821171565,0.655,0.612,0.5765,0.6296333333333334,0.63,0.519,0.6011,0.5404666666666667,0.367,0.42,0.37,0.3856,0.393,0.364,0.4335,0.47853333333333337,126.0,-135.0,0.4424778761061947,0.574468085106383,0.43510461025735975,0.5648953897426403
785,812,2020-08-24,2020,Houston Astros,Los Angeles Angels,11,4,1,0,R,2020-08-24,0.5532879818594105,1.0,0.6689727463312368,0.6374335866568026,0.04081632653061228,0.4245810055865922,0.20272536687631024,0.21702871746586858,0.37,0.482,0.4037,0.4049666666666667,0.529,0.55,0.49879999999999997,0.4594666666666667,0.6,0.432,0.6291,0.6532666666666668,0.44,0.587,0.4829,0.5386666666666666,-149.0,139.0,0.5983935742971888,0.41841004184100417,0.5885045694171308,0.41149543058286925
786,813,2020-08-24,2020,Arizona Diamondbacks,Colorado Rockies,2,3,0,1,R,2020-08-24,0.3537414965986395,0.6508379888268156,0.5522012578616352,0.31757347501513217,0.39002267573696153,0.40782122905027934,0.6802935010482183,0.8771941623512004,0.571,0.593,0.4795999999999999,0.5326,0.393,0.364,0.4285,0.4572333333333333,0.423,0.546,0.5522,0.431,0.5,0.333,0.6256,0.5957,-154.0,142.0,0.6062992125984252,0.4132231404958678,0.5946894746920278,0.4053105253079722
803,818,2020-08-25,2020,Washington Nationals,Philadelphia Phillies,3,8,0,1,R,2020-08-25,0.29705215419501135,0.824022346368715,0.38732689886697447,0.33512228260869564,0.2834467120181406,0.5810055865921787,0.4357952161141419,0.3081521739130435,0.467,0.475,0.572,0.5853666666666667,0.444,0.546,0.42300000000000004,0.42286666666666667,0.571,0.593,0.5016,0.3991,0.633,0.589,0.6127,0.5831666666666667,107.0,-118.0,0.4830917874396135,0.5412844036697247,0.4715960714749275,0.5284039285250725
804,819,2020-08-25,2020,Toronto Blue Jays,Boston Red Sox,7,9,0,1,R,2020-08-25,0.5147392290249434,0.3407821229050279,0.5113302559798573,0.4172554347826087,0.04081632653061228,0.6340782122905029,0.12421317666806556,0.16256793478260873,0.643,0.519,0.5745,0.6090666666666668,0.519,0.414,0.6012,0.5399666666666666,0.417,0.5,0.4396,0.3931666666666667,0.467,0.475,0.4364,0.461,-119.0,109.0,0.54337899543379,0.4784688995215311,0.531761134036048,0.468238865963952
805,820,2020-08-25,2020,Tampa Bay Rays,Baltimore Orioles,4,2,1,0,R,2020-08-25,0.7732426303854876,0.8296089385474859,0.8243810323122117,0.6705842391304349,0.471655328798186,0.11452513966480456,0.5923206042803191,0.6038043478260869,0.407,0.463,0.42299999999999993,0.4422666666666667,0.31,0.519,0.3749,0.37773333333333337,0.6,0.432,0.6219,0.5634666666666667,0.552,0.65,0.6142,0.5860666666666667,-213.0,195.0,0.6805111821086262,0.3389830508474576,0.6674988049078452,0.3325011950921549
808,823,2020-08-25,2020,Texas Rangers,Oakland Athletics,3,10,0,1,R,2020-08-25,0.22902494331065767,0.5307262569832402,0.4232060428031894,0.31419836956521746,0.8503401360544219,0.8463687150837987,0.960134284515317,0.8492527173913045,0.556,0.55,0.5596,0.5737000000000001,0.3,0.444,0.36019999999999996,0.4715,0.292,0.426,0.3298,0.32739999999999997,0.5,0.333,0.5847,0.4755333333333333,149.0,-161.0,0.40160642570281124,0.6168582375478927,0.39432534106875766,0.6056746589312424
810,825,2020-08-25,2020,Milwaukee Brewers,Cincinnati Reds,3,2,1,0,R,2020-08-25,0.344671201814059,0.7094972067039107,0.4937054133445237,0.44483695652173905,0.26077097505668934,0.4776536312849163,0.4360050356693245,0.3429347826086957,0.522,0.352,0.5758,0.6303666666666667,0.552,0.65,0.6039,0.5421999999999999,0.379,0.364,0.3698,0.3815666666666667,0.367,0.42,0.43019999999999997,0.4741,-112.0,102.0,0.5283018867924528,0.49504950495049505,0.5162468054034319,0.4837531945965681
812,827,2020-08-25,2020,San Diego Padres,Seattle Mariners,3,8,0,1,R,2020-08-25,0.6984126984126984,0.39106145251396646,0.6525388166177087,0.729008152173913,0.17006802721088438,0.35754189944134074,0.1800251783466219,0.21501358695652176,0.433,0.525,0.4575,0.4142,0.586,0.574,0.5650999999999999,0.6034333333333333,0.667,0.595,0.5923,0.6461666666666666,0.393,0.482,0.3311,0.38693333333333335,-179.0,163.0,0.6415770609318996,0.38022813688212925,0.6278858850047349,0.37211411499526525
813,828,2020-08-25,2020,Arizona Diamondbacks,Colorado Rockies,4,5,0,1,R,2020-08-25,0.3197278911564626,0.6508379888268156,0.5344104070499371,0.33036684782608694,0.4331065759637188,0.40782122905027934,0.6349139739823753,0.8650815217391306,0.586,0.447,0.49079999999999996,0.5354666666666666,0.379,0.364,0.4243,0.4532,0.407,0.292,0.5297,0.4334666666666667,0.586,0.574,0.6317999999999999,0.5985666666666667,103.0,-112.0,0.49261083743842365,0.5283018867924528,0.4825200291332848,0.5174799708667153
825,834,2020-08-26,2020,Washington Nationals,Philadelphia Phillies,2,3,0,1,R,2020-08-26,0.2953488372093022,0.824022346368715,0.3813344594594595,0.3435866096285734,0.37209302325581395,0.5810055865921787,0.4267314189189189,0.3188701025327629,0.464,0.546,0.5541,0.5841666666666666,0.483,0.333,0.44909999999999994,0.4278666666666667,0.526,0.55,0.5104,0.40553333333333336,0.71,0.647,0.6237,0.5846,-103.0,-106.0,0.5073891625615764,0.5145631067961165,0.49649007862223893,0.5035099213777612
