,home_team,away_team,home_is_winner,away_win_prob,home_win_prob
8514,Miami Marlins,Arizona Diamondbacks,0,0.47043538,0.5295646
4801,Atlanta Braves,Cincinnati Reds,0,0.40360695,0.59639305
6914,San Francisco Giants,Pittsburgh Pirates,1,0.24378175,0.75621825
771,Oakland Athletics,San Diego Padres,1,0.46509236,0.53490764
7357,Chicago Cubs,San Francisco Giants,0,0.5291901,0.47080988
5392,Minnesota Twins,Houston Astros,0,0.5291901,0.47080988
4170,Tampa Bay Rays,Toronto Blue Jays,0,0.46509236,0.53490764
3072,Los Angeles Angels,Baltimore Orioles,1,0.29698515,0.70301485
3913,Chicago Cubs,Pittsburgh Pirates,1,0.41332114,0.58667886
6656,Boston Red Sox,Milwaukee Brewers,0,0.46509236,0.53490764
723,Boston Red Sox,Atlanta Braves,0,0.43411112,0.5658889
1065,San Diego Padres,St. Louis Cardinals,0,0.40360695,0.59639305
8940,Colorado Rockies,Arizona Diamondbacks,0,0.5587276,0.4412724
233,Houston Astros,Seattle Mariners,1,0.2202766,0.7797234
4078,Seattle Mariners,Boston Red Sox,0,0.5403239,0.4596761
3937,Washington Nationals,New York Mets,0,0.6189645,0.3810355
8684,San Francisco Giants,New York Mets,0,0.38673007,0.6132699
5634,Oakland Athletics,Texas Rangers,0,0.5587276,0.4412724
2020,Boston Red Sox,Seattle Mariners,1,0.44137216,0.55862784
1365,Chicago White Sox,Cincinnati Reds,1,0.41332114,0.58667886
8638,Boston Red Sox,Minnesota Twins,1,0.4771729,0.5228271
5452,Tampa Bay Rays,Detroit Tigers,0,0.36371094,0.63628906
2767,New York Mets,Chicago Cubs,1,0.4096601,0.5903399
7192,New York Mets,Los Angeles Dodgers,0,0.5403239,0.4596761
3477,Chicago White Sox,Kansas City Royals,0,0.44137216,0.55862784
1486,Los Angeles Angels,Chicago White Sox,1,0.5291901,0.47080988
2936,Chicago White Sox,Seattle Mariners,0,0.44137216,0.55862784
787,San Francisco Giants,Arizona Diamondbacks,1,0.41332114,0.58667886
6549,Chicago White Sox,Cleveland Guardians,0,0.46509236,0.53490764
5827,Cleveland Guardians,Texas Rangers,1,0.40360695,0.59639305
891,Colorado Rockies,Oakland Athletics,1,0.5403239,0.4596761
648,Chicago White Sox,Pittsburgh Pirates,1,0.17689896,0.82310104
19,Los Angeles Dodgers,San Francisco Giants,1,0.1481381,0.8518619
1054,Atlanta Braves,Boston Red Sox,0,0.41332114,0.58667886
8263,Colorado Rockies,Washington Nationals,0,0.41332114,0.58667886
1085,New York Yankees,Tampa Bay Rays,1,0.41332114,0.58667886
4456,Houston Astros,Atlanta Braves,0,0.9834805,0.016519513
324,Seattle Mariners,Oakland Athletics,1,0.6074066,0.39259335
6377,Oakland Athletics,Houston Astros,0,0.5615189,0.4384811
461,Texas Rangers,Seattle Mariners,1,0.41332114,0.58667886
7235,New York Mets,Washington Nationals,1,0.21378952,0.7862105
4225,Chicago Cubs,St. Louis Cardinals,0,0.58660364,0.4133964
1539,Cincinnati Reds,Pittsburgh Pirates,1,0.40360695,0.59639305
835,San Diego Padres,San Francisco Giants,1,0.40360695,0.59639305
680,St. Louis Cardinals,Pittsburgh Pirates,0,0.40360695,0.59639305
6423,Los Angeles Angels,Houston Astros,1,0.4771729,0.5228271
6304,Houston Astros,Kansas City Royals,0,0.17751342,0.8224866
5962,Toronto Blue Jays,Baltimore Orioles,0,0.24810123,0.75189877
5310,Cincinnati Reds,Pittsburgh Pirates,1,0.5291901,0.47080988
2342,Tampa Bay Rays,New York Mets,1,0.4771729,0.5228271
7840,New York Yankees,Houston Astros,0,0.38673007,0.6132699
4643,Kansas City Royals,Texas Rangers,0,0.3620596,0.6379404
8821,San Francisco Giants,St. Louis Cardinals,1,0.46509236,0.53490764
4337,Seattle Mariners,Los Angeles Angels,0,0.40360695,0.59639305
169,Washington Nationals,Baltimore Orioles,1,0.4132411,0.5867589
4827,Colorado Rockies,Los Angeles Dodgers,0,0.5291901,0.47080988
3274,Houston Astros,Cleveland Indians,0,0.24810123,0.75189877
6348,Baltimore Orioles,Los Angeles Angels,1,0.5587276,0.4412724
1115,Los Angeles Dodgers,Tampa Bay Rays,1,0.2271201,0.7728799
1682,Chicago White Sox,Cleveland Indians,1,0.41332114,0.58667886
2303,Milwaukee Brewers,Atlanta Braves,0,0.4132411,0.5867589
7244,Detroit Tigers,Kansas City Royals,0,0.5291901,0.47080988
6809,Los Angeles Dodgers,San Diego Padres,1,0.41332114,0.58667886
2186,Washington Nationals,Atlanta Braves,0,0.5291901,0.47080988
8,Washington Nationals,New York Yankees,0,0.5587276,0.4412724
6132,Texas Rangers,Washington Nationals,0,0.4132411,0.5867589
99,San Diego Padres,Arizona Diamondbacks,1,0.4132411,0.5867589
3572,Minnesota Twins,Chicago White Sox,1,0.58660364,0.4133964
4366,Tampa Bay Rays,Boston Red Sox,0,0.40360695,0.59639305
2738,Tampa Bay Rays,Baltimore Orioles,1,0.39061278,0.6093872
6009,Oakland Athletics,Kansas City Royals,0,0.46509236,0.53490764
7732,Seattle Mariners,Oakland Athletics,0,0.31444174,0.68555826
5187,Texas Rangers,Atlanta Braves,0,0.46509236,0.53490764
7564,Pittsburgh Pirates,Chicago Cubs,0,0.5291901,0.47080988
1618,Houston Astros,Oakland Athletics,0,0.40360695,0.59639305
4023,Atlanta Braves,Miami Marlins,0,0.24810123,0.75189877
3407,San Francisco Giants,Houston Astros,1,0.5291901,0.47080988
3103,Texas Rangers,Detroit Tigers,0,0.40360695,0.59639305
3634,Chicago White Sox,New York Yankees,0,0.40360695,0.59639305
8524,Boston Red Sox,Los Angeles Angels,1,0.46509236,0.53490764
8168,Texas Rangers,Baltimore Orioles,0,0.40360695,0.59639305
3295,Minnesota Twins,Los Angeles Angels,1,0.5587276,0.4412724
8361,Philadelphia Phillies,Miami Marlins,0,0.40360695,0.59639305
6354,Atlanta Braves,Washington Nationals,1,0.24810123,0.75189877
4439,Houston Astros,Atlanta Braves,0,0.9834805,0.016519513
6223,Chicago Cubs,Cincinnati Reds,1,0.5587276,0.4412724
3885,Seattle Mariners,Houston Astros,1,0.50600535,0.49399465
2985,Toronto Blue Jays,Seattle Mariners,1,0.44137216,0.55862784
8520,Los Angeles Dodgers,Chicago Cubs,1,0.40360695,0.59639305
3109,Texas Rangers,Detroit Tigers,1,0.40360695,0.59639305
1440,Oakland Athletics,Houston Astros,0,0.46509236,0.53490764
3764,Pittsburgh Pirates,Arizona Diamondbacks,1,0.5587276,0.4412724
4199,Arizona Diamondbacks,Atlanta Braves,1,0.5291901,0.47080988
1794,Oakland Athletics,Detroit Tigers,1,0.40360695,0.59639305
8434,Miami Marlins,Arizona Diamondbacks,1,0.40360695,0.59639305
3903,New York Yankees,Baltimore Orioles,1,0.24810123,0.75189877
4560,Houston Astros,Atlanta Braves,0,0.9834805,0.016519513
7339,Texas Rangers,Toronto Blue Jays,0,0.58660364,0.4133964
2331,Minnesota Twins,Oakland Athletics,0,0.46509236,0.53490764
8311,Chicago Cubs,Texas Rangers,0,0.47043538,0.5295646
5915,Toronto Blue Jays,Baltimore Orioles,1,0.2202766,0.7797234
3612,San Francisco Giants,Colorado Rockies,1,0.44137216,0.55862784
7591,Miami Marlins,Washington Nationals,1,0.20618922,0.7938108
3861,Washington Nationals,Philadelphia Phillies,0,0.58660364,0.4133964
5279,Arizona Diamondbacks,Colorado Rockies,1,0.40360695,0.59639305
4976,Milwaukee Brewers,St. Louis Cardinals,1,0.41332114,0.58667886
2986,Cincinnati Reds,San Diego Padres,0,0.58660364,0.4133964
4847,Colorado Rockies,Los Angeles Dodgers,1,0.58660364,0.4133964
7793,New York Mets,San Diego Padres,0,0.40360695,0.59639305
3582,San Francisco Giants,Arizona Diamondbacks,1,0.24810123,0.75189877
1291,Seattle Mariners,Milwaukee Brewers,1,0.41332114,0.58667886
469,Cincinnati Reds,Kansas City Royals,0,0.5291901,0.47080988
4317,Texas Rangers,Cleveland Indians,0,0.5587276,0.4412724
5545,Los Angeles Angels,Oakland Athletics,1,0.40360695,0.59639305
605,Oakland Athletics,Los Angeles Angels,1,0.41332114,0.58667886
634,Milwaukee Brewers,Cincinnati Reds,1,0.5587276,0.4412724
1951,New York Mets,Washington Nationals,1,0.2202766,0.7797234
866,Arizona Diamondbacks,Seattle Mariners,0,0.40360695,0.59639305
2265,Los Angeles Dodgers,Seattle Mariners,1,0.24810123,0.75189877
1442,New York Yankees,Toronto Blue Jays,0,0.40360695,0.59639305
6489,Toronto Blue Jays,Kansas City Royals,1,0.2202766,0.7797234
6396,Minnesota Twins,Milwaukee Brewers,0,0.41332114,0.58667886
8506,Los Angeles Dodgers,Chicago Cubs,1,0.40360695,0.59639305
4697,Miami Marlins,New York Mets,0,0.46419036,0.53580964
2238,Los Angeles Angels,Los Angeles Dodgers,0,0.5615189,0.4384811
1944,Los Angeles Dodgers,San Diego Padres,0,0.4096601,0.5903399
4319,Arizona Diamondbacks,Colorado Rockies,0,0.47043538,0.5295646
1049,New York Yankees,Miami Marlins,0,0.40360695,0.59639305
4998,Detroit Tigers,New York Yankees,0,0.6643722,0.33562776
473,Milwaukee Brewers,Minnesota Twins,0,0.5587276,0.4412724
3419,Chicago White Sox,Cleveland Indians,0,0.40360695,0.59639305
294,Toronto Blue Jays,Washington Nationals,0,0.5403239,0.4596761
8763,Toronto Blue Jays,Chicago White Sox,1,0.40360695,0.59639305
7554,San Diego Padres,St. Louis Cardinals,0,0.38673007,0.6132699
8816,New York Mets,Washington Nationals,0,0.44137216,0.55862784
7254,Cleveland Guardians,Seattle Mariners,0,0.55183196,0.448168
5105,Atlanta Braves,Miami Marlins,0,0.4096601,0.5903399
2548,Los Angeles Dodgers,San Francisco Giants,0,0.40360695,0.59639305
5435,Tampa Bay Rays,Toronto Blue Jays,0,0.4771729,0.5228271
8411,Chicago Cubs,Seattle Mariners,0,0.46509236,0.53490764
5103,Seattle Mariners,Kansas City Royals,1,0.40360695,0.59639305
2848,San Francisco Giants,Philadelphia Phillies,0,0.5291901,0.47080988
5632,San Diego Padres,Pittsburgh Pirates,1,0.36371094,0.63628906
6750,St. Louis Cardinals,Chicago Cubs,1,0.40360695,0.59639305
6647,San Diego Padres,Minnesota Twins,1,0.5291901,0.47080988
5143,Toronto Blue Jays,Boston Red Sox,0,0.41332114,0.58667886
5783,Philadelphia Phillies,Los Angeles Angels,1,0.4771729,0.5228271
2504,Seattle Mariners,Texas Rangers,1,0.46509236,0.53490764
2358,Oakland Athletics,Houston Astros,1,0.46509236,0.53490764
5476,Oakland Athletics,Minnesota Twins,1,0.5291901,0.47080988
2758,Kansas City Royals,Detroit Tigers,0,0.4096601,0.5903399
7526,Baltimore Orioles,Detroit Tigers,0,0.36371094,0.63628906
5746,Kansas City Royals,Houston Astros,0,0.5587276,0.4412724
3368,Seattle Mariners,Houston Astros,0,0.5587276,0.4412724
2067,Toronto Blue Jays,Washington Nationals,0,0.40360695,0.59639305
2394,Atlanta Braves,Pittsburgh Pirates,0,0.36371094,0.63628906
5896,San Francisco Giants,Los Angeles Dodgers,1,0.58660364,0.4133964
5323,New York Yankees,Texas Rangers,0,0.40360695,0.59639305
3203,Toronto Blue Jays,Texas Rangers,1,0.24378175,0.75621825
5425,Chicago White Sox,New York Yankees,1,0.6074066,0.39259335
2162,Seattle Mariners,Baltimore Orioles,0,0.4096601,0.5903399
8851,Texas Rangers,New York Yankees,1,0.40360695,0.59639305
4541,Houston Astros,Atlanta Braves,0,0.9834805,0.016519513
7021,Arizona Diamondbacks,St. Louis Cardinals,0,0.58660364,0.4133964
5885,Detroit Tigers,Toronto Blue Jays,1,0.6643722,0.33562776
2470,Milwaukee Brewers,San Diego Padres,0,0.5291901,0.47080988
5893,Seattle Mariners,Boston Red Sox,1,0.4771729,0.5228271
759,Minnesota Twins,Detroit Tigers,1,0.21056777,0.7894322
5005,Colorado Rockies,Philadelphia Phillies,1,0.5587276,0.4412724
8829,Los Angeles Angels,Oakland Athletics,1,0.40360695,0.59639305
2740,Cleveland Indians,Seattle Mariners,0,0.24810123,0.75189877
4315,Atlanta Braves,New York Mets,0,0.40360695,0.59639305
2439,Colorado Rockies,Arizona Diamondbacks,1,0.40360695,0.59639305
3119,Minnesota Twins,Chicago White Sox,0,0.3620596,0.6379404
8305,Tampa Bay Rays,Oakland Athletics,1,0.40360695,0.59639305
4956,Texas Rangers,Los Angeles Angels,0,0.5587276,0.4412724
492,Minnesota Twins,Kansas City Royals,1,0.40360695,0.59639305
7058,Kansas City Royals,Chicago White Sox,1,0.58660364,0.4133964
1800,Washington Nationals,Arizona Diamondbacks,0,0.4392532,0.5607468
2957,San Francisco Giants,Oakland Athletics,1,0.41332114,0.58667886
465,Los Angeles Angels,Oakland Athletics,0,0.41332114,0.58667886
4236,Arizona Diamondbacks,Los Angeles Dodgers,0,0.6643722,0.33562776
8853,Houston Astros,Philadelphia Phillies,0,0.40360695,0.59639305
5668,Tampa Bay Rays,New York Yankees,1,0.41332114,0.58667886
7611,Baltimore Orioles,Houston Astros,0,0.6225934,0.37740657
2101,Oakland Athletics,Baltimore Orioles,0,0.41332114,0.58667886
337,Los Angeles Angels,Houston Astros,0,0.5587276,0.4412724
3151,Baltimore Orioles,Chicago White Sox,0,0.710894,0.28910604
2399,Chicago Cubs,Washington Nationals,1,0.41332114,0.58667886
3216,St. Louis Cardinals,San Francisco Giants,0,0.5291901,0.47080988
3033,Detroit Tigers,Chicago White Sox,0,0.6074066,0.39259335
2133,Arizona Diamondbacks,Colorado Rockies,0,0.45557523,0.5444248
1072,San Diego Padres,St. Louis Cardinals,1,0.40360695,0.59639305
1340,Atlanta Braves,Boston Red Sox,0,0.41332114,0.58667886
3170,New York Mets,Pittsburgh Pirates,1,0.40360695,0.59639305
4840,Minnesota Twins,Seattle Mariners,0,0.3620596,0.6379404
1427,New York Yankees,Toronto Blue Jays,0,0.40360695,0.59639305
1512,Los Angeles Angels,Chicago White Sox,1,0.4392532,0.5607468
6721,Chicago White Sox,Kansas City Royals,1,0.40360695,0.59639305
2993,St. Louis Cardinals,Arizona Diamondbacks,1,0.3620596,0.6379404
7904,Houston Astros,Philadelphia Phillies,1,0.021888018,0.978112
7422,Cleveland Guardians,Los Angeles Angels,1,0.4193371,0.5806629
8236,Chicago White Sox,San Francisco Giants,0,0.40360695,0.59639305
2873,Texas Rangers,Oakland Athletics,1,0.5587276,0.4412724
6683,Los Angeles Angels,Texas Rangers,1,0.4771729,0.5228271
5294,Chicago Cubs,Los Angeles Dodgers,0,0.6643722,0.33562776
8676,San Francisco Giants,New York Mets,0,0.46509236,0.53490764
3282,Los Angeles Dodgers,San Francisco Giants,0,0.40360695,0.59639305
2281,Tampa Bay Rays,New York Yankees,1,0.5403239,0.4596761
3715,Los Angeles Dodgers,New York Mets,1,0.24810123,0.75189877
1342,Philadelphia Phillies,Toronto Blue Jays,0,0.4132411,0.5867589
5309,Cincinnati Reds,Pittsburgh Pirates,0,0.5291901,0.47080988
3655,Cincinnati Reds,Chicago Cubs,0,0.40360695,0.59639305
1590,Miami Marlins,St. Louis Cardinals,0,0.4392532,0.5607468
1785,Milwaukee Brewers,Pittsburgh Pirates,0,0.41332114,0.58667886
4371,Tampa Bay Rays,Boston Red Sox,0,0.40360695,0.59639305
4948,Pittsburgh Pirates,Washington Nationals,1,0.46509236,0.53490764
8007,New York Yankees,Detroit Tigers,1,0.4132411,0.5867589
3850,Texas Rangers,Houston Astros,1,0.6643722,0.33562776
705,Colorado Rockies,San Diego Padres,1,0.5587276,0.4412724
6574,Baltimore Orioles,Tampa Bay Rays,1,0.5587276,0.4412724
3035,Kansas City Royals,Minnesota Twins,1,0.46509236,0.53490764
550,Los Angeles Dodgers,Seattle Mariners,1,0.24810123,0.75189877
612,Chicago Cubs,Chicago White Sox,1,0.40360695,0.59639305
1498,San Diego Padres,Arizona Diamondbacks,0,0.39061278,0.6093872
3964,Baltimore Orioles,Kansas City Royals,1,0.38673007,0.6132699
4412,Boston Red Sox,Houston Astros,1,0.5689705,0.4310295
1061,Oakland Athletics,Chicago White Sox,0,0.5291901,0.47080988
4862,New York Yankees,Boston Red Sox,0,0.4096601,0.5903399
4270,Los Angeles Dodgers,San Diego Padres,1,0.40360695,0.59639305
7599,Chicago White Sox,Detroit Tigers,0,0.40360695,0.59639305
7444,New York Mets,Pittsburgh Pirates,1,0.29365218,0.7063478
6335,Kansas City Royals,Cleveland Guardians,1,0.46509236,0.53490764
2820,Texas Rangers,Minnesota Twins,0,0.58660364,0.4133964
5772,Colorado Rockies,Atlanta Braves,0,0.58660364,0.4133964
6891,Kansas City Royals,Los Angeles Dodgers,0,0.6643722,0.33562776
6427,Chicago Cubs,Baltimore Orioles,0,0.41332114,0.58667886
1211,Los Angeles Dodgers,Tampa Bay Rays,1,0.2271201,0.7728799
5503,Boston Red Sox,Seattle Mariners,1,0.41332114,0.58667886
6008,Oakland Athletics,Kansas City Royals,0,0.46509236,0.53490764
3530,Cleveland Indians,Detroit Tigers,1,0.40360695,0.59639305
8530,Kansas City Royals,Atlanta Braves,0,0.58660364,0.4133964
1681,St. Louis Cardinals,Washington Nationals,0,0.41332114,0.58667886
7878,Houston Astros,Philadelphia Phillies,1,0.021888018,0.978112
6936,Miami Marlins,San Diego Padres,1,0.5587276,0.4412724
6471,Texas Rangers,Seattle Mariners,0,0.68133914,0.31866083
3162,Milwaukee Brewers,Cincinnati Reds,0,0.44137216,0.55862784
5381,Detroit Tigers,Oakland Athletics,0,0.4771729,0.5228271
5639,St. Louis Cardinals,Milwaukee Brewers,1,0.5587276,0.4412724
615,Cleveland Indians,Detroit Tigers,0,0.24810123,0.75189877
248,St. Louis Cardinals,Pittsburgh Pirates,1,0.41332114,0.58667886
5809,Atlanta Braves,Oakland Athletics,1,0.21056777,0.7894322
6634,Miami Marlins,New York Mets,0,0.5587276,0.4412724
1691,Milwaukee Brewers,Chicago Cubs,0,0.40360695,0.59639305
2355,Minnesota Twins,Chicago White Sox,1,0.5291901,0.47080988
263,Oakland Athletics,Los Angeles Angels,1,0.46509236,0.53490764
5333,New York Yankees,Texas Rangers,1,0.40360695,0.59639305
3706,Toronto Blue Jays,Detroit Tigers,0,0.17751342,0.8224866
4149,New York Mets,Philadelphia Phillies,1,0.4771729,0.5228271
1037,Atlanta Braves,Boston Red Sox,0,0.4672352,0.5327648
542,Atlanta Braves,Washington Nationals,0,0.4230227,0.5769773
8041,Chicago Cubs,Milwaukee Brewers,1,0.5403239,0.4596761
8225,Oakland Athletics,Cleveland Guardians,0,0.5587276,0.4412724
4763,Oakland Athletics,San Diego Padres,1,0.5689705,0.4310295
8700,Seattle Mariners,St. Louis Cardinals,0,0.40360695,0.59639305
463,New York Mets,Washington Nationals,0,0.5587276,0.4412724
7333,Milwaukee Brewers,San Francisco Giants,1,0.40360695,0.59639305
5411,Colorado Rockies,Kansas City Royals,0,0.4096601,0.5903399
6719,Texas Rangers,Baltimore Orioles,0,0.40360695,0.59639305
1388,Los Angeles Dodgers,Oakland Athletics,0,0.40360695,0.59639305
1721,Pittsburgh Pirates,San Diego Padres,1,0.49173087,0.50826913
4497,Houston Astros,Atlanta Braves,0,0.9834805,0.016519513
3417,New York Mets,Cincinnati Reds,1,0.4771729,0.5228271
8815,Philadelphia Phillies,Seattle Mariners,1,0.5689705,0.4310295
4501,Houston Astros,Atlanta Braves,0,0.9834805,0.016519513
5374,New York Yankees,Toronto Blue Jays,1,0.4096601,0.5903399
7396,Cleveland Guardians,Los Angeles Angels,1,0.40360695,0.59639305
4123,Washington Nationals,Colorado Rockies,0,0.5291901,0.47080988
7180,Washington Nationals,Oakland Athletics,0,0.50522494,0.49477503
5819,San Francisco Giants,Colorado Rockies,1,0.39061278,0.6093872
7527,Atlanta Braves,Washington Nationals,1,0.26688445,0.73311555
5784,Toronto Blue Jays,Minnesota Twins,0,0.44137216,0.55862784
6895,Chicago White Sox,Detroit Tigers,1,0.44137216,0.55862784
2177,Oakland Athletics,Toronto Blue Jays,0,0.4771729,0.5228271
7972,Seattle Mariners,Los Angeles Angels,0,0.4132411,0.5867589
8680,Minnesota Twins,Washington Nationals,0,0.40360695,0.59639305
4521,Houston Astros,Atlanta Braves,0,0.9834805,0.016519513
2846,Arizona Diamondbacks,Los Angeles Dodgers,0,0.6643722,0.33562776
1768,Chicago White Sox,Cleveland Indians,0,0.41332114,0.58667886
5670,Minnesota Twins,Kansas City Royals,1,0.40360695,0.59639305
7804,Los Angeles Dodgers,San Diego Padres,1,0.40360695,0.59639305
217,Oakland Athletics,Los Angeles Angels,1,0.41332114,0.58667886
1032,Texas Rangers,Houston Astros,1,0.6074066,0.39259335
5004,Miami Marlins,St. Louis Cardinals,0,0.5291901,0.47080988
2691,St. Louis Cardinals,Cleveland Indians,1,0.41332114,0.58667886
5638,St. Louis Cardinals,Milwaukee Brewers,1,0.5587276,0.4412724
1151,Los Angeles Dodgers,Tampa Bay Rays,1,0.2271201,0.7728799
8546,Miami Marlins,San Francisco Giants,1,0.41332114,0.58667886
697,St. Louis Cardinals,Cleveland Indians,0,0.41332114,0.58667886
8261,Milwaukee Brewers,St. Louis Cardinals,1,0.40360695,0.59639305
2029,Los Angeles Dodgers,Cincinnati Reds,0,0.40360695,0.59639305
6490,New York Yankees,Boston Red Sox,1,0.39061278,0.6093872
2166,Seattle Mariners,Baltimore Orioles,1,0.5291901,0.47080988
781,Oakland Athletics,San Diego Padres,0,0.5291901,0.47080988
4074,Texas Rangers,Houston Astros,1,0.6643722,0.33562776
5104,Detroit Tigers,Colorado Rockies,0,0.4096601,0.5903399
5806,Miami Marlins,Washington Nationals,1,0.40360695,0.59639305
881,St. Louis Cardinals,Cincinnati Reds,1,0.5291901,0.47080988
8097,Miami Marlins,New York Mets,0,0.43040103,0.569599
1936,San Francisco Giants,Miami Marlins,1,0.4096601,0.5903399
6792,Milwaukee Brewers,Cincinnati Reds,1,0.40360695,0.59639305
4052,Seattle Mariners,Arizona Diamondbacks,0,0.40360695,0.59639305
50,Boston Red Sox,Baltimore Orioles,1,0.40360695,0.59639305
1103,Los Angeles Dodgers,Tampa Bay Rays,1,0.40360695,0.59639305
5109,St. Louis Cardinals,New York Mets,0,0.6074066,0.39259335
1203,Los Angeles Dodgers,Tampa Bay Rays,1,0.2271201,0.7728799
7707,Atlanta Braves,New York Mets,1,0.5587276,0.4412724
5579,Atlanta Braves,Philadelphia Phillies,0,0.5587276,0.4412724
1497,San Diego Padres,Arizona Diamondbacks,1,0.39061278,0.6093872
3980,New York Yankees,Toronto Blue Jays,0,0.4771729,0.5228271
4619,Philadelphia Phillies,Detroit Tigers,1,0.41332114,0.58667886
5175,Toronto Blue Jays,Houston Astros,0,0.4771729,0.5228271
8102,Oakland Athletics,Los Angeles Angels,0,0.55183196,0.448168
1840,New York Yankees,Tampa Bay Rays,0,0.24810123,0.75189877
6783,Chicago Cubs,Miami Marlins,1,0.46509236,0.53490764
4091,Seattle Mariners,Boston Red Sox,0,0.5587276,0.4412724
6389,Colorado Rockies,San Diego Padres,0,0.6189645,0.3810355
7344,Houston Astros,Los Angeles Angels,1,0.25153285,0.74846715
6480,Chicago Cubs,New York Mets,0,0.5774405,0.42255953
7153,Boston Red Sox,Tampa Bay Rays,0,0.5689705,0.4310295
6611,Arizona Diamondbacks,San Francisco Giants,1,0.5689705,0.4310295
4961,Seattle Mariners,Houston Astros,0,0.6074066,0.39259335
101,Oakland Athletics,Los Angeles Angels,0,0.40360695,0.59639305
2938,Minnesota Twins,Cleveland Indians,1,0.40360695,0.59639305
6555,Baltimore Orioles,New York Yankees,0,0.5615189,0.4384811
4500,Houston Astros,Atlanta Braves,0,0.9834805,0.016519513
3687,Detroit Tigers,Los Angeles Angels,0,0.5291901,0.47080988
3117,Los Angeles Angels,Boston Red Sox,1,0.5587276,0.4412724
8318,Arizona Diamondbacks,Los Angeles Dodgers,1,0.43040103,0.569599
1913,Cincinnati Reds,Arizona Diamondbacks,0,0.40360695,0.59639305
2913,Texas Rangers,Oakland Athletics,0,0.68133914,0.31866083
3242,Los Angeles Angels,Seattle Mariners,1,0.41332114,0.58667886
3938,New York Yankees,Baltimore Orioles,0,0.2202766,0.7797234
4233,Colorado Rockies,San Francisco Giants,0,0.6189645,0.3810355
4272,Toronto Blue Jays,New York Yankees,0,0.4230227,0.5769773
5144,Philadelphia Phillies,Colorado Rockies,1,0.39061278,0.6093872
1527,Chicago Cubs,Milwaukee Brewers,1,0.46509236,0.53490764
7988,Pittsburgh Pirates,Philadelphia Phillies,0,0.45557523,0.5444248
3654,Washington Nationals,Toronto Blue Jays,1,0.58660364,0.4133964
1991,San Francisco Giants,Miami Marlins,1,0.4096601,0.5903399
1143,Los Angeles Dodgers,Tampa Bay Rays,1,0.2271201,0.7728799
7784,Los Angeles Dodgers,Colorado Rockies,1,0.40360695,0.59639305
2965,Boston Red Sox,New York Yankees,1,0.58660364,0.4133964
7764,Chicago White Sox,Minnesota Twins,0,0.40360695,0.59639305
4695,Seattle Mariners,Kansas City Royals,0,0.41332114,0.58667886
1506,Philadelphia Phillies,Atlanta Braves,1,0.5291901,0.47080988
1757,Chicago White Sox,Cleveland Indians,0,0.4392532,0.5607468
4783,Philadelphia Phillies,Pittsburgh Pirates,1,0.40360695,0.59639305
5351,Oakland Athletics,Detroit Tigers,0,0.46509236,0.53490764
7550,Colorado Rockies,San Francisco Giants,0,0.5587276,0.4412724
1807,Milwaukee Brewers,Pittsburgh Pirates,0,0.4392532,0.5607468
5561,New York Yankees,Chicago White Sox,0,0.40360695,0.59639305
1728,New York Mets,Philadelphia Phillies,1,0.5291901,0.47080988
2040,New York Mets,Boston Red Sox,0,0.41332114,0.58667886
6496,San Diego Padres,Arizona Diamondbacks,0,0.40360695,0.59639305
6808,Los Angeles Dodgers,San Diego Padres,1,0.41332114,0.58667886
8055,Chicago Cubs,Milwaukee Brewers,1,0.5587276,0.4412724
7763,Chicago White Sox,Minnesota Twins,1,0.40360695,0.59639305
1383,Toronto Blue Jays,Philadelphia Phillies,1,0.4672352,0.5327648
5500,New York Mets,St. Louis Cardinals,1,0.40360695,0.59639305
4151,San Francisco Giants,Atlanta Braves,0,0.4771729,0.5228271
765,Kansas City Royals,Chicago White Sox,0,0.6500642,0.34993583
180,New York Mets,Atlanta Braves,1,0.41332114,0.58667886
5631,Los Angeles Angels,Toronto Blue Jays,0,0.5291901,0.47080988
6105,Milwaukee Brewers,Toronto Blue Jays,1,0.6074066,0.39259335
7166,Oakland Athletics,New York Yankees,1,0.5291901,0.47080988
4781,Colorado Rockies,Cleveland Guardians,1,0.5689705,0.4310295
356,Cincinnati Reds,Cleveland Indians,1,0.41332114,0.58667886
7588,Philadelphia Phillies,Atlanta Braves,0,0.5587276,0.4412724
2583,Milwaukee Brewers,Detroit Tigers,0,0.40360695,0.59639305
1639,Texas Rangers,San Diego Padres,0,0.6074066,0.39259335
3354,Tampa Bay Rays,New York Yankees,0,0.4096601,0.5903399
4979,Colorado Rockies,Chicago Cubs,0,0.41332114,0.58667886
8537,Seattle Mariners,Colorado Rockies,1,0.2202766,0.7797234
3897,Kansas City Royals,Cleveland Indians,0,0.38673007,0.6132699
7463,San Francisco Giants,Los Angeles Dodgers,0,0.58660364,0.4133964
81,Oakland Athletics,Los Angeles Angels,0,0.40360695,0.59639305
2786,Toronto Blue Jays,New York Yankees,0,0.58660364,0.4133964
3192,Los Angeles Dodgers,Arizona Diamondbacks,1,0.021888018,0.978112
7183,Minnesota Twins,Boston Red Sox,1,0.4096601,0.5903399
2056,St. Louis Cardinals,Philadelphia Phillies,0,0.4392532,0.5607468
7066,Colorado Rockies,Texas Rangers,1,0.4771729,0.5228271
7936,Houston Astros,Philadelphia Phillies,1,0.021888018,0.978112
