,home_team,away_team,home_is_winner,away_win_prob,home_win_prob
2496,Pittsburgh Pirates,Chicago Cubs,0,0.5651404,0.43485957
3105,Houston Astros,Oakland Athletics,0,0.43797803,0.562022
4446,Houston Astros,Atlanta Braves,0,0.98771983,0.012280168
2271,Washington Nationals,Philadelphia Phillies,0,0.5270424,0.4729576
7906,Houston Astros,Philadelphia Phillies,1,0.022052824,0.9779472
4141,New York Yankees,Cleveland Indians,0,0.21722972,0.7827703
14,Washington Nationals,New York Yankees,0,0.7916565,0.20834354
1021,Atlanta Braves,Boston Red Sox,1,0.4106331,0.5893669
5462,Miami Marlins,Washington Nationals,1,0.42194045,0.57805955
3999,Cleveland Indians,Minnesota Twins,1,0.43126744,0.56873256
3921,Cincinnati Reds,Detroit Tigers,1,0.4396727,0.5603273
367,Oakland Athletics,Texas Rangers,1,0.2804222,0.7195778
7009,Pittsburgh Pirates,Cincinnati Reds,1,0.67209685,0.32790315
8400,Philadelphia Phillies,Miami Marlins,0,0.38888323,0.61111677
2078,Los Angeles Dodgers,Cincinnati Reds,1,0.48125792,0.5187421
789,Atlanta Braves,Miami Marlins,0,0.40340805,0.59659195
741,Philadelphia Phillies,Washington Nationals,1,0.4106331,0.5893669
4297,Toronto Blue Jays,New York Yankees,0,0.34899145,0.65100855
5334,New York Yankees,Texas Rangers,0,0.4495324,0.5504676
3517,Colorado Rockies,Miami Marlins,1,0.48794508,0.5120549
8657,Arizona Diamondbacks,San Diego Padres,1,0.50952625,0.49047375
6674,New York Yankees,Kansas City Royals,0,0.21328187,0.78671813
6859,Colorado Rockies,St. Louis Cardinals,1,0.6164923,0.38350776
4599,Toronto Blue Jays,Pittsburgh Pirates,1,0.4092304,0.5907696
3086,Kansas City Royals,Cincinnati Reds,0,0.44315553,0.5568445
3292,New York Mets,Toronto Blue Jays,1,0.3812486,0.6187514
3615,Seattle Mariners,Toronto Blue Jays,1,0.653054,0.34694603
8483,Houston Astros,Texas Rangers,0,0.37078393,0.6292161
4767,Los Angeles Angels,Los Angeles Dodgers,1,0.46195596,0.53804404
4172,Colorado Rockies,Los Angeles Dodgers,0,0.7180085,0.28199148
1688,Kansas City Royals,Los Angeles Angels,1,0.5044495,0.49555048
3400,Miami Marlins,New York Yankees,0,0.653054,0.34694603
4540,Houston Astros,Atlanta Braves,0,0.98771983,0.012280168
8061,St. Louis Cardinals,Toronto Blue Jays,0,0.38306373,0.61693627
1099,Tampa Bay Rays,Houston Astros,0,0.31148088,0.6885191
7342,Minnesota Twins,Cleveland Guardians,0,0.5191012,0.4808988
7140,St. Louis Cardinals,Atlanta Braves,1,0.46570003,0.53429997
1636,Houston Astros,Oakland Athletics,0,0.4604516,0.5395484
239,Tampa Bay Rays,Toronto Blue Jays,1,0.5862223,0.4137777
5428,Arizona Diamondbacks,Chicago Cubs,0,0.47924358,0.5207564
1707,Atlanta Braves,Miami Marlins,0,0.43818521,0.5618148
8672,Minnesota Twins,Washington Nationals,0,0.5494935,0.4505065
6386,Atlanta Braves,New York Mets,0,0.46729803,0.53270197
2296,Minnesota Twins,Oakland Athletics,1,0.50320315,0.49679682
3431,San Francisco Giants,Houston Astros,1,0.5041475,0.49585247
6448,St. Louis Cardinals,Cincinnati Reds,1,0.42265844,0.57734156
4034,Los Angeles Dodgers,San Diego Padres,1,0.3643604,0.6356396
5640,Cincinnati Reds,San Francisco Giants,1,0.701398,0.29860196
7003,Colorado Rockies,San Francisco Giants,1,0.6559682,0.34403184
2094,Texas Rangers,Boston Red Sox,0,0.54624104,0.45375898
2902,Philadelphia Phillies,Washington Nationals,0,0.49623317,0.50376683
4220,Los Angeles Angels,Seattle Mariners,0,0.44620627,0.5537937
4571,Pittsburgh Pirates,New York Yankees,1,0.4045295,0.5954705
5181,Milwaukee Brewers,Chicago Cubs,1,0.35012013,0.6498799
7805,Atlanta Braves,Philadelphia Phillies,0,0.44326138,0.5567386
1619,Cleveland Indians,Detroit Tigers,1,0.43818521,0.5618148
4595,Cincinnati Reds,San Francisco Giants,1,0.4092304,0.5907696
3217,St. Louis Cardinals,San Francisco Giants,1,0.5149231,0.48507693
6825,Chicago Cubs,Washington Nationals,1,0.37023765,0.62976235
3694,St. Louis Cardinals,Milwaukee Brewers,1,0.6882405,0.31175944
5858,Detroit Tigers,Toronto Blue Jays,0,0.65389514,0.3461049
1089,Los Angeles Dodgers,Atlanta Braves,0,0.31554723,0.6844528
3413,San Francisco Giants,Houston Astros,1,0.5662018,0.4337982
4565,Houston Astros,Atlanta Braves,0,0.98771983,0.012280168
2273,Milwaukee Brewers,St. Louis Cardinals,1,0.32775444,0.67224556
6779,New York Mets,Atlanta Braves,1,0.47447926,0.52552074
5888,New York Yankees,Chicago Cubs,1,0.35571408,0.6442859
4544,Houston Astros,Atlanta Braves,0,0.98771983,0.012280168
2955,Texas Rangers,Kansas City Royals,1,0.41403705,0.58596295
1223,Los Angeles Dodgers,Tampa Bay Rays,1,0.108905554,0.89109445
8732,Los Angeles Angels,Kansas City Royals,1,0.43302166,0.56697834
496,Los Angeles Angels,Los Angeles Dodgers,0,0.5141455,0.48585448
3872,Arizona Diamondbacks,San Diego Padres,0,0.5996187,0.40038133
3467,Colorado Rockies,Chicago Cubs,0,0.5053202,0.4946798
4511,Houston Astros,Atlanta Braves,0,0.98771983,0.012280168
6745,Detroit Tigers,Tampa Bay Rays,0,0.67205524,0.32794473
2345,Minnesota Twins,Chicago White Sox,0,0.4863643,0.5136357
5574,New York Yankees,Baltimore Orioles,0,0.3069412,0.6930588
2415,San Diego Padres,Seattle Mariners,1,0.24354964,0.75645036
5408,Oakland Athletics,Los Angeles Angels,1,0.60246265,0.39753738
1481,Cincinnati Reds,St. Louis Cardinals,1,0.47249573,0.52750427
2931,Milwaukee Brewers,Colorado Rockies,1,0.36362082,0.6363792
8135,St. Louis Cardinals,Atlanta Braves,0,0.46397108,0.5360289
1954,Atlanta Braves,Arizona Diamondbacks,1,0.46633828,0.5336617
2976,Boston Red Sox,Kansas City Royals,1,0.38748646,0.61251354
8579,Detroit Tigers,Cleveland Guardians,1,0.59004104,0.40995896
6727,San Francisco Giants,Los Angeles Dodgers,0,0.5646734,0.43532658
8052,Washington Nationals,Atlanta Braves,0,0.6870756,0.3129244
3129,Seattle Mariners,New York Yankees,1,0.6023663,0.39763364
1532,San Diego Padres,San Francisco Giants,0,0.49876177,0.5012382
3833,Minnesota Twins,Milwaukee Brewers,1,0.5732464,0.42675358
548,Los Angeles Angels,San Francisco Giants,0,0.18140215,0.81859785
6461,New York Yankees,Boston Red Sox,0,0.3947906,0.6052094
6978,Los Angeles Angels,Seattle Mariners,0,0.71688586,0.28311414
3576,Houston Astros,Colorado Rockies,1,0.3172148,0.6827852
6369,Baltimore Orioles,Los Angeles Angels,1,0.53585273,0.46414727
6904,Colorado Rockies,Arizona Diamondbacks,0,0.59157085,0.40842912
3190,Boston Red Sox,Philadelphia Phillies,0,0.46828932,0.5317107
3570,Cleveland Indians,Oakland Athletics,0,0.57007706,0.42992294
2167,Seattle Mariners,Baltimore Orioles,0,0.4201845,0.5798155
4985,Chicago White Sox,Tampa Bay Rays,0,0.48510128,0.5148987
6738,Los Angeles Angels,Oakland Athletics,0,0.4871958,0.5128042
8224,Oakland Athletics,Cleveland Guardians,1,0.50903785,0.49096212
8195,Los Angeles Dodgers,Colorado Rockies,1,0.3515377,0.6484623
6516,Baltimore Orioles,New York Yankees,0,0.5101601,0.48983988
222,Philadelphia Phillies,Miami Marlins,0,0.45698804,0.54301196
6898,St. Louis Cardinals,Milwaukee Brewers,1,0.565647,0.43435302
3719,New York Yankees,Minnesota Twins,1,0.19679022,0.8032098
8094,Boston Red Sox,Baltimore Orioles,1,0.4064834,0.5935166
6482,Houston Astros,Oakland Athletics,1,0.4081514,0.5918486
6493,Chicago Cubs,New York Mets,0,0.58101624,0.41898376
6378,San Diego Padres,San Francisco Giants,0,0.48114592,0.5188541
1576,New York Yankees,Baltimore Orioles,0,0.4841745,0.5158255
1096,Houston Astros,Tampa Bay Rays,1,0.5407336,0.4592664
4529,Houston Astros,Atlanta Braves,0,0.98771983,0.012280168
8095,New York Yankees,San Francisco Giants,1,0.4064834,0.5935166
5174,Pittsburgh Pirates,San Diego Padres,0,0.44670403,0.55329597
4507,Houston Astros,Atlanta Braves,0,0.98771983,0.012280168
947,Houston Astros,Arizona Diamondbacks,1,0.4106331,0.5893669
5068,Arizona Diamondbacks,New York Mets,1,0.5824001,0.41759995
7282,Los Angeles Angels,Detroit Tigers,1,0.50699466,0.49300534
3495,Cleveland Indians,Detroit Tigers,1,0.48713374,0.51286626
4852,Los Angeles Angels,Houston Astros,1,0.63727874,0.36272126
1909,Colorado Rockies,Houston Astros,1,0.6284194,0.37158057
5480,Kansas City Royals,Chicago White Sox,1,0.6849962,0.3150038
8729,Milwaukee Brewers,Boston Red Sox,0,0.4511447,0.5488553
658,Atlanta Braves,New York Yankees,1,0.4048152,0.5951848
8748,Texas Rangers,Oakland Athletics,1,0.26698893,0.73301107
8387,Los Angeles Angels,Washington Nationals,1,0.20947516,0.79052484
991,Washington Nationals,Philadelphia Phillies,1,0.6116674,0.38833264
7633,Pittsburgh Pirates,Cincinnati Reds,1,0.41292512,0.5870749
221,Tampa Bay Rays,Toronto Blue Jays,0,0.530701,0.46929902
4949,Miami Marlins,Philadelphia Phillies,0,0.55343384,0.44656616
5568,Los Angeles Angels,Oakland Athletics,1,0.38966817,0.61033183
1725,Atlanta Braves,Miami Marlins,0,0.37920958,0.6207904
23,Los Angeles Dodgers,San Francisco Giants,1,0.032570004,0.96743
953,Seattle Mariners,San Diego Padres,0,0.53105533,0.46894467
1569,Seattle Mariners,Chicago White Sox,1,0.46361506,0.53638494
2911,New York Yankees,Kansas City Royals,1,0.34769493,0.65230507
7787,Toronto Blue Jays,Seattle Mariners,0,0.43500793,0.5649921
7012,Baltimore Orioles,Boston Red Sox,0,0.5418694,0.45813063
6507,Houston Astros,New York Yankees,1,0.43563282,0.5643672
7295,Kansas City Royals,Cleveland Guardians,0,0.82756203,0.17243797
1428,Detroit Tigers,Cleveland Indians,1,0.6855633,0.31443667
6580,Chicago Cubs,Pittsburgh Pirates,1,0.47990018,0.5200998
8462,Houston Astros,Texas Rangers,1,0.52353776,0.47646227
4510,Houston Astros,Atlanta Braves,0,0.98771983,0.012280168
5905,Houston Astros,Miami Marlins,1,0.24044687,0.75955313
4833,Atlanta Braves,Cincinnati Reds,1,0.31146157,0.68853843
1330,Toronto Blue Jays,Detroit Tigers,1,0.4166535,0.5833465
5738,Miami Marlins,San Francisco Giants,1,0.4574892,0.5425108
93,Chicago White Sox,Minnesota Twins,0,0.4131074,0.5868926
4374,San Francisco Giants,Los Angeles Dodgers,1,0.42819494,0.57180506
6040,Pittsburgh Pirates,Chicago Cubs,1,0.45409817,0.54590183
4286,Colorado Rockies,Washington Nationals,1,0.44780767,0.55219233
2524,Tampa Bay Rays,Philadelphia Phillies,1,0.44315553,0.5568445
7094,Los Angeles Dodgers,Milwaukee Brewers,1,0.16704851,0.8329515
3120,Minnesota Twins,Chicago White Sox,0,0.42180395,0.57819605
1104,Los Angeles Dodgers,Tampa Bay Rays,1,0.3447681,0.6552319
565,Pittsburgh Pirates,Cleveland Indians,0,0.45136935,0.54863065
8142,Milwaukee Brewers,New York Mets,1,0.42944372,0.5705563
6238,Los Angeles Dodgers,San Diego Padres,1,0.44748992,0.5525101
3094,Minnesota Twins,Chicago White Sox,0,0.5173551,0.48264492
1971,St. Louis Cardinals,Cincinnati Reds,1,0.42180395,0.57819605
5001,Chicago Cubs,Tampa Bay Rays,0,0.44853836,0.55146164
1628,New York Mets,Miami Marlins,0,0.1628713,0.8371287
340,Arizona Diamondbacks,Los Angeles Dodgers,0,0.49058497,0.50941503
6935,Cincinnati Reds,Philadelphia Phillies,0,0.6178285,0.3821715
7205,Chicago White Sox,Kansas City Royals,1,0.44589174,0.55410826
4453,Houston Astros,Atlanta Braves,0,0.98771983,0.012280168
2373,San Diego Padres,Colorado Rockies,1,0.066616595,0.9333834
2430,Colorado Rockies,Arizona Diamondbacks,1,0.5103827,0.4896173
33,Chicago White Sox,Minnesota Twins,0,0.4131074,0.5868926
6786,Detroit Tigers,Tampa Bay Rays,1,0.73152506,0.26847497
7095,Boston Red Sox,Toronto Blue Jays,0,0.6513027,0.34869727
4727,Baltimore Orioles,Philadelphia Phillies,1,0.46195596,0.53804404
2799,Oakland Athletics,Los Angeles Angels,1,0.42180395,0.57819605
2333,Chicago White Sox,Kansas City Royals,1,0.40620005,0.59379995
6065,Milwaukee Brewers,St. Louis Cardinals,1,0.5077145,0.4922855
2849,Seattle Mariners,Tampa Bay Rays,1,0.5270424,0.4729576
4804,Los Angeles Angels,Houston Astros,0,0.3711859,0.6288141
8802,Atlanta Braves,Miami Marlins,1,0.38763142,0.6123686
7916,Houston Astros,Philadelphia Phillies,1,0.022052824,0.9779472
5072,Philadelphia Phillies,Milwaukee Brewers,0,0.40659374,0.59340626
2398,Toronto Blue Jays,Boston Red Sox,0,0.41560555,0.58439445
1225,Los Angeles Dodgers,Tampa Bay Rays,1,0.108905554,0.89109445
4887,Pittsburgh Pirates,Chicago Cubs,0,0.5634193,0.43658072
212,St. Louis Cardinals,Pittsburgh Pirates,1,0.24966729,0.7503327
8321,Detroit Tigers,Boston Red Sox,0,0.38306373,0.61693627
88,Cleveland Indians,Kansas City Royals,1,0.1415211,0.8584789
4010,St. Louis Cardinals,Cincinnati Reds,1,0.5337988,0.4662012
2370,Oakland Athletics,Houston Astros,0,0.5007578,0.49924222
6140,Minnesota Twins,Colorado Rockies,1,0.3067873,0.6932127
6190,Seattle Mariners,Baltimore Orioles,1,0.33362633,0.66637367
1451,Kansas City Royals,Texas Rangers,1,0.5122075,0.48779246
2575,Los Angeles Dodgers,St. Louis Cardinals,0,0.29031074,0.70968926
8538,San Diego Padres,Milwaukee Brewers,0,0.5428974,0.4571026
2328,Pittsburgh Pirates,San Francisco Giants,0,0.50249374,0.49750623
4787,Atlanta Braves,Tampa Bay Rays,1,0.36526144,0.63473856
7274,Cincinnati Reds,Colorado Rockies,1,0.46299195,0.53700805
353,Los Angeles Angels,Houston Astros,0,0.53459483,0.46540517
7655,Minnesota Twins,Chicago White Sox,1,0.33458096,0.66541904
6546,Oakland Athletics,Texas Rangers,1,0.49902028,0.5009797
1561,Oakland Athletics,Los Angeles Dodgers,0,0.43818521,0.5618148
3276,Detroit Tigers,Texas Rangers,1,0.45709854,0.54290146
4361,Los Angeles Dodgers,St. Louis Cardinals,1,0.16020805,0.83979195
1938,Boston Red Sox,Seattle Mariners,0,0.46633828,0.5336617
4250,Colorado Rockies,San Francisco Giants,0,0.53079796,0.46920204
934,Houston Astros,Arizona Diamondbacks,1,0.4106331,0.5893669
7786,St. Louis Cardinals,Philadelphia Phillies,0,0.4064834,0.5935166
8877,Boston Red Sox,Cleveland Guardians,1,0.37453222,0.6254678
505,Houston Astros,Seattle Mariners,1,0.32009506,0.67990494
904,Philadelphia Phillies,New York Mets,0,0.5136157,0.4863843
8637,New York Yankees,Los Angeles Angels,1,0.4511447,0.5488553
8021,New York Yankees,Detroit Tigers,1,0.2906322,0.7093678
3573,Minnesota Twins,Chicago White Sox,1,0.7144985,0.28550145
6850,Philadelphia Phillies,Miami Marlins,1,0.4587801,0.5412199
3356,Kansas City Royals,Chicago White Sox,0,0.6178468,0.3821532
6234,Seattle Mariners,Oakland Athletics,0,0.3921311,0.6078689
8906,Washington Nationals,Pittsburgh Pirates,0,0.5941082,0.4058918
17,Los Angeles Dodgers,San Francisco Giants,1,0.08362508,0.9163749
5079,San Diego Padres,Los Angeles Dodgers,0,0.49410874,0.50589126
5444,Colorado Rockies,Kansas City Royals,1,0.4574892,0.5425108
7895,Houston Astros,Philadelphia Phillies,1,0.022052824,0.9779472
6111,Tampa Bay Rays,Pittsburgh Pirates,1,0.40434462,0.5956554
4192,Milwaukee Brewers,St. Louis Cardinals,0,0.5392898,0.46071023
3426,San Diego Padres,Colorado Rockies,1,0.3686837,0.6313163
6858,Colorado Rockies,St. Louis Cardinals,0,0.6164923,0.38350776
2810,Los Angeles Angels,Detroit Tigers,1,0.1787076,0.8212924
1424,Boston Red Sox,Atlanta Braves,0,0.42751122,0.5724888
4914,Arizona Diamondbacks,Houston Astros,0,0.59183925,0.40816075
2403,Atlanta Braves,Pittsburgh Pirates,1,0.3432238,0.6567762
8809,Minnesota Twins,New York Yankees,0,0.39689463,0.60310537
3291,Boston Red Sox,New York Yankees,1,0.44944465,0.55055535
1849,Miami Marlins,San Francisco Giants,1,0.43818521,0.5618148
5076,Houston Astros,Toronto Blue Jays,0,0.7130487,0.2869513
2245,Pittsburgh Pirates,Cincinnati Reds,0,0.4887498,0.5112502
7660,Seattle Mariners,Texas Rangers,1,0.38008118,0.6199188
8104,Los Angeles Dodgers,Arizona Diamondbacks,0,0.4064834,0.5935166
1714,San Francisco Giants,Cincinnati Reds,0,0.43818521,0.5618148
5610,Houston Astros,Cleveland Guardians,1,0.37138933,0.6286107
1731,Houston Astros,Detroit Tigers,0,0.37920958,0.6207904
4935,Chicago White Sox,Tampa Bay Rays,1,0.47364426,0.52635574
3376,Los Angeles Angels,Colorado Rockies,1,0.4418149,0.5581851
3952,New York Yankees,Toronto Blue Jays,0,0.45835942,0.5416406
4395,Chicago White Sox,Houston Astros,0,0.4039269,0.5960731
5749,Oakland Athletics,Boston Red Sox,0,0.51928806,0.48071194
5644,Minnesota Twins,Kansas City Royals,0,0.47164458,0.5283554
4452,Houston Astros,Atlanta Braves,0,0.98771983,0.012280168
360,New York Yankees,Philadelphia Phillies,1,0.14552641,0.8544736
1460,Miami Marlins,Tampa Bay Rays,0,0.47735322,0.5226468
1118,Los Angeles Dodgers,Tampa Bay Rays,1,0.108905554,0.89109445
2032,Milwaukee Brewers,Miami Marlins,0,0.4504745,0.5495255
8738,Philadelphia Phillies,Colorado Rockies,1,0.201882,0.798118
4960,Milwaukee Brewers,St. Louis Cardinals,0,0.49624932,0.5037507
1106,Tampa Bay Rays,Los Angeles Dodgers,0,0.52551234,0.47448766
1190,Los Angeles Dodgers,Tampa Bay Rays,1,0.108905554,0.89109445
5694,Philadelphia Phillies,San Francisco Giants,0,0.5599376,0.4400624
8327,Minnesota Twins,Houston Astros,0,0.43643868,0.5635613
3955,Chicago Cubs,Cincinnati Reds,1,0.6134584,0.38654158
5328,Los Angeles Angels,Washington Nationals,1,0.33268827,0.6673117
8562,Kansas City Royals,Texas Rangers,0,0.6441461,0.3558539
6610,Arizona Diamondbacks,San Francisco Giants,1,0.387079,0.612921
2624,Kansas City Royals,Minnesota Twins,0,0.45811546,0.54188454
3504,Milwaukee Brewers,San Francisco Giants,0,0.47889417,0.5211058
8587,Chicago White Sox,Philadelphia Phillies,0,0.58885866,0.41114134
7216,Arizona Diamondbacks,Milwaukee Brewers,1,0.5733502,0.42664978
1604,Toronto Blue Jays,Los Angeles Angels,0,0.44594562,0.5540544
4205,San Diego Padres,San Francisco Giants,0,0.41354764,0.58645236
8397,Colorado Rockies,St. Louis Cardinals,0,0.69472045,0.30527955
3511,Chicago Cubs,Chicago White Sox,0,0.69466877,0.30533126
6258,Los Angeles Dodgers,San Diego Padres,0,0.3420875,0.6579125
519,Colorado Rockies,Texas Rangers,0,0.32796514,0.67203486
6590,Los Angeles Dodgers,Washington Nationals,0,0.24382961,0.7561704
4570,St. Louis Cardinals,Houston Astros,1,0.40308797,0.596912
2144,Minnesota Twins,Texas Rangers,1,0.40135944,0.59864056
7791,St. Louis Cardinals,Philadelphia Phillies,0,0.41606402,0.583936
308,Minnesota Twins,Cleveland Indians,0,0.50481653,0.49518347
185,Chicago Cubs,Milwaukee Brewers,1,0.3378762,0.6621238
2662,Pittsburgh Pirates,Los Angeles Dodgers,0,0.61623037,0.3837696
1227,Los Angeles Dodgers,Tampa Bay Rays,1,0.108905554,0.89109445
5038,Miami Marlins,St. Louis Cardinals,0,0.43367487,0.5663251
7439,Texas Rangers,Oakland Athletics,0,0.32418483,0.67581517
7391,Seattle Mariners,Atlanta Braves,1,0.4774897,0.5225103
5678,San Diego Padres,Pittsburgh Pirates,1,0.45468265,0.54531735
1074,San Diego Padres,St. Louis Cardinals,1,0.36054116,0.63945884
7473,St. Louis Cardinals,Cincinnati Reds,1,0.18084854,0.81915146
7409,Washington Nationals,Baltimore Orioles,0,0.68052113,0.31947887
1251,Detroit Tigers,Philadelphia Phillies,0,0.49196666,0.50803334
7106,Oakland Athletics,New York Yankees,0,0.58980256,0.41019744
7102,Seattle Mariners,Cleveland Guardians,1,0.6360887,0.36391124
1155,Los Angeles Dodgers,Tampa Bay Rays,1,0.108905554,0.89109445
3057,Pittsburgh Pirates,Milwaukee Brewers,0,0.5763173,0.42368272
8222,Houston Astros,Detroit Tigers,0,0.22526252,0.7747375
6846,San Diego Padres,San Francisco Giants,1,0.47678822,0.5232118
7811,Houston Astros,Seattle Mariners,1,0.3728093,0.6271907
8545,Cincinnati Reds,Tampa Bay Rays,1,0.8227597,0.17724033
4231,Cincinnati Reds,Washington Nationals,1,0.301553,0.698447
3905,Cincinnati Reds,Detroit Tigers,0,0.41077012,0.5892299
6500,San Diego Padres,Arizona Diamondbacks,1,0.95740795,0.042592052
3396,San Diego Padres,Colorado Rockies,0,0.42613155,0.57386845
7291,Philadelphia Phillies,Miami Marlins,1,0.16011268,0.8398873
1196,Los Angeles Dodgers,Tampa Bay Rays,1,0.108905554,0.89109445
6504,Miami Marlins,Texas Rangers,0,0.49890327,0.5010967
6522,Los Angeles Dodgers,San Francisco Giants,1,0.3933881,0.6066119
3409,Tampa Bay Rays,Boston Red Sox,1,0.46468842,0.5353116
8012,New York Yankees,Detroit Tigers,1,0.2906322,0.7093678
7024,Colorado Rockies,San Francisco Giants,0,0.6935208,0.30647925
5078,San Diego Padres,Los Angeles Dodgers,1,0.49410874,0.50589126
7413,Texas Rangers,Oakland Athletics,1,0.37969238,0.6203076
245,Boston Red Sox,Baltimore Orioles,0,0.59102964,0.40897036
1622,Texas Rangers,San Diego Padres,0,0.43818521,0.5618148
5933,Arizona Diamondbacks,Cincinnati Reds,0,0.48607534,0.51392466
3148,Seattle Mariners,Los Angeles Angels,1,0.5289053,0.47109476
6296,Chicago White Sox,Minnesota Twins,0,0.49890327,0.5010967
4262,Detroit Tigers,Chicago White Sox,0,0.5538614,0.44613862
3858,Los Angeles Dodgers,Atlanta Braves,1,0.42613155,0.57386845
6591,Los Angeles Dodgers,Washington Nationals,1,0.24382961,0.7561704
8060,Miami Marlins,New York Mets,0,0.50903785,0.49096212
2297,Seattle Mariners,Cleveland Indians,1,0.5173551,0.48264492
756,San Francisco Giants,Arizona Diamondbacks,0,0.39412844,0.60587156
437,Milwaukee Brewers,Cincinnati Reds,1,0.34952426,0.65047574
