,median,mean,range
2304,-10.0,-8.013513513513514,245.0
2305,-8.5,-10.72972972972973,384.0
2306,-7.25,-11.83108108108108,360.0
2307,-7.25,-8.93918918918919,272.0
2308,-7.25,-8.66891891891892,285.0
2309,-109.0,-70.22972972972973,243.0
2310,-7.25,-8.614864864864865,263.0
2311,-8.5,-9.054054054054054,284.0
2312,-8.5,-9.054054054054054,284.0
2313,-6.0,-8.04054054054054,250.0
2314,-8.5,-8.405405405405405,248.0
2315,-7.25,-10.56081081081081,329.0
2316,-7.25,-11.641891891891891,388.0
2317,-7.25,-11.641891891891891,388.0
2318,-7.25,-11.614864864864865,359.0
2319,-7.25,-11.614864864864865,359.0
2320,-7.25,-8.614864864864865,259.0
2321,-7.25,-8.614864864864865,259.0
2322,-108.0,-43.28378378378378,243.0
2323,-108.0,-43.28378378378378,243.0
2324,-109.0,-27.175675675675677,245.0
2325,-109.0,-27.175675675675677,245.0
2326,-8.5,-8.405405405405405,245.0
2327,-8.5,-8.405405405405405,245.0
2328,-7.25,-10.182432432432432,325.0
2329,-7.25,-9.777027027027026,309.0
2330,-7.25,-8.722972972972974,271.0
2331,-110.0,-75.66216216216216,243.0
2332,-7.25,-11.858108108108109,366.0
2333,-7.25,-9.83108108108108,332.0
2334,-110.0,-75.52702702702703,243.0
2335,-110.0,-75.52702702702703,243.0
2336,-7.25,-10.128378378378379,339.0
2337,-107.5,-53.810810810810814,243.0
2338,-107.5,-53.810810810810814,243.0
2339,-8.5,-8.837837837837839,253.0
2340,-8.5,-8.837837837837839,253.0
2341,-9.0,-8.256756756756756,245.0
2342,-110.0,-21.85135135135135,245.0
2343,-7.25,-8.722972972972974,289.0
2344,-7.25,-9.182432432432432,274.0
2345,-108.0,-75.6891891891892,243.0
2346,-7.25,-19.533783783783782,548.0
2347,-7.25,-8.75,268.0
2348,-8.5,-11.324324324324325,402.0
2349,-7.25,-10.695945945945946,331.0
2350,-8.5,-8.216216216216216,249.0
2351,-108.0,-21.5,243.0
2352,-7.25,-9.263513513513514,296.0
2353,-7.25,-8.858108108108109,279.0
2354,-108.5,-70.24324324324324,245.0
2355,-109.5,-54.24324324324324,243.0
2356,-8.5,-8.675675675675675,258.0
2357,-7.25,-10.56081081081081,335.0
2358,-108.0,-75.12162162162163,243.0
2359,-8.5,-8.837837837837839,265.0
2360,-10.0,-8.094594594594595,243.0
2361,-7.25,-14.75,455.0
2362,-7.25,-14.75,455.0
2363,-8.5,-8.702702702702704,362.0
2364,-7.0,-8.364864864864865,247.0
2365,-9.0,-8.391891891891891,247.0
2366,-110.0,-16.41891891891892,245.0
2367,-7.25,-9.074324324324325,304.0
2368,-7.25,-14.182432432432432,445.0
2369,-7.25,-9.29054054054054,283.0
2370,-108.0,-64.93243243243244,245.0
2371,-108.0,-64.93243243243244,245.0
2372,-7.25,-15.425675675675675,508.0
2373,-7.25,-15.425675675675675,508.0
2374,-7.25,-10.641891891891891,339.0
2375,-8.5,-8.91891891891892,250.0
2376,-8.5,-8.91891891891892,250.0
2377,-8.5,-8.91891891891892,250.0
2378,-7.25,-8.722972972972974,274.0
2379,-10.0,-8.41891891891892,245.0
2380,-8.5,-8.35135135135135,279.0
2381,-8.5,-8.405405405405405,261.0
2382,-110.0,-16.527027027027028,245.0
2383,-8.5,-8.378378378378379,245.0
2384,-8.5,-8.486486486486486,314.0
2385,-110.0,-16.527027027027028,245.0
2386,-8.5,-8.405405405405405,261.0
2387,-8.5,-8.378378378378379,245.0
2388,-8.5,-8.972972972972974,402.0
2389,-8.5,-8.972972972972974,402.0
2390,-8.5,-9.675675675675675,598.0
2391,-7.25,-8.777027027027026,270.0
2392,-7.25,-8.722972972972974,250.0
2393,-7.25,-8.722972972972974,250.0
2394,-7.25,-11.722972972972974,370.0
2395,-107.5,-21.91891891891892,243.0
2396,-107.5,-21.91891891891892,243.0
2397,-10.0,-8.5,245.0
2398,-7.25,-9.20945945945946,264.0
2399,-8.5,-8.432432432432432,263.0
2400,-7.25,-9.56081081081081,307.0
2401,-8.5,-8.54054054054054,296.0
2402,-109.5,-32.648648648648646,243.0
2403,-7.25,-11.263513513513514,370.0
2404,-110.0,-64.58108108108108,243.0
2405,-7.25,-9.641891891891891,301.0
2406,-110.0,-16.14864864864865,243.0
2407,-110.0,-16.14864864864865,243.0
2408,-6.25,-8.317567567567568,250.0
2409,-6.25,-8.317567567567568,250.0
2410,-7.25,-9.722972972972974,304.0
2411,-7.25,-9.722972972972974,304.0
2412,-108.5,-27.08108108108108,243.0
2413,-7.25,-8.533783783783784,296.0
2414,-7.25,-8.533783783783784,296.0
2415,-7.25,-14.155405405405405,423.0
2416,-7.25,-11.506756756756756,407.0
2417,-8.5,-9.135135135135135,272.0
2418,-8.5,-9.135135135135135,272.0
2419,-7.5,-7.972972972972973,245.0
2420,-7.25,-12.20945945945946,374.0
2421,-7.25,-9.804054054054054,309.0
2422,-7.25,-12.074324324324325,392.0
2423,-7.25,-12.074324324324325,392.0
2424,-7.25,-8.966216216216216,274.0
2425,-7.25,-8.695945945945946,288.0
2426,-7.25,-8.695945945945946,288.0
2427,-7.25,-10.20945945945946,342.0
2428,-108.5,-64.83783783783784,243.0
2429,-108.5,-64.83783783783784,243.0
2430,-105.5,-54.054054054054056,243.0
2431,-105.5,-54.054054054054056,243.0
2432,-7.25,-8.587837837837839,264.0
2433,-110.0,-38.229729729729726,243.0
2434,-8.5,-10.756756756756756,414.0
2435,-8.5,-10.756756756756756,414.0
2436,-8.5,-9.162162162162161,365.0
2437,-7.25,-9.39864864864865,284.0
2438,-7.25,-10.93918918918919,332.0
2439,-7.25,-9.506756756756756,293.0
2440,-7.25,-8.506756756756756,259.0
2441,-108.0,-54.013513513513516,243.0
2442,-108.0,-54.013513513513516,243.0
2443,-8.5,-13.162162162162161,450.0
2444,-8.5,-13.162162162162161,450.0
2445,-7.25,-8.56081081081081,263.0
2446,-7.25,-8.371621621621621,264.0
2447,-9.0,-8.256756756756756,252.0
2448,-7.25,-12.29054054054054,367.0
2449,-9.0,-8.5,250.0
2450,-7.25,-8.858108108108109,273.0
2451,-7.25,-11.371621621621621,388.0
2452,-7.5,-8.702702702702704,250.0
2453,-7.25,-10.47972972972973,323.0
2454,-110.0,-48.71621621621622,243.0
2455,-7.25,-10.452702702702704,320.0
2456,-7.25,-8.641891891891891,274.0
2457,-6.5,-8.0,243.0
2458,-109.0,-69.85135135135135,243.0
2459,-9.0,-8.175675675675675,245.0
2460,-7.25,-11.128378378378379,368.0
2461,-7.25,-10.777027027027026,337.0
2462,-7.25,-12.587837837837839,357.0
2463,-7.5,-8.18918918918919,243.0
2464,-7.5,-8.18918918918919,243.0
2465,-7.25,-9.722972972972974,302.0
2466,-7.25,-9.722972972972974,302.0
2467,-9.5,-8.513513513513514,243.0
2468,-8.5,-8.216216216216216,257.0
2469,-7.25,-8.885135135135135,282.0
2470,-109.5,-21.783783783783782,243.0
2471,-7.25,-12.47972972972973,415.0
2472,-7.25,-8.75,268.0
2473,-7.25,-8.75,268.0
2474,-7.25,-17.344594594594593,529.0
2475,-7.25,-10.047297297297296,333.0
2476,-7.25,-10.047297297297296,333.0
2477,-8.5,-9.108108108108109,339.0
2478,-7.25,-11.777027027027026,388.0
2479,-7.25,-11.804054054054054,402.0
2480,-7.25,-11.804054054054054,402.0
2481,-7.25,-8.93918918918919,273.0
2482,-7.25,-8.83108108108108,264.0
2484,-9.0,-8.256756756756756,247.0
2486,-7.25,-14.20945945945946,415.0
2487,-7.25,-8.722972972972974,277.0
2488,-7.25,-8.722972972972974,277.0
2489,-8.5,-8.486486486486486,257.0
2490,-9.0,-8.14864864864865,245.0
2491,-8.5,-8.54054054054054,245.0
2492,-8.5,-8.54054054054054,245.0
2493,-8.5,-8.567567567567568,250.0
2494,-8.5,-8.405405405405405,245.0
2495,-7.25,-9.236486486486486,284.0
2496,-7.25,-8.56081081081081,274.0
2497,-8.5,-8.405405405405405,245.0
2498,-8.5,-8.405405405405405,245.0
2499,-7.25,-11.371621621621621,349.0
2500,-7.25,-10.614864864864865,327.0
2501,-7.25,-14.75,473.0
2502,-7.25,-8.695945945945946,291.0
2503,-9.0,-7.986486486486487,243.0
2504,-109.0,-75.60810810810811,243.0
2505,-7.0,-8.364864864864865,245.0
2507,-7.25,-9.66891891891892,320.0
2509,-7.25,-15.02027027027027,498.0
2510,-7.25,-9.75,311.0
2511,-7.25,-9.641891891891891,307.0
2512,-7.25,-9.20945945945946,296.0
2513,-7.25,-9.20945945945946,296.0
2515,-110.0,-70.3108108108108,243.0
2516,-110.0,-70.3108108108108,243.0
2518,-7.25,-14.56081081081081,433.0
2519,-7.25,-14.56081081081081,433.0
2520,-7.25,-11.587837837837839,370.0
2521,-7.25,-11.587837837837839,370.0
2522,-9.5,-8.027027027027026,243.0
2523,-110.5,-16.35135135135135,243.0
2524,-108.5,-37.648648648648646,243.0
2525,-108.5,-21.37837837837838,243.0
2526,-7.25,-8.804054054054054,288.0
2527,-7.25,-8.804054054054054,288.0
2528,-7.25,-8.344594594594595,279.0
2529,-7.25,-8.344594594594595,279.0
2530,-7.25,-9.02027027027027,294.0
2532,-7.25,-8.533783783783784,279.0
2533,-110.0,-64.71621621621621,243.0
2534,-110.0,-64.71621621621621,243.0
2535,-7.25,-9.02027027027027,296.0
2536,-7.25,-9.02027027027027,296.0
2537,-7.25,-12.29054054054054,388.0
2538,-7.25,-12.29054054054054,388.0
2539,-8.5,-9.108108108108109,323.0
2540,-8.5,-8.486486486486486,247.0
2541,-8.5,-8.486486486486486,247.0
2542,-7.25,-8.39864864864865,263.0
2544,-7.25,-15.47972972972973,478.0
2545,-105.5,-64.35135135135135,243.0
2546,-108.0,-69.9054054054054,243.0
2547,-7.25,-9.777027027027026,311.0
2548,-7.25,-11.263513513513514,355.0
2549,-7.25,-9.56081081081081,314.0
2550,-7.25,-9.56081081081081,314.0
2551,-109.5,-15.891891891891891,243.0
2553,-5.5,-8.18918918918919,245.0
2554,-5.5,-8.18918918918919,245.0
2555,-7.5,-7.945945945945946,245.0
2556,-8.5,-8.972972972972974,306.0
2557,-108.5,-81.0,243.0
2558,-7.25,-10.858108108108109,337.0
2559,-7.25,-9.02027027027027,274.0
2560,-7.25,-8.83108108108108,268.0
2561,-7.25,-11.155405405405405,341.0
2562,-7.25,-11.858108108108109,362.0
2563,-107.5,-15.945945945945946,243.0
2564,-109.0,-59.41891891891892,243.0
2565,-7.25,-10.641891891891891,365.0
2566,-8.5,-9.891891891891891,342.0
2567,-7.25,-8.533783783783784,268.0
2568,-7.25,-9.75,329.0
2569,-108.5,-26.72972972972973,243.0
2570,-109.5,-48.13513513513514,243.0
2571,-109.5,-48.13513513513514,243.0
2572,-7.25,-9.182432432432432,314.0
2573,-10.0,-8.31081081081081,245.0
2574,-10.0,-8.31081081081081,245.0
2575,-7.25,-12.047297297297296,365.0
2576,-9.5,-8.054054054054054,248.0
2577,-7.25,-11.344594594594595,366.0
2578,-7.25,-10.10135135135135,339.0
2579,-9.5,-8.08108108108108,243.0
2580,-109.5,-69.89189189189189,243.0
2581,-7.25,-9.614864864864865,307.0
2582,-7.25,-8.966216216216216,284.0
2583,-7.25,-9.425675675675675,322.0
2584,-108.5,-75.64864864864865,243.0
2585,-108.5,-75.64864864864865,243.0
2587,-8.5,-8.27027027027027,251.0
2588,-7.25,-9.074324324324325,300.0
2589,-7.25,-8.858108108108109,285.0
2590,-7.25,-8.858108108108109,285.0
2591,-108.5,-64.51351351351352,243.0
2592,-108.5,-64.51351351351352,243.0
2593,-7.25,-15.29054054054054,478.0
2594,-7.25,-9.047297297297296,289.0
2595,-8.5,-8.837837837837839,305.0
2596,-8.5,-8.972972972972974,312.0
2598,-105.5,-80.45945945945945,243.0
2599,-105.5,-80.45945945945945,243.0
2600,-7.25,-8.83108108108108,264.0
2601,-7.25,-8.83108108108108,264.0
2602,-7.25,-14.66891891891892,428.0
2603,-7.25,-8.912162162162161,304.0
2604,-7.25,-8.614864864864865,265.0
2605,-7.25,-11.074324324324325,351.0
2606,-8.5,-8.891891891891891,347.0
2607,-110.0,-48.554054054054056,243.0
2608,-110.0,-48.554054054054056,243.0
2609,-8.5,-8.432432432432432,247.0
2610,-108.5,-37.75675675675676,243.0
2611,-109.5,-48.7027027027027,243.0
2612,-9.0,-8.527027027027026,250.0
2613,-108.0,-64.52702702702703,243.0
2614,-6.5,-7.837837837837838,245.0
2615,-9.0,-8.175675675675675,261.0
2616,-7.25,-10.56081081081081,331.0
2617,-7.25,-10.56081081081081,331.0
2618,-7.25,-9.074324324324325,270.0
2619,-7.25,-9.074324324324325,270.0
2620,-8.5,-10.108108108108109,348.0
2621,-8.5,-10.81081081081081,391.0
2622,-8.5,-10.81081081081081,391.0
2623,-106.5,-37.21621621621622,243.0
2624,-106.5,-37.21621621621622,243.0
2625,-10.0,-8.256756756756756,247.0
2626,-7.25,-9.10135135135135,289.0
2627,-107.0,-64.58108108108108,243.0
2628,-6.5,-7.972972972972973,251.0
2629,-7.25,-8.425675675675675,261.0
2630,-7.25,-9.722972972972974,314.0
2631,-7.25,-9.722972972972974,314.0
2632,-7.25,-17.533783783783782,498.0
2633,-7.25,-17.533783783783782,498.0
2634,-7.25,-15.506756756756756,455.0
2635,-7.25,-15.506756756756756,455.0
2636,-7.25,-8.695945945945946,268.0
2637,-7.25,-8.371621621621621,261.0
2638,-7.25,-8.371621621621621,261.0
2639,-7.25,-11.452702702702704,354.0
2640,-7.25,-11.452702702702704,354.0
2641,-7.25,-8.452702702702704,270.0
2642,-7.25,-8.452702702702704,270.0
2643,-107.5,-37.4054054054054,243.0
2644,-107.5,-37.4054054054054,243.0
2645,-7.25,-8.641891891891891,268.0
2646,-7.5,-7.756756756756757,245.0
2647,-7.25,-15.858108108108109,460.0
2648,-108.0,-75.33783783783784,243.0
2649,-7.25,-8.452702702702704,261.0
2650,-7.25,-8.966216216216216,302.0
2651,-7.25,-8.912162162162161,279.0
2652,-7.25,-8.912162162162161,279.0
2653,-108.0,-75.44594594594595,243.0
2654,-108.0,-75.44594594594595,243.0
2655,-7.25,-15.20945945945946,428.0
2656,-108.5,-32.21621621621622,243.0
2657,-106.5,-27.27027027027027,245.0
2658,-8.5,-8.486486486486486,256.0
2659,-7.25,-8.722972972972974,286.0
2660,-7.5,-8.27027027027027,245.0
2661,-7.25,-8.074324324324325,261.0
2662,-7.25,-11.506756756756756,370.0
2663,-7.25,-9.75,314.0
2664,-7.25,-8.317567567567568,268.0
2665,-108.0,-26.716216216216218,245.0
2666,-7.25,-8.75,274.0
2667,-7.25,-8.75,274.0
2668,-109.5,-38.0,245.0
2669,-7.25,-9.047297297297296,304.0
2670,-7.25,-9.56081081081081,325.0
2671,-7.25,-8.93918918918919,289.0
2672,-7.25,-10.722972972972974,351.0
2673,-7.25,-10.722972972972974,351.0
2674,-5.0,-8.013513513513514,245.0
2675,-7.25,-11.20945945945946,368.0
2676,-8.5,-8.162162162162161,250.0
2677,-7.25,-12.47972972972973,402.0
2678,-7.25,-14.02027027027027,417.0
2679,-7.25,-14.02027027027027,417.0
2680,-7.25,-9.155405405405405,291.0
2681,-8.5,-8.378378378378379,250.0
2682,-7.25,-8.966216216216216,270.0
2683,-105.5,-37.486486486486484,243.0
2684,-7.5,-8.35135135135135,250.0
2685,-7.25,-9.39864864864865,304.0
2686,-108.0,-70.25675675675676,245.0
2687,-108.0,-70.25675675675676,245.0
2688,-7.25,-10.425675675675675,327.0
2689,-7.25,-9.236486486486486,291.0
2690,-7.25,-10.858108108108109,365.0
2691,-8.5,-8.432432432432432,249.0
2692,-7.25,-8.56081081081081,259.0
2693,-7.25,-13.641891891891891,423.0
2694,-7.25,-13.641891891891891,423.0
2695,-8.5,-10.864864864864865,448.0
2696,-8.5,-10.864864864864865,448.0
2697,-6.5,-7.918918918918919,245.0
2698,-7.25,-8.371621621621621,269.0
2699,-7.25,-14.885135135135135,433.0
2700,-106.5,-31.91891891891892,243.0
2701,-7.25,-9.506756756756756,304.0
2702,-7.25,-14.83108108108108,438.0
2703,-110.0,-21.60810810810811,243.0
2705,-8.5,-8.45945945945946,275.0
2706,-105.0,-43.2027027027027,245.0
2707,-7.25,-8.29054054054054,261.0
2708,-7.25,-11.074324324324325,333.0
2709,-7.25,-10.155405405405405,331.0
2710,-7.25,-19.966216216216218,588.0
2711,-7.25,-19.966216216216218,588.0
2712,-7.25,-9.83108108108108,311.0
2713,-7.25,-8.533783783783784,270.0
2714,-7.25,-8.533783783783784,270.0
2715,-7.25,-23.85810810810811,680.0
2716,-7.25,-11.695945945945946,360.0
2717,-7.25,-8.966216216216216,274.0
2718,-7.25,-8.966216216216216,274.0
2719,-8.5,-10.486486486486486,340.0
2720,-8.5,-13.675675675675675,450.0
2721,-8.5,-9.35135135135135,307.0
2722,-8.5,-9.35135135135135,307.0
2723,-8.5,-8.675675675675675,256.0
2724,-7.25,-9.317567567567568,307.0
2725,-7.25,-9.317567567567568,307.0
2726,-7.25,-10.912162162162161,342.0
2727,-7.25,-8.66891891891892,268.0
2728,-7.25,-21.29054054054054,583.0
2729,-7.25,-21.29054054054054,583.0
2730,-7.25,-8.506756756756756,252.0
2731,-7.5,-8.162162162162161,245.0
2732,-7.0,-8.175675675675675,245.0
2733,-7.25,-9.858108108108109,334.0
2734,-106.5,-53.810810810810814,243.0
2735,-106.5,-53.810810810810814,243.0
2736,-7.25,-21.506756756756758,615.0
2737,-7.25,-21.506756756756758,615.0
2738,-7.25,-12.47972972972973,450.0
2739,-7.25,-8.452702702702704,266.0
2740,-7.25,-16.425675675675677,488.0
2741,-7.25,-8.533783783783784,250.0
2742,-7.25,-12.047297297297296,384.0
2743,-7.25,-8.885135135135135,279.0
2744,-7.25,-18.506756756756758,503.0
2745,-7.25,-18.506756756756758,503.0
2746,-8.5,-8.891891891891891,279.0
2747,-107.0,-15.797297297297296,243.0
2748,-7.25,-12.993243243243244,405.0
2749,-7.25,-8.344594594594595,259.0
2750,-8.5,-9.513513513513514,344.0
2751,-8.5,-11.08108108108108,455.0
2752,-8.5,-8.405405405405405,256.0
2753,-7.25,-9.695945945945946,314.0
2754,-110.0,-16.094594594594593,243.0
2755,-8.5,-8.54054054054054,250.0
2756,-7.25,-9.425675675675675,302.0
2757,-106.0,-75.58108108108108,243.0
2758,-7.25,-8.695945945945946,268.0
2759,-7.25,-9.641891891891891,322.0
2760,-7.25,-9.75,322.0
2761,-7.25,-11.128378378378379,339.0
2762,-7.25,-8.20945945945946,254.0
2763,-7.25,-8.722972972972974,314.0
2764,-110.0,-43.04054054054054,245.0
2765,-8.5,-9.91891891891892,400.0
2766,-7.25,-10.317567567567568,325.0
2767,-7.25,-8.858108108108109,286.0
2768,-106.0,-75.39189189189189,243.0
2769,-7.25,-11.047297297297296,341.0
2770,-110.0,-75.6891891891892,243.0
2771,-110.0,-75.6891891891892,243.0
2772,-108.5,-26.89189189189189,243.0
2773,-108.5,-26.89189189189189,243.0
2774,-7.25,-15.587837837837839,473.0
2775,-7.25,-15.587837837837839,473.0
2776,-7.25,-11.56081081081081,351.0
2777,-7.25,-9.02027027027027,286.0
2778,-7.25,-9.02027027027027,286.0
2779,-7.25,-12.344594594594595,383.0
2780,-108.5,-70.56756756756756,243.0
2781,-108.5,-70.56756756756756,243.0
2782,-8.5,-8.432432432432432,249.0
2783,-8.5,-8.432432432432432,249.0
2784,-107.5,-64.91891891891892,243.0
2785,-9.0,-8.094594594594595,247.0
2786,-7.25,-10.236486486486486,322.0
2787,-7.25,-9.993243243243244,330.0
2788,-7.25,-9.614864864864865,307.0
2789,-7.25,-9.20945945945946,294.0
2790,-7.25,-9.20945945945946,294.0
2791,-7.25,-16.29054054054054,473.0
2792,-7.25,-8.966216216216216,292.0
2793,-7.25,-8.966216216216216,292.0
2794,-6.0,-7.905405405405405,243.0
2795,-6.0,-7.905405405405405,243.0
2796,-7.25,-11.56081081081081,365.0
2797,-7.25,-11.56081081081081,365.0
2798,-8.5,-8.513513513513514,253.0
2799,-8.5,-8.513513513513514,253.0
2800,-7.25,-9.02027027027027,291.0
2801,-7.25,-11.533783783783784,351.0
2802,-7.25,-11.533783783783784,351.0
2803,-7.5,-8.27027027027027,247.0
2804,-8.5,-8.864864864864865,307.0
2805,-7.25,-8.66891891891892,265.0
2806,-7.25,-11.236486486486486,366.0
2807,-7.25,-8.722972972972974,265.0
2808,-7.25,-9.56081081081081,322.0
2809,-7.25,-11.263513513513514,347.0
2810,-7.25,-15.263513513513514,445.0
2811,-7.25,-10.66891891891892,329.0
2812,-7.25,-12.75,413.0
2813,-7.25,-12.75,413.0
2814,-9.0,-8.283783783783784,245.0
2815,-8.5,-8.783783783783784,299.0
2816,-109.5,-43.24324324324324,243.0
2817,-7.25,-8.83108108108108,277.0
2818,-7.25,-11.074324324324325,347.0
2819,-7.25,-10.182432432432432,325.0
2820,-7.25,-10.182432432432432,325.0
2821,-109.0,-59.36486486486486,243.0
2822,-109.0,-59.36486486486486,243.0
2823,-7.25,-11.371621621621621,370.0
2824,-7.25,-14.39864864864865,412.0
2825,-7.5,-8.378378378378379,261.0
2826,-7.5,-8.378378378378379,261.0
2827,-7.25,-13.263513513513514,411.0
2828,-7.25,-13.263513513513514,411.0
2829,-108.5,-32.270270270270274,243.0
2830,-8.5,-8.837837837837839,315.0
2831,-8.5,-8.405405405405405,266.0
2832,-8.5,-11.0,455.0
2833,-10.0,-8.364864864864865,250.0
2834,-109.5,-37.75675675675676,243.0
2835,-109.5,-37.75675675675676,243.0
2836,-7.25,-8.66891891891892,263.0
2838,-7.25,-11.20945945945946,346.0
2839,-7.5,-8.243243243243244,247.0
2840,-7.5,-8.243243243243244,247.0
2841,-109.0,-75.55405405405405,243.0
2842,-109.0,-75.55405405405405,243.0
2843,-7.25,-13.371621621621621,423.0
2844,-7.25,-13.371621621621621,423.0
2845,-7.25,-13.83108108108108,420.0
2846,-7.25,-13.83108108108108,420.0
2847,-106.5,-16.135135135135137,243.0
2848,-106.5,-16.135135135135137,243.0
2849,-7.25,-8.614864864864865,272.0
2850,-7.25,-8.614864864864865,272.0
2851,-5.5,-8.513513513513514,250.0
2852,-5.5,-8.513513513513514,250.0
2853,-5.0,-7.986486486486487,243.0
2854,-8.5,-8.432432432432432,252.0
2855,-7.25,-8.75,268.0
2856,-7.25,-12.83108108108108,407.0
2857,-7.25,-8.641891891891891,293.0
2858,-7.25,-8.93918918918919,274.0
2859,-7.5,-8.054054054054054,243.0
2860,-7.5,-8.324324324324325,248.0
2861,-7.25,-9.047297297297296,282.0
2862,-7.25,-9.614864864864865,307.0
2863,-7.25,-8.722972972972974,268.0
2864,-7.25,-8.722972972972974,268.0
2865,-7.25,-9.858108108108109,322.0
2866,-7.25,-9.858108108108109,322.0
2867,-7.25,-10.236486486486486,326.0
2868,-7.25,-10.236486486486486,326.0
2869,-8.5,-9.405405405405405,366.0
2870,-8.5,-9.405405405405405,366.0
2871,-7.25,-10.47972972972973,340.0
2872,-7.25,-8.587837837837839,280.0
2873,-6.25,-8.587837837837839,250.0
2874,-10.0,-7.9324324324324325,244.0
2875,-5.0,-8.202702702702704,250.0
2876,-9.0,-8.013513513513514,245.0
2877,-9.0,-8.013513513513514,245.0
2878,-8.5,-248.02702702702703,11113.0
2879,-7.25,-10.858108108108109,343.0
2880,-7.25,-20.0472972972973,588.0
2881,-108.5,-48.648648648648646,243.0
2882,-10.0,-8.337837837837839,248.0
2883,-10.0,-8.337837837837839,248.0
2884,-7.25,-12.425675675675675,388.0
2885,-106.0,-75.41891891891892,243.0
2886,-107.0,-43.067567567567565,243.0
2887,-8.5,-9.432432432432432,284.0
2888,-8.5,-8.378378378378379,256.0
2889,-8.5,-8.378378378378379,256.0
2890,-7.25,-9.75,327.0
2891,-7.25,-9.75,327.0
2892,-109.5,-16.027027027027028,243.0
2893,-7.25,-9.344594594594595,304.0
2894,-7.25,-9.344594594594595,304.0
2895,-7.25,-9.344594594594595,294.0
2896,-7.25,-9.452702702702704,304.0
2897,-7.25,-9.452702702702704,304.0
2898,-108.0,-70.0945945945946,243.0
2899,-108.0,-70.0945945945946,243.0
2900,-108.0,-48.58108108108108,243.0
2901,-7.25,-10.66891891891892,337.0
2902,-109.5,-75.62162162162163,243.0
2903,-5.5,-8.27027027027027,243.0
2904,-7.25,-12.452702702702704,383.0
2905,-7.25,-11.155405405405405,375.0
2906,-7.25,-11.155405405405405,375.0
2907,-8.5,-9.216216216216216,321.0
2908,-108.5,-59.4054054054054,243.0
2909,-108.5,-59.4054054054054,243.0
2910,-105.0,-16.31081081081081,245.0
2911,-7.25,-12.317567567567568,383.0
2912,-7.25,-9.236486486486486,297.0
2913,-7.25,-9.236486486486486,297.0
2914,-107.0,-59.148648648648646,243.0
2915,-7.25,-10.47972972972973,325.0
2916,-7.25,-9.20945945945946,294.0
2917,-7.25,-15.966216216216216,473.0
2918,-7.25,-14.371621621621621,428.0
2919,-8.5,-8.972972972972974,327.0
2920,-8.5,-8.594594594594595,254.0
2921,-7.25,-16.18243243243243,474.0
2922,-7.25,-8.344594594594595,250.0
2924,-7.25,-8.66891891891892,270.0
2925,-109.0,-75.44594594594595,243.0
2926,-109.0,-75.44594594594595,243.0
2927,-7.25,-10.966216216216216,342.0
2928,-7.25,-10.966216216216216,342.0
2929,-7.25,-11.614864864864865,364.0
2930,-7.25,-11.614864864864865,364.0
2931,-8.5,-15.783783783783784,478.0
2932,-107.5,-48.567567567567565,243.0
2933,-7.25,-21.0472972972973,588.0
2934,-7.25,-12.506756756756756,389.0
2935,-7.25,-12.506756756756756,389.0
2936,-7.25,-12.182432432432432,389.0
2937,-7.25,-12.182432432432432,389.0
2938,-7.25,-9.452702702702704,307.0
2940,-7.25,-8.777027027027026,294.0
2941,-7.25,-8.777027027027026,294.0
2942,-7.25,-11.695945945945946,388.0
2943,-7.25,-11.695945945945946,388.0
2944,-9.0,-8.14864864864865,248.0
2945,-9.0,-8.14864864864865,248.0
2946,-7.25,-19.10135135135135,583.0
2947,-7.25,-19.10135135135135,583.0
2948,-7.25,-12.695945945945946,410.0
2949,-108.0,-48.554054054054056,243.0
2950,-7.25,-19.29054054054054,583.0
2951,-7.25,-10.02027027027027,329.0
2952,-107.5,-48.37837837837838,243.0
2953,-7.25,-17.263513513513512,521.0
2954,-8.5,-8.972972972972974,289.0
2955,-8.5,-8.972972972972974,289.0
2956,-5.5,-7.972972972972973,245.0
2957,-7.25,-8.695945945945946,275.0
2958,-7.25,-8.695945945945946,275.0
2959,-7.25,-18.993243243243242,543.0
2960,-7.25,-18.993243243243242,543.0
2961,-7.25,-15.425675675675675,478.0
2962,-7.25,-8.75,274.0
2963,-7.25,-12.236486486486486,388.0
2964,-7.25,-8.885135135135135,279.0
2965,-7.25,-9.66891891891892,310.0
2966,-7.25,-11.695945945945946,371.0
2967,-7.25,-9.10135135135135,294.0
2968,-110.0,-64.79729729729729,243.0
2969,-7.25,-12.506756756756756,389.0
2970,-8.5,-9.297297297297296,304.0
2971,-8.5,-8.621621621621621,274.0
2972,-8.5,-8.216216216216216,251.0
2973,-8.0,-8.067567567567568,243.0
2974,-7.25,-8.93918918918919,284.0
2975,-7.25,-9.912162162162161,326.0
2976,-7.25,-9.155405405405405,284.0
2977,-7.25,-9.182432432432432,289.0
2979,-7.25,-11.75,373.0
2980,-7.25,-10.02027027027027,333.0
2981,-7.25,-22.18243243243243,637.0
2982,-7.25,-8.912162162162161,282.0
2983,-105.5,-37.513513513513516,243.0
2984,-7.25,-9.587837837837839,289.0
2985,-7.25,-12.317567567567568,402.0
2986,-7.25,-9.885135135135135,310.0
2987,-7.25,-11.641891891891891,367.0
2989,-7.25,-9.912162162162161,318.0
2990,-7.25,-13.344594594594595,426.0
2991,-7.25,-13.344594594594595,426.0
