,median,mean,range
4096,-9.0,-8.472972972972974,245.0
4097,-7.25,-17.29054054054054,460.0
4098,-7.25,-15.425675675675675,428.0
4099,-7.25,-17.37162162162162,450.0
4100,-8.5,-8.891891891891891,304.0
4101,-8.5,-11.91891891891892,434.0
4102,-8.5,-11.91891891891892,434.0
4103,-7.25,-12.317567567567568,351.0
4104,-7.25,-14.75,407.0
4105,-7.25,-9.66891891891892,307.0
4106,-7.25,-8.93918918918919,289.0
4107,-7.25,-12.47972972972973,358.0
4108,-7.25,-12.75,374.0
4109,-7.25,-12.75,374.0
4110,-7.0,-7.824324324324325,243.0
4111,-7.0,-7.824324324324325,243.0
4112,-7.25,-18.155405405405407,478.0
4113,-7.25,-18.155405405405407,478.0
4114,-7.25,-9.047297297297296,264.0
4115,-7.25,-9.047297297297296,264.0
4116,-7.25,-10.371621621621621,325.0
4117,-110.0,-21.60810810810811,245.0
4118,-8.5,-10.945945945945946,375.0
4119,-7.25,-24.614864864864863,603.0
4120,-7.25,-24.614864864864863,603.0
4121,-7.25,-19.91216216216216,512.0
4122,-7.25,-11.885135135135135,340.0
4123,-110.0,-21.77027027027027,243.0
4124,-7.25,-12.885135135135135,369.0
4125,-7.25,-12.128378378378379,366.0
4126,-8.5,-8.702702702702704,259.0
4127,-7.25,-16.47972972972973,439.0
4128,-7.25,-16.47972972972973,439.0
4129,-7.5,-8.35135135135135,247.0
4130,-7.5,-8.35135135135135,247.0
4131,-7.25,-22.155405405405407,583.0
4132,-7.25,-22.155405405405407,583.0
4133,-7.25,-12.75,377.0
4134,-109.0,-16.256756756756758,243.0
4135,-109.0,-16.256756756756758,243.0
4136,-108.5,-32.24324324324324,243.0
4137,-7.5,-8.675675675675675,256.0
4138,-7.5,-8.675675675675675,256.0
4139,-8.5,-8.594594594594595,261.0
4140,-8.5,-8.594594594594595,261.0
4141,-7.25,-27.722972972972972,700.0
4142,-106.0,-86.5,243.0
4143,-7.25,-29.425675675675677,710.0
4144,-7.25,-19.966216216216218,511.0
4145,-7.25,-15.912162162162161,431.0
4146,-7.25,-8.966216216216216,266.0
4147,-9.0,-8.58108108108108,248.0
4148,-7.25,-18.155405405405407,473.0
4149,-9.0,-8.58108108108108,250.0
4150,-108.0,-38.067567567567565,243.0
4151,-108.0,-38.067567567567565,243.0
4152,-7.25,-12.75,373.0
4153,-7.5,-8.243243243243244,245.0
4154,-7.5,-8.243243243243244,245.0
4155,-8.5,-10.027027027027026,420.0
4156,-8.5,-12.486486486486486,593.0
4157,-7.75,-18.277027027027028,473.0
4158,-7.75,-11.736486486486486,344.0
4159,-109.0,-91.82432432432432,243.0
4160,-7.75,-15.006756756756756,413.0
4161,-7.75,-23.736486486486488,588.0
4162,-9.0,-8.445945945945946,248.0
4163,-7.75,-16.763513513513512,448.0
4164,-7.75,-16.62837837837838,433.0
4165,-7.75,-10.43918918918919,322.0
4166,-8.75,-9.277027027027026,291.0
4167,-8.75,-14.16891891891892,373.0
4168,-8.75,-20.574324324324323,529.0
4169,-8.75,-9.385135135135135,277.0
4170,-105.0,-81.36486486486487,243.0
4171,-108.0,-54.013513513513516,243.0
4172,-8.75,-14.844594594594595,407.0
4173,-10.0,-8.662162162162161,251.0
4174,-8.5,-11.91891891891892,442.0
4175,-8.75,-10.358108108108109,316.0
4176,-8.5,-9.216216216216216,304.0
4177,-8.5,-13.216216216216216,434.0
4178,-107.5,-70.08108108108108,243.0
4179,-8.75,-13.817567567567568,396.0
4182,-8.75,-8.817567567567568,263.0
4183,-8.75,-27.574324324324323,636.0
4184,-8.75,-22.14189189189189,583.0
4185,-8.75,-15.89864864864865,417.0
4186,-8.75,-15.89864864864865,417.0
4187,-8.75,-12.16891891891892,351.0
4188,-8.75,-12.16891891891892,351.0
4189,-8.75,-9.493243243243244,278.0
4190,-8.75,-9.493243243243244,278.0
4191,-8.5,-11.675675675675675,370.0
4192,-110.0,-22.013513513513512,245.0
4193,-5.5,-8.35135135135135,249.0
4194,-5.5,-8.35135135135135,249.0
4195,-8.75,-20.60135135135135,502.0
4196,-8.75,-9.385135135135135,285.0
4197,-110.0,-16.66216216216216,245.0
4198,-10.0,-12.743243243243244,370.0
4199,-10.0,-12.743243243243244,370.0
4200,-8.75,-19.89864864864865,508.0
4201,-8.75,-19.89864864864865,508.0
4202,-8.75,-10.141891891891891,307.0
4203,-8.75,-10.141891891891891,307.0
4204,-8.75,-11.89864864864865,337.0
4205,-107.5,-70.64864864864865,243.0
4206,-107.5,-70.64864864864865,243.0
4207,-8.5,-12.243243243243244,396.0
4208,-9.0,-8.337837837837839,245.0
4209,-7.5,-8.324324324324325,243.0
4210,-110.0,-86.6891891891892,243.0
4211,-7.75,-12.60135135135135,365.0
4212,-109.0,-91.71621621621621,243.0
4213,-7.75,-9.43918918918919,289.0
4214,-7.75,-9.43918918918919,289.0
4215,-7.75,-10.006756756756756,311.0
4216,-7.75,-10.006756756756756,311.0
4217,-7.75,-17.466216216216218,434.0
4218,-8.5,-9.432432432432432,370.0
4219,-8.5,-8.405405405405405,270.0
4220,-7.5,-8.297297297297296,245.0
4221,-9.5,-8.297297297297296,245.0
4222,-9.5,-8.297297297297296,245.0
4223,-8.5,-9.621621621621621,402.0
4224,-8.5,-13.621621621621621,583.0
4225,-8.75,-10.16891891891892,311.0
4226,-8.75,-10.16891891891892,311.0
4227,-8.75,-21.844594594594593,529.0
4228,-6.0,-8.445945945945946,248.0
4229,-8.75,-15.087837837837839,410.0
4230,-108.0,-32.36486486486486,243.0
4231,-10.0,-9.527027027027026,288.0
4232,-8.75,-12.925675675675675,388.0
4233,-8.75,-9.087837837837839,279.0
4234,-8.75,-9.087837837837839,279.0
4235,-8.75,-19.35810810810811,473.0
4236,-8.75,-19.35810810810811,473.0
4237,-5.0,-8.14864864864865,245.0
4238,-5.0,-8.14864864864865,245.0
4239,-108.5,-21.486486486486488,275.0
4240,-8.5,-12.945945945945946,417.0
4241,-8.5,-12.945945945945946,417.0
4242,-8.5,-8.675675675675675,274.0
4243,-8.5,-8.675675675675675,274.0
4244,-109.5,-81.32432432432432,243.0
4245,-7.5,-8.45945945945946,251.0
4246,-7.75,-10.655405405405405,329.0
4247,-7.75,-12.304054054054054,352.0
4248,-7.75,-14.16891891891892,397.0
4249,-7.75,-10.358108108108109,322.0
4250,-7.75,-11.33108108108108,335.0
4251,-7.75,-11.33108108108108,335.0
4252,-7.0,-8.094594594594595,243.0
4253,-7.75,-9.385135135135135,288.0
4254,-7.75,-9.385135135135135,288.0
4255,-7.75,-22.35810810810811,544.0
4256,-7.75,-22.35810810810811,544.0
4257,-110.0,-16.256756756756758,243.0
4258,-8.5,-9.783783783783784,365.0
4259,-8.5,-15.35135135135135,588.0
4260,-8.75,-11.06081081081081,333.0
4261,-8.75,-10.952702702702704,340.0
4262,-8.75,-10.06081081081081,310.0
4263,-110.0,-86.44594594594595,243.0
4264,-8.75,-11.33108108108108,340.0
4265,-8.75,-11.33108108108108,340.0
4266,-108.0,-91.79729729729729,243.0
4267,-8.75,-12.736486486486486,362.0
4268,-8.75,-9.141891891891891,268.0
4269,-8.75,-9.141891891891891,268.0
4270,-8.75,-13.33108108108108,370.0
4271,-8.75,-20.385135135135137,508.0
4272,-8.0,-8.608108108108109,255.0
4273,-108.5,-16.64864864864865,245.0
4274,-108.5,-16.027027027027028,243.0
4275,-107.5,-48.567567567567565,243.0
4276,-8.75,-23.655405405405407,588.0
4277,-8.75,-8.844594594594595,265.0
4278,-108.0,-16.5,245.0
4279,-7.75,-11.574324324324325,351.0
4280,-107.5,-32.513513513513516,245.0
4281,-107.5,-32.513513513513516,245.0
4282,-7.75,-11.60135135135135,342.0
4283,-8.0,-8.31081081081081,245.0
4284,-9.0,-19.93243243243243,557.0
4285,-108.0,-21.58108108108108,245.0
4286,-109.0,-59.554054054054056,245.0
4287,-109.0,-59.554054054054056,245.0
4288,-110.0,-48.9054054054054,245.0
4289,-7.75,-18.763513513513512,483.0
4290,-7.75,-11.222972972972974,339.0
4291,-7.75,-8.89864864864865,270.0
4292,-8.5,-17.027027027027028,595.0
4293,-109.0,-59.41891891891892,245.0
4294,-8.5,-8.35135135135135,245.0
4295,-9.0,-11.554054054054054,374.0
4296,-8.75,-17.736486486486488,450.0
4297,-8.75,-9.277027027027026,277.0
4298,-8.75,-9.087837837837839,275.0
4299,-8.75,-9.087837837837839,275.0
4300,-107.0,-97.17567567567568,243.0
4301,-8.75,-17.52027027027027,434.0
4302,-8.75,-9.682432432432432,289.0
4303,-8.75,-13.06081081081081,383.0
4304,-9.0,-11.527027027027026,370.0
4305,-108.0,-64.85135135135135,245.0
4306,-8.5,-9.108108108108109,311.0
4307,-8.75,-16.97972972972973,431.0
4308,-8.75,-11.493243243243244,344.0
4309,-8.75,-22.277027027027028,543.0
4310,-8.75,-22.277027027027028,543.0
4311,-9.0,-10.743243243243244,337.0
4312,-8.5,-8.567567567567568,254.0
4313,-8.5,-15.891891891891891,620.0
4314,-110.0,-21.986486486486488,245.0
4315,-8.5,-9.216216216216216,331.0
4316,-8.75,-13.493243243243244,375.0
4317,-8.75,-8.547297297297296,252.0
4318,-8.75,-8.547297297297296,252.0
4319,-108.5,-21.7027027027027,245.0
4320,-8.5,-8.405405405405405,245.0
4321,-8.5,-8.405405405405405,245.0
4322,-8.5,-8.64864864864865,297.0
4323,-8.5,-8.64864864864865,297.0
4324,-7.75,-19.62837837837838,516.0
4325,-7.75,-11.466216216216216,349.0
4326,-7.75,-9.79054054054054,304.0
4327,-7.75,-9.79054054054054,304.0
4328,-7.75,-21.89864864864865,588.0
4329,-7.75,-21.89864864864865,588.0
4330,-7.75,-12.952702702702704,366.0
4331,-7.75,-12.952702702702704,366.0
4332,-7.75,-10.222972972972974,318.0
4333,-7.75,-10.222972972972974,318.0
4334,-7.75,-9.43918918918919,279.0
4335,-7.75,-9.43918918918919,279.0
4336,-7.75,-11.655405405405405,346.0
4337,-7.75,-11.655405405405405,346.0
4338,-8.5,-8.405405405405405,261.0
4339,-7.5,-8.243243243243244,245.0
4340,-108.0,-32.36486486486486,245.0
4341,-108.0,-32.36486486486486,245.0
4342,-7.75,-11.412162162162161,347.0
4343,-8.5,-8.594594594594595,304.0
4344,-107.5,-32.4054054054054,245.0
4345,-9.0,-8.445945945945946,291.0
4346,-8.5,-9.324324324324325,339.0
4347,-9.0,-18.2027027027027,640.0
4348,-8.5,-9.108108108108109,339.0
4349,-8.5,-9.108108108108109,339.0
4350,-8.5,-15.216216216216216,588.0
4351,-8.5,-9.91891891891892,370.0
4352,-107.5,-16.135135135135137,245.0
4353,-8.5,-8.324324324324325,266.0
4354,-8.5,-9.72972972972973,402.0
4355,-7.75,-15.412162162162161,431.0
4356,-110.0,-16.66216216216216,245.0
4357,-7.75,-17.62837837837838,438.0
4358,-8.0,-8.175675675675675,248.0
4359,-8.5,-8.756756756756756,263.0
4360,-8.5,-8.594594594594595,319.0
4361,-8.75,-17.466216216216218,438.0
4362,-8.5,-8.972972972972974,296.0
4363,-9.0,-9.067567567567568,279.0
4364,-8.5,-8.486486486486486,250.0
4365,-8.5,-8.91891891891892,349.0
4366,-8.5,-8.91891891891892,349.0
4367,-8.75,-8.655405405405405,266.0
4368,-8.75,-9.25,275.0
4369,-8.5,-8.486486486486486,245.0
4370,-8.75,-10.385135135135135,323.0
4371,-8.75,-10.385135135135135,323.0
4372,-8.5,-8.783783783783784,279.0
4373,-8.75,-9.97972972972973,304.0
4374,-7.5,-8.216216216216216,243.0
4375,-8.5,-8.486486486486486,248.0
4376,-110.0,-22.013513513513512,245.0
4377,-9.0,-8.337837837837839,250.0
4378,-8.75,-8.89864864864865,264.0
4379,-8.75,-8.89864864864865,264.0
4380,-108.0,-70.33783783783784,245.0
4381,-9.0,-8.445945945945946,248.0
4382,-9.0,-8.256756756756756,245.0
4384,-8.5,-8.405405405405405,245.0
4385,-109.0,-32.608108108108105,245.0
4387,-108.0,-86.58108108108108,245.0
4388,-108.5,-21.7027027027027,245.0
4389,-8.5,-9.297297297297296,349.0
4390,-109.0,-91.74324324324324,243.0
4391,-8.75,-14.574324324324325,405.0
4392,-110.0,-48.87837837837838,245.0
4393,-9.0,-8.283783783783784,247.0
4395,-109.5,-54.08108108108108,243.0
4396,-8.5,-8.621621621621621,289.0
4397,-8.5,-8.621621621621621,263.0
4398,-108.5,-81.0,245.0
4399,-8.5,-8.405405405405405,251.0
4400,-8.5,-8.405405405405405,251.0
4401,-109.0,-97.12162162162163,243.0
4402,-8.75,-8.97972972972973,268.0
4403,-8.75,-8.97972972972973,268.0
4404,-8.5,-8.513513513513514,255.0
4405,-8.5,-8.513513513513514,255.0
4406,-8.5,-8.945945945945946,250.0
4407,-8.5,-8.945945945945946,250.0
4408,-8.5,-8.702702702702704,259.0
4409,-8.5,-8.702702702702704,259.0
4410,-8.75,-12.087837837837839,366.0
4411,-8.75,-12.087837837837839,366.0
4412,-110.0,-54.2027027027027,245.0
4413,-109.0,-43.310810810810814,243.0
4414,-8.5,-12.64864864864865,372.0
4415,-8.75,-12.844594594594595,359.0
4416,-9.0,-8.31081081081081,250.0
4417,-9.0,-8.31081081081081,250.0
4418,-8.5,-13.08108108108108,417.0
4419,-10.0,-8.472972972972974,245.0
4420,-10.0,-8.472972972972974,245.0
4421,-8.5,-8.513513513513514,259.0
4422,-8.5,-8.837837837837839,285.0
4423,-109.0,-86.52702702702703,243.0
4424,-8.5,-8.486486486486486,251.0
4425,-8.5,-8.486486486486486,251.0
4426,-10.0,-9.013513513513514,261.0
4427,-10.0,-8.58108108108108,263.0
4428,-109.5,-27.0,243.0
4429,-109.0,-86.20270270270271,243.0
4430,-108.0,-75.5,243.0
4431,-109.0,-38.067567567567565,245.0
4432,-109.5,-43.4054054054054,245.0
4433,-10.0,-8.256756756756756,245.0
4434,-10.0,-8.175675675675675,247.0
4435,-8.5,-3071.7027027027025,103500.0
4436,-8.5,-3071.7027027027025,103500.0
4437,-8.5,-3071.7027027027025,103500.0
4438,-8.5,-3071.7027027027025,103500.0
4439,-8.5,-3071.7027027027025,103500.0
4440,-8.5,-3071.7027027027025,103500.0
4441,-8.5,-3071.7027027027025,103500.0
4442,-8.5,-3071.7027027027025,103500.0
4443,-8.5,-3071.7027027027025,103500.0
4444,-8.5,-3071.7027027027025,103500.0
4445,-8.5,-3071.7027027027025,103500.0
4446,-8.5,-3071.7027027027025,103500.0
4447,-8.5,-3071.7027027027025,103500.0
4448,-8.5,-3071.7027027027025,103500.0
4449,-8.5,-3071.7027027027025,103500.0
4450,-8.5,-3071.7027027027025,103500.0
4451,-8.5,-3071.7027027027025,103500.0
4452,-8.5,-3071.7027027027025,103500.0
4453,-8.5,-3071.7027027027025,103500.0
4454,-8.5,-3071.7027027027025,103500.0
4455,-8.5,-3071.7027027027025,103500.0
4456,-8.5,-3071.7027027027025,103500.0
4457,-8.5,-3071.7027027027025,103500.0
4458,-8.5,-3071.7027027027025,103500.0
4459,-8.5,-3071.7027027027025,103500.0
4460,-8.5,-3071.7027027027025,103500.0
4461,-8.5,-3071.7027027027025,103500.0
4462,-8.5,-3071.7027027027025,103500.0
4463,-8.5,-3071.7027027027025,103500.0
4464,-8.5,-3071.7027027027025,103500.0
4465,-8.5,-3071.7027027027025,103500.0
4466,-8.5,-3071.7027027027025,103500.0
4467,-8.5,-3071.7027027027025,103500.0
4468,-8.5,-3071.7027027027025,103500.0
4469,-8.5,-3071.7027027027025,103500.0
4470,-8.5,-3071.7027027027025,103500.0
4471,-8.5,-3071.7027027027025,103500.0
4472,-8.5,-3071.7027027027025,103500.0
4473,-8.5,-3071.7027027027025,103500.0
4474,-8.5,-3071.7027027027025,103500.0
4475,-8.5,-3071.7027027027025,103500.0
4476,-8.5,-3071.7027027027025,103500.0
4477,-8.5,-3071.7027027027025,103500.0
4478,-8.5,-3071.7027027027025,103500.0
4479,-8.5,-3071.7027027027025,103500.0
4480,-8.5,-3071.7027027027025,103500.0
4481,-8.5,-3071.7027027027025,103500.0
4482,-8.5,-3071.7027027027025,103500.0
4483,-8.5,-3071.7027027027025,103500.0
4484,-8.5,-3071.7027027027025,103500.0
4485,-8.5,-3071.7027027027025,103500.0
4486,-8.5,-3071.7027027027025,103500.0
4487,-8.5,-3071.7027027027025,103500.0
4488,-8.5,-3071.7027027027025,103500.0
4489,-8.5,-3071.7027027027025,103500.0
4490,-8.5,-3071.7027027027025,103500.0
4491,-8.5,-3071.7027027027025,103500.0
4492,-8.5,-3071.7027027027025,103500.0
4493,-8.5,-3071.7027027027025,103500.0
4494,-8.5,-3071.7027027027025,103500.0
4495,-8.5,-3071.7027027027025,103500.0
4496,-8.5,-3071.7027027027025,103500.0
4497,-8.5,-3071.7027027027025,103500.0
4498,-8.5,-3071.7027027027025,103500.0
4499,-8.5,-3071.7027027027025,103500.0
4500,-8.5,-3071.7027027027025,103500.0
4501,-8.5,-3071.7027027027025,103500.0
4502,-8.5,-3071.7027027027025,103500.0
4503,-8.5,-3071.7027027027025,103500.0
4504,-8.5,-3071.7027027027025,103500.0
4505,-8.5,-3071.7027027027025,103500.0
4506,-8.5,-3071.7027027027025,103500.0
4507,-8.5,-3071.7027027027025,103500.0
4508,-8.5,-3071.7027027027025,103500.0
4509,-8.5,-3071.7027027027025,103500.0
4510,-8.5,-3071.7027027027025,103500.0
4511,-8.5,-3071.7027027027025,103500.0
4512,-8.5,-3071.7027027027025,103500.0
4513,-8.5,-3071.7027027027025,103500.0
4514,-8.5,-3071.7027027027025,103500.0
4515,-8.5,-3071.7027027027025,103500.0
4516,-8.5,-3071.7027027027025,103500.0
4517,-8.5,-3071.7027027027025,103500.0
4518,-8.5,-3071.7027027027025,103500.0
4519,-8.5,-3071.7027027027025,103500.0
4520,-8.5,-3071.7027027027025,103500.0
4521,-8.5,-3071.7027027027025,103500.0
4522,-8.5,-3071.7027027027025,103500.0
4523,-8.5,-3071.7027027027025,103500.0
4524,-8.5,-3071.7027027027025,103500.0
4525,-8.5,-3071.7027027027025,103500.0
4526,-8.5,-3071.7027027027025,103500.0
4527,-8.5,-3071.7027027027025,103500.0
4528,-8.5,-3071.7027027027025,103500.0
4529,-8.5,-3071.7027027027025,103500.0
4530,-8.5,-3071.7027027027025,103500.0
4531,-8.5,-3071.7027027027025,103500.0
4532,-8.5,-3071.7027027027025,103500.0
4533,-8.5,-3071.7027027027025,103500.0
4534,-8.5,-3071.7027027027025,103500.0
4535,-8.5,-3071.7027027027025,103500.0
4536,-8.5,-3071.7027027027025,103500.0
4537,-8.5,-3071.7027027027025,103500.0
4538,-8.5,-3071.7027027027025,103500.0
4539,-8.5,-3071.7027027027025,103500.0
4540,-8.5,-3071.7027027027025,103500.0
4541,-8.5,-3071.7027027027025,103500.0
4542,-8.5,-3071.7027027027025,103500.0
4543,-8.5,-3071.7027027027025,103500.0
4544,-8.5,-3071.7027027027025,103500.0
4545,-8.5,-3071.7027027027025,103500.0
4546,-8.5,-3071.7027027027025,103500.0
4547,-8.5,-3071.7027027027025,103500.0
4548,-8.5,-3071.7027027027025,103500.0
4549,-8.5,-3071.7027027027025,103500.0
4550,-8.5,-3071.7027027027025,103500.0
4551,-8.5,-3071.7027027027025,103500.0
4552,-8.5,-3071.7027027027025,103500.0
4553,-8.5,-3071.7027027027025,103500.0
4554,-8.5,-3071.7027027027025,103500.0
4555,-8.5,-3071.7027027027025,103500.0
4556,-8.5,-3071.7027027027025,103500.0
4557,-8.5,-3071.7027027027025,103500.0
4558,-8.5,-3071.7027027027025,103500.0
4559,-8.5,-3071.7027027027025,103500.0
4560,-8.5,-3071.7027027027025,103500.0
4561,-8.5,-3071.7027027027025,103500.0
4562,-8.5,-3071.7027027027025,103500.0
4563,-8.5,-3071.7027027027025,103500.0
4564,-8.5,-3071.7027027027025,103500.0
4565,-8.5,-3071.7027027027025,103500.0
4566,-8.5,-3071.7027027027025,103500.0
4567,-8.5,-3071.7027027027025,103500.0
4568,-8.5,-3071.7027027027025,103500.0
4569,-8.5,-3071.7027027027025,103500.0
4796,-105.5,-21.91891891891892,245.0
4798,-8.5,-9.324324324324325,312.0
4799,-8.5,-10.837837837837839,433.0
4801,-8.5,-10.108108108108109,407.0
4802,-8.5,-10.108108108108109,407.0
4803,-8.5,-9.378378378378379,321.0
4804,-9.0,-8.635135135135135,255.0
4806,-8.5,-8.81081081081081,300.0
4807,-7.5,-8.621621621621621,255.0
4808,-10.0,-12.824324324324325,392.0
4809,-7.5,-8.378378378378379,251.0
4810,-10.0,-13.905405405405405,398.0
4811,-10.0,-13.5,393.0
4812,-10.0,-13.5,393.0
4813,-7.5,-8.513513513513514,245.0
4814,-10.0,-10.067567567567568,306.0
4815,-8.5,-8.594594594594595,302.0
4816,-108.0,-16.41891891891892,245.0
4817,-8.5,-8.783783783783784,362.0
4818,-8.5,-8.702702702702704,335.0
4819,-8.5,-8.405405405405405,264.0
4820,-8.5,-9.08108108108108,386.0
4821,-8.5,-8.91891891891892,309.0
4822,-8.5,-8.405405405405405,248.0
4823,-10.0,-11.256756756756756,346.0
4824,-10.0,-10.797297297297296,325.0
4825,-109.0,-75.9054054054054,243.0
4826,-10.0,-12.256756756756756,361.0
4827,-10.0,-14.41891891891892,412.0
4828,-10.0,-9.283783783783784,272.0
4829,-10.0,-12.824324324324325,370.0
4830,-10.0,-8.95945945945946,272.0
4832,-10.0,-13.04054054054054,370.0
4833,-10.0,-13.04054054054054,370.0
4834,-10.0,-11.554054054054054,345.0
4835,-109.5,-81.16216216216216,243.0
4836,-10.0,-9.608108108108109,289.0
4837,-8.75,-18.006756756756758,465.0
4838,-8.75,-10.385135135135135,302.0
4839,-8.75,-12.52027027027027,359.0
4840,-8.75,-9.304054054054054,277.0
4841,-8.75,-11.06081081081081,329.0
4842,-8.75,-14.682432432432432,413.0
4843,-8.0,-8.283783783783784,243.0
4844,-8.75,-9.97972972972973,285.0
4845,-8.75,-9.79054054054054,286.0
4846,-8.75,-10.141891891891891,306.0
4847,-8.75,-10.141891891891891,306.0
4848,-8.75,-11.033783783783784,325.0
4849,-8.75,-13.466216216216216,388.0
4850,-8.75,-10.547297297297296,318.0
4851,-8.75,-10.547297297297296,318.0
4852,-9.0,-8.527027027027026,247.0
4853,-9.0,-8.527027027027026,247.0
4854,-8.75,-10.141891891891891,312.0
4855,-8.75,-15.97972972972973,421.0
4856,-8.75,-16.033783783783782,423.0
4857,-8.75,-9.195945945945946,274.0
4858,-108.0,-65.01351351351352,243.0
4859,-9.0,-9.094594594594595,250.0
4860,-8.75,-14.358108108108109,397.0
4861,-8.75,-9.493243243243244,274.0
4862,-8.75,-9.574324324324325,277.0
4863,-8.75,-9.195945945945946,268.0
4864,-8.75,-14.16891891891892,388.0
4865,-10.0,-11.22972972972973,329.0
4866,-10.0,-11.22972972972973,329.0
4867,-7.5,-8.864864864864865,259.0
4868,-108.0,-59.66216216216216,243.0
4869,-108.0,-59.66216216216216,243.0
4870,-8.75,-12.277027027027026,365.0
4871,-8.75,-12.277027027027026,365.0
4872,-8.75,-19.493243243243242,478.0
4873,-8.75,-9.628378378378379,284.0
4874,-10.0,-8.635135135135135,249.0
4875,-8.75,-9.736486486486486,280.0
4876,-8.75,-9.736486486486486,280.0
4877,-108.5,-97.51351351351352,243.0
4878,-7.75,-8.925675675675675,259.0
4879,-109.5,-32.83783783783784,243.0
4880,-8.75,-15.89864864864865,421.0
4881,-8.75,-10.087837837837839,310.0
4882,-8.75,-9.736486486486486,291.0
4884,-109.5,-97.72972972972973,243.0
4885,-7.0,-8.472972972972974,250.0
4886,-9.0,-8.58108108108108,243.0
4887,-108.5,-22.2972972972973,243.0
4888,-8.75,-10.33108108108108,312.0
4889,-7.75,-8.925675675675675,257.0
4890,-110.0,-16.60810810810811,245.0
4891,-8.75,-9.70945945945946,276.0
4892,-8.75,-15.358108108108109,423.0
4893,-8.75,-12.43918918918919,349.0
4894,-8.75,-10.114864864864865,301.0
4895,-10.0,-10.68918918918919,329.0
4896,-10.0,-10.68918918918919,329.0
4897,-106.0,-92.14864864864865,243.0
4898,-106.0,-92.14864864864865,243.0
4899,-8.5,-9.486486486486486,296.0
4900,-8.5,-9.486486486486486,296.0
4901,-8.75,-11.493243243243244,328.0
4902,-8.75,-14.385135135135135,397.0
4903,-8.5,-9.027027027027026,250.0
4904,-8.75,-9.682432432432432,293.0
4905,-109.0,-70.60810810810811,243.0
4906,-108.0,-86.9054054054054,243.0
4907,-8.75,-12.195945945945946,359.0
4909,-8.0,-8.635135135135135,243.0
4910,-8.75,-12.385135135135135,347.0
4911,-8.75,-8.79054054054054,261.0
4912,-8.75,-8.79054054054054,261.0
4913,-8.0,-8.77027027027027,250.0
4914,-8.75,-11.006756756756756,315.0
4915,-8.75,-11.006756756756756,315.0
4916,-8.75,-9.43918918918919,282.0
4917,-10.0,-8.472972972972974,251.0
4918,-108.5,-16.486486486486488,243.0
4919,-7.0,-8.608108108108109,247.0
4920,-8.75,-9.43918918918919,279.0
4921,-110.0,-86.87837837837837,243.0
4922,-6.5,-8.72972972972973,252.0
4923,-109.0,-97.47297297297297,243.0
4924,-9.0,-8.527027027027026,256.0
4925,-7.25,-13.56081081081081,401.0
4926,-8.75,-20.736486486486488,503.0
4927,-8.75,-15.033783783783784,413.0
4928,-7.5,-8.513513513513514,243.0
4929,-8.75,-19.16891891891892,458.0
4930,-8.75,-17.60135135135135,439.0
4931,-9.0,-8.85135135135135,243.0
4932,-8.75,-9.89864864864865,291.0
4933,-8.75,-10.628378378378379,301.0
4934,-8.75,-10.628378378378379,301.0
4935,-8.75,-9.493243243243244,272.0
4936,-110.0,-86.77027027027027,243.0
4937,-9.0,-8.391891891891891,248.0
4938,-107.5,-16.756756756756758,248.0
4939,-107.0,-27.2027027027027,243.0
4940,-107.0,-27.2027027027027,243.0
4941,-8.5,-8.837837837837839,251.0
4942,-8.5,-8.837837837837839,251.0
4943,-8.75,-14.277027027027026,397.0
4944,-10.0,-8.5,245.0
4945,-10.0,-8.5,245.0
4946,-8.75,-10.682432432432432,325.0
4947,-10.0,-8.878378378378379,250.0
4948,-110.0,-65.25675675675676,243.0
4949,-110.0,-81.41891891891892,243.0
4950,-8.75,-9.412162162162161,268.0
4951,-8.75,-12.33108108108108,361.0
4952,-8.75,-17.60135135135135,455.0
4953,-7.0,-8.554054054054054,243.0
4954,-7.0,-8.554054054054054,243.0
4955,-7.5,-8.486486486486486,245.0
4956,-7.5,-8.486486486486486,245.0
4957,-110.0,-86.6891891891892,243.0
4958,-110.0,-86.6891891891892,243.0
4959,-107.5,-16.486486486486488,243.0
4960,-107.5,-16.486486486486488,243.0
4961,-8.75,-10.43918918918919,304.0
4962,-8.75,-10.43918918918919,304.0
4963,-10.0,-18.905405405405407,493.0
4964,-10.0,-18.905405405405407,493.0
4965,-110.0,-48.9054054054054,243.0
4966,-8.75,-9.06081081081081,263.0
4967,-8.75,-9.06081081081081,263.0
4968,-8.75,-13.006756756756756,373.0
4969,-108.0,-92.12162162162163,243.0
4970,-8.75,-9.547297297297296,287.0
4971,-8.75,-20.89864864864865,503.0
4973,-9.0,-9.067567567567568,261.0
4974,-108.5,-16.54054054054054,243.0
4975,-9.0,-8.824324324324325,248.0
4976,-10.0,-8.905405405405405,254.0
4977,-10.0,-8.445945945945946,243.0
4978,-8.5,-8.486486486486486,248.0
4979,-8.5,-8.486486486486486,248.0
4980,-6.0,-8.283783783783784,243.0
4981,-6.0,-8.283783783783784,243.0
4982,-8.75,-14.114864864864865,392.0
4983,-8.75,-14.114864864864865,392.0
4984,-8.75,-12.89864864864865,379.0
4985,-110.0,-91.93243243243244,243.0
4986,-10.0,-9.662162162162161,283.0
4989,-8.75,-11.871621621621621,349.0
4990,-8.75,-10.304054054054054,319.0
4991,-8.75,-11.547297297297296,334.0
