,id,game_date,season,home_team,away_team,home_is_winner,lowvig_home,lowvig_away,bovada_home,bovada_away,betonlineag_home,betonlineag_away,unibet_home,unibet_away,sport888_home,sport888_away,draftkings_home,draftkings_away,pinnacle_home,pinnacle_away,mybookieag_home,mybookieag_away,lowvig_home_prob,bovada_home_prob,betonlineag_home_prob,unibet_home_prob,sport888_home_prob,draftkings_home_prob,pinnacle_home_prob,mybookieag_home_prob,lowvig_away_prob,bovada_away_prob,betonlineag_away_prob,unibet_away_prob,sport888_away_prob,draftkings_away_prob,pinnacle_away_prob,mybookieag_away_prob,lowvig_home_prob_norm,bovada_home_prob_norm,betonlineag_home_prob_norm,unibet_home_prob_norm,sport888_home_prob_norm,draftkings_home_prob_norm,pinnacle_home_prob_norm,mybookieag_home_prob_norm,lowvig_away_prob_norm,bovada_away_prob_norm,betonlineag_away_prob_norm,unibet_away_prob_norm,sport888_away_prob_norm,draftkings_away_prob_norm,pinnacle_away_prob_norm,mybookieag_away_prob_norm
6020,2654,2021-06-02,2021,Colorado Rockies,Texas Rangers,1,-111.0,101.0,-112.0,-106.0,-111.0,100.0,-112.0,-104.0,-111.0,-103.0,-112.0,-104.0,-106.0,-102.0,-115.0,-105.0,0.5260663507109005,0.5283018867924528,0.5260663507109005,0.5283018867924528,0.5260663507109005,0.5283018867924528,0.5145631067961165,0.5348837209302325,0.4975124378109453,0.5145631067961165,0.5,0.5098039215686274,0.5073891625615764,0.5098039215686274,0.504950495049505,0.5121951219512195,0.3762595852901881,0.338669180977403,0.3702317611932007,0.32277488748664274,0.3388919820566094,0.34719143644915385,0.33909540496500323,0.3543091655266757,0.6370687057280715,0.6854348125742851,0.6469935655646772,0.639289678135405,0.6450304259634891,0.6539792387543253,0.6525377440915872,0.6775762629421166
6022,2655,2021-06-02,2021,Los Angeles Dodgers,St. Louis Cardinals,1,-213.0,196.0,-233.0,195.0,-217.0,196.0,-263.0,200.0,-238.0,200.0,-238.0,200.0,-217.0,198.0,-233.0,190.0,0.6805111821086262,0.6996996996996997,0.6845425867507886,0.7245179063360881,0.7041420118343196,0.7041420118343196,0.6845425867507886,0.6996996996996997,0.33783783783783783,0.3389830508474576,0.33783783783783783,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33557046979865773,0.3448275862068966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6026,2656,2021-06-02,2021,Seattle Mariners,Oakland Athletics,0,131.0,-143.0,127.0,-147.0,131.0,-143.0,130.0,-156.0,130.0,-152.0,130.0,-152.0,134.0,-147.0,125.0,-145.0,0.4329004329004329,0.44052863436123346,0.4329004329004329,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.42735042735042733,0.4444444444444444,0.588477366255144,0.5951417004048583,0.588477366255144,0.609375,0.6031746031746031,0.6031746031746031,0.5951417004048583,0.5918367346938775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6043,2661,2021-06-03,2021,Houston Astros,Boston Red Sox,0,-132.0,121.0,-135.0,115.0,-132.0,121.0,-139.0,118.0,-139.0,118.0,-139.0,118.0,-132.0,121.0,-130.0,110.0,0.5689655172413793,0.574468085106383,0.5689655172413793,0.5815899581589958,0.5815899581589958,0.5815899581589958,0.5689655172413793,0.5652173913043478,0.45248868778280543,0.46511627906976744,0.45248868778280543,0.45871559633027525,0.45871559633027525,0.45871559633027525,0.45248868778280543,0.47619047619047616,0.2938871473354235,0.3140070921985819,0.2938871473354235,0.3410639569635388,0.3410639569635388,0.3118704478537119,0.2848575712143931,0.2732919254658381,0.6996257192335624,0.6858928388484786,0.6996257192335624,0.6452329951905591,0.6760415100015039,0.665348034677216,0.7293447293447295,0.7027027027027024
6047,2662,2021-06-03,2021,Colorado Rockies,Texas Rangers,1,-112.0,102.0,-112.0,-106.0,-112.0,102.0,-112.0,-106.0,-112.0,-103.0,-114.0,-104.0,-112.0,104.0,-110.0,-110.0,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5327102803738317,0.5283018867924528,0.5238095238095238,0.49504950495049505,0.5145631067961165,0.49504950495049505,0.5145631067961165,0.5073891625615764,0.5098039215686274,0.49019607843137253,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6061,2666,2021-06-03,2021,Chicago White Sox,Detroit Tigers,1,-200.0,183.0,-208.0,180.0,-200.0,183.0,-217.0,180.0,-217.0,180.0,-222.0,180.0,-204.0,185.0,-208.0,175.0,0.6666666666666666,0.6753246753246753,0.6666666666666666,0.6845425867507886,0.6845425867507886,0.6894409937888198,0.6710526315789473,0.6753246753246753,0.35335689045936397,0.35714285714285715,0.35335689045936397,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.3508771929824561,0.36363636363636365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6067,2668,2021-06-03,2021,Los Angeles Angels,Seattle Mariners,0,-147.0,137.0,-152.0,132.0,-149.0,137.0,-172.0,138.0,-167.0,138.0,-156.0,138.0,-152.0,139.0,-161.0,135.0,0.5951417004048583,0.6031746031746031,0.5983935742971888,0.6323529411764706,0.6254681647940075,0.609375,0.6031746031746031,0.6168582375478927,0.4219409282700422,0.43103448275862066,0.4219409282700422,0.42016806722689076,0.42016806722689076,0.42016806722689076,0.41841004184100417,0.425531914893617,0.48306956201693024,0.5092592592592591,0.5065717415115008,0.6659663865546218,0.6219011949349028,0.4891493055555558,0.5244996549344374,0.6141215106732346,0.48403396364015217,0.4693908552331762,0.48403396364015217,0.400362788287121,0.4194792671166826,0.4128440366972478,0.4847357818069115,0.38642898217366295
6071,2669,2021-06-03,2021,San Francisco Giants,Chicago Cubs,1,-130.0,120.0,-135.0,115.0,-132.0,120.0,-130.0,110.0,-130.0,110.0,-130.0,110.0,-133.0,122.0,-135.0,115.0,0.5652173913043478,0.574468085106383,0.5689655172413793,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5708154506437768,0.574468085106383,0.45454545454545453,0.46511627906976744,0.45454545454545453,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.45045045045045046,0.46511627906976744,0.2667984189723318,0.3140070921985819,0.2938871473354235,0.23627329192546564,0.23627329192546564,0.20740740740740743,0.2978167568576227,0.33434650455927073,0.7141414141414141,0.6858928388484786,0.7141414141414141,0.7562408223201174,0.7923497267759558,0.7798165137614679,0.7147147147147149,0.6335637963544939
6075,2670,2021-06-03,2021,San Diego Padres,New York Mets,1,-175.0,160.0,-179.0,152.0,-175.0,160.0,-200.0,160.0,-185.0,160.0,-185.0,160.0,-175.0,161.0,-185.0,155.0,0.6363636363636364,0.6415770609318996,0.6363636363636364,0.6666666666666666,0.6491228070175439,0.6491228070175439,0.6363636363636364,0.6491228070175439,0.38461538461538464,0.3968253968253968,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.3831417624521073,0.39215686274509803,0.7809917355371903,0.7704599761051371,0.7809917355371903,0.8855873015873016,0.7732999164578115,0.7427550357374922,0.7569960474308302,0.8270676691729324,0.22060778727445401,0.25208027410670564,0.22060778727445401,0.17451711284310414,0.18284993694829765,0.17995765702187735,0.23158790974882953,0.17806041335453088
6077,2671,2021-06-04,2021,Baltimore Orioles,Cleveland Indians,1,102.0,-112.0,100.0,-120.0,102.0,-112.0,-106.0,-111.0,-106.0,-111.0,-108.0,-112.0,102.0,-110.0,100.0,-120.0,0.49504950495049505,0.5,0.49504950495049505,0.5145631067961165,0.5145631067961165,0.5192307692307693,0.49504950495049505,0.5,0.5283018867924528,0.5454545454545454,0.5283018867924528,0.5260663507109005,0.5260663507109005,0.5283018867924528,0.5238095238095238,0.5454545454545454,0.25151708719259014,0.21754481260184688,0.24619202008306537,0.2320177943430823,0.2320177943430823,0.26024053346034814,0.22975402674741788,0.15657741559953448,0.7712978845054318,0.8219432367739724,0.7712978845054318,0.746106973595125,0.7810632598392747,0.7949138638228057,0.7647392290249436,0.8741653826399589
6081,2672,2021-06-04,2021,Philadelphia Phillies,Washington Nationals,0,-116.0,106.0,-112.0,-106.0,-116.0,106.0,-116.0,-102.0,-116.0,-102.0,-118.0,100.0,-109.0,101.0,-115.0,-105.0,0.5370370370370371,0.5283018867924528,0.5370370370370371,0.5370370370370371,0.5370370370370371,0.5412844036697247,0.5215311004784688,0.5348837209302325,0.4854368932038835,0.5145631067961165,0.4854368932038835,0.504950495049505,0.504950495049505,0.5,0.4975124378109453,0.5121951219512195,0.5421706989247316,0.3940434341467415,0.5306919744022046,0.3679050567595465,0.3679050567595465,0.39358650268412537,0.39720788564391196,0.38598153612908437,0.47513974698440725,0.632361763954028,0.47513974698440725,0.6211355829460495,0.6502367628067156,0.6195652173913044,0.6001737345020929,0.6623949290340363
6085,2673,2021-06-04,2021,Pittsburgh Pirates,Miami Marlins,1,102.0,-112.0,-102.0,-118.0,102.0,-112.0,-108.0,-112.0,-108.0,-108.0,-108.0,-108.0,101.0,-109.0,-105.0,-115.0,0.49504950495049505,0.504950495049505,0.49504950495049505,0.5192307692307693,0.5192307692307693,0.5192307692307693,0.4975124378109453,0.5121951219512195,0.5283018867924528,0.5412844036697247,0.5283018867924528,0.5283018867924528,0.5192307692307693,0.5192307692307693,0.5215311004784688,0.5348837209302325,0.25151708719259014,0.24841750877966676,0.24619202008306537,0.26024053346034814,0.26024053346034814,0.26024053346034814,0.2453281492072865,0.23677560407734477,0.7712978845054318,0.796350980285828,0.7712978845054318,0.759337697343088,0.7387123745819402,0.7387123745819402,0.7504810004810003,0.806858494284588
6093,2675,2021-06-04,2021,Toronto Blue Jays,Houston Astros,0,-128.0,118.0,-125.0,105.0,-128.0,118.0,-123.0,102.0,-123.0,102.0,-123.0,102.0,-120.0,111.0,-125.0,105.0,0.5614035087719298,0.5555555555555556,0.5614035087719298,0.5515695067264574,0.5515695067264574,0.5515695067264574,0.5454545454545454,0.5555555555555556,0.45871559633027525,0.4878048780487805,0.45871559633027525,0.49504950495049505,0.49504950495049505,0.49504950495049505,0.47393364928909953,0.4878048780487805,0.7108446519524617,0.5640050697084921,0.6957947978119549,0.4557747573893853,0.4557747573893853,0.4557747573893853,0.5484855220351995,0.5219247186651146,0.29051987767584114,0.4681458958598181,0.29051987767584114,0.5625378864417052,0.5888936719758933,0.5888936719758933,0.45261917299832005,0.5070965963896927
6097,2676,2021-06-04,2021,Atlanta Braves,Los Angeles Dodgers,0,108.0,-118.0,105.0,-125.0,108.0,-119.0,110.0,-132.0,105.0,-120.0,105.0,-120.0,111.0,-120.0,105.0,-125.0,0.4807692307692308,0.4878048780487805,0.4807692307692308,0.47619047619047616,0.4878048780487805,0.4878048780487805,0.47393364928909953,0.4878048780487805,0.5412844036697247,0.5555555555555556,0.54337899543379,0.5689655172413793,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5555555555555556,0.15266361662531014,0.1414925610418516,0.1494314544975337,0.0,0.07022577965717748,0.07022577965717748,0.09622991523129408,0.07637922712172415,0.8609952738393105,0.8839333691563674,0.8754669987546704,1.0,0.901185770750988,0.901185770750988,0.9001924001924001,0.9384808537350915
6107,2679,2021-06-04,2021,Chicago White Sox,Detroit Tigers,1,-152.0,140.0,-167.0,143.0,-154.0,140.0,-179.0,150.0,-179.0,150.0,-179.0,150.0,-161.0,149.0,-169.0,145.0,0.6031746031746031,0.6254681647940075,0.6062992125984252,0.6415770609318996,0.6415770609318996,0.6415770609318996,0.6168582375478927,0.6282527881040892,0.4166666666666667,0.411522633744856,0.4166666666666667,0.4,0.4,0.4,0.40160642570281124,0.40816326530612246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6113,2681,2021-06-04,2021,St. Louis Cardinals,Cincinnati Reds,0,-133.0,124.0,-135.0,115.0,-135.0,124.0,-141.0,117.0,-141.0,117.0,-141.0,117.0,-133.0,123.0,-141.0,120.0,0.5708154506437768,0.574468085106383,0.574468085106383,0.5850622406639004,0.5850622406639004,0.5850622406639004,0.5708154506437768,0.5850622406639004,0.44642857142857145,0.46511627906976744,0.44642857142857145,0.4608294930875576,0.4608294930875576,0.4608294930875576,0.4484304932735426,0.45454545454545453,0.7759976810189673,0.6819489870213926,0.7843180137678217,0.6582865511349772,0.6582865511349772,0.6582865511349772,0.7088528018148047,0.7159680995464186,0.20562770562770574,0.32890543968609004,0.20562770562770574,0.36001128562023876,0.37687838108595473,0.37687838108595473,0.29302204190096587,0.29532614278376984
6117,2682,2021-06-04,2021,Colorado Rockies,Oakland Athletics,0,118.0,-128.0,115.0,-135.0,118.0,-128.0,108.0,-128.0,110.0,-128.0,110.0,-128.0,118.0,-128.0,110.0,-130.0,0.45871559633027525,0.46511627906976744,0.45871559633027525,0.4807692307692308,0.47619047619047616,0.47619047619047616,0.45871559633027525,0.47619047619047616,0.5614035087719298,0.574468085106383,0.5614035087719298,0.5614035087719298,0.5614035087719298,0.5614035087719298,0.5614035087719298,0.5652173913043478,0.0,0.0,0.0,0.027685163134079784,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9552452559971354,1.0,1.0,1.0,1.0
6131,2686,2021-06-05,2021,Chicago White Sox,Detroit Tigers,0,-233.0,210.0,-233.0,200.0,-238.0,210.0,-250.0,200.0,-250.0,200.0,-250.0,200.0,-238.0,213.0,-250.0,200.0,0.6996996996996997,0.6996996996996997,0.7041420118343196,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7041420118343196,0.7142857142857143,0.3225806451612903,0.3333333333333333,0.3225806451612903,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3194888178913738,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6137,2688,2021-06-05,2021,Toronto Blue Jays,Houston Astros,1,-102.0,-108.0,-106.0,-112.0,-102.0,-109.0,-104.0,-114.0,-102.0,-112.0,-103.0,-114.0,104.0,-114.0,-105.0,-115.0,0.504950495049505,0.5145631067961165,0.504950495049505,0.5098039215686274,0.504950495049505,0.5073891625615764,0.49019607843137253,0.5121951219512195,0.5192307692307693,0.5283018867924528,0.5215311004784688,0.5327102803738317,0.5283018867924528,0.5327102803738317,0.5327102803738317,0.5348837209302325,0.3281350893241498,0.337690009299423,0.3231821534163963,0.2684095860566448,0.2510451045104511,0.25977011494252894,0.27304923287706634,0.3209756097560975,0.6856833851561446,0.6949108533841094,0.6937042238124468,0.7304097771387489,0.7142597968069665,0.7304097771387489,0.7355351018509725,0.7001223990208076
6139,2689,2021-06-05,2021,Baltimore Orioles,Cleveland Indians,0,-118.0,108.0,-125.0,105.0,-119.0,108.0,-130.0,106.0,-128.0,108.0,-122.0,106.0,-122.0,113.0,-125.0,105.0,0.5412844036697247,0.5555555555555556,0.54337899543379,0.5652173913043478,0.5614035087719298,0.5495495495495496,0.5495495495495496,0.5555555555555556,0.4807692307692308,0.4878048780487805,0.4807692307692308,0.4854368932038835,0.4807692307692308,0.4854368932038835,0.4694835680751174,0.4878048780487805,0.4534833715596329,0.48433691432698395,0.45375545943537926,0.4666666666666665,0.4530214424951266,0.41061061061061077,0.4747219203382685,0.4666666666666667,0.5515749628227661,0.5505705974490938,0.5515749628227661,0.5572255414488424,0.5401257396449705,0.5572255414488424,0.5174263536560619,0.5365853658536586
6143,2690,2021-06-05,2021,Texas Rangers,Tampa Bay Rays,0,144.0,-156.0,138.0,-159.0,144.0,-156.0,128.0,-154.0,128.0,-154.0,128.0,-154.0,144.0,-156.0,140.0,-164.0,0.4098360655737705,0.42016806722689076,0.4098360655737705,0.43859649122807015,0.43859649122807015,0.43859649122807015,0.4098360655737705,0.4166666666666667,0.609375,0.6138996138996139,0.609375,0.6062992125984252,0.6062992125984252,0.6062992125984252,0.609375,0.6212121212121212,0.0,0.0,0.0,0.013645224171539915,0.013645224171539915,0.013645224171539915,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6147,2691,2021-06-05,2021,Philadelphia Phillies,Washington Nationals,1,-130.0,120.0,-133.0,113.0,-132.0,120.0,-137.0,114.0,-132.0,114.0,-132.0,114.0,-128.0,119.0,-130.0,110.0,0.5652173913043478,0.5708154506437768,0.5689655172413793,0.5780590717299579,0.5689655172413793,0.5689655172413793,0.5614035087719298,0.5652173913043478,0.45454545454545453,0.4694835680751174,0.45454545454545453,0.4672897196261682,0.4672897196261682,0.4672897196261682,0.45662100456621,0.47619047619047616,0.5360497400756142,0.5389278561578896,0.5406939740413248,0.5126113455227381,0.4800766283524905,0.4800766283524905,0.5149995952306605,0.4991304347826085,0.46013740214091703,0.485269414653056,0.46013740214091703,0.49074406901509704,0.49074406901509704,0.49074406901509704,0.47305527182199403,0.4962406015037593
6151,2692,2021-06-05,2021,Pittsburgh Pirates,Miami Marlins,1,130.0,-141.0,130.0,-149.0,129.0,-143.0,130.0,-154.0,130.0,-154.0,130.0,-154.0,132.0,-143.0,130.0,-149.0,0.43478260869565216,0.43478260869565216,0.4366812227074236,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.43103448275862066,0.43478260869565216,0.5850622406639004,0.5983935742971888,0.588477366255144,0.6062992125984252,0.6062992125984252,0.6062992125984252,0.588477366255144,0.5983935742971888,0.08606303166351599,0.05228224562450194,0.09121513674714231,0.0,0.0,0.0,0.07202850453481222,0.0608695652173912,0.9152258092744789,0.9447330606830994,0.9271337340073914,1.0,1.0,1.0,0.9279109007788953,0.9207355738744452
6155,2693,2021-06-05,2021,Kansas City Royals,Minnesota Twins,0,-102.0,-108.0,-105.0,-115.0,-102.0,-109.0,102.0,-123.0,102.0,-122.0,102.0,-114.0,100.0,-109.0,100.0,-120.0,0.504950495049505,0.5121951219512195,0.504950495049505,0.49504950495049505,0.49504950495049505,0.49504950495049505,0.5,0.5,0.5192307692307693,0.5348837209302325,0.5215311004784688,0.5515695067264574,0.5495495495495496,0.5327102803738317,0.5215311004784688,0.5454545454545454,0.3281350893241498,0.3292187503440441,0.3231821534163963,0.21562156215621564,0.21562156215621564,0.21562156215621564,0.30636123928806847,0.2799999999999999,0.6856833851561446,0.7183699594623425,0.6937042238124468,0.7994998275267334,0.7920997920997922,0.7304097771387489,0.696971070222953,0.7368421052631577
6159,2694,2021-06-05,2021,Milwaukee Brewers,Arizona Diamondbacks,1,-227.0,204.0,-233.0,195.0,-227.0,204.0,-227.0,190.0,-227.0,190.0,-233.0,190.0,-222.0,200.0,-233.0,190.0,0.6941896024464832,0.6996996996996997,0.6941896024464832,0.6941896024464832,0.6941896024464832,0.6996996996996997,0.6894409937888198,0.6996996996996997,0.32894736842105265,0.3389830508474576,0.32894736842105265,0.3448275862068966,0.3448275862068966,0.3448275862068966,0.3333333333333333,0.3448275862068966,0.9809907259672916,1.0,0.9661834580160827,0.928100577641862,0.928100577641862,0.9478144811478144,0.9500485184472457,0.9509909909909909,0.022199611506798743,0.02013683719483752,0.022199611506798743,0.04210875331565001,0.04210875331565001,0.04210875331565001,0.04775845244245449,0.039927404718693424
6163,2695,2021-06-05,2021,San Francisco Giants,Chicago Cubs,1,-164.0,152.0,-175.0,150.0,-167.0,152.0,-185.0,155.0,-185.0,155.0,-185.0,155.0,-172.0,158.0,-179.0,150.0,0.6212121212121212,0.6363636363636364,0.6254681647940075,0.6491228070175439,0.6491228070175439,0.6491228070175439,0.6323529411764706,0.6415770609318996,0.3968253968253968,0.4,0.3968253968253968,0.39215686274509803,0.39215686274509803,0.39215686274509803,0.3875968992248062,0.4,0.7292258522727273,0.7734207653860989,0.7326800629075223,0.7668615984405458,0.7668615984405458,0.7668615984405458,0.7560733258365968,0.7556989247311826,0.2588780093173766,0.2376146788990827,0.2588780093173766,0.2154977375565611,0.2154977375565611,0.2154977375565611,0.23494766407289797,0.2315789473684212
6167,2696,2021-06-05,2021,Atlanta Braves,Los Angeles Dodgers,1,123.0,-133.0,120.0,-141.0,123.0,-133.0,123.0,-152.0,123.0,-143.0,123.0,-143.0,123.0,-133.0,120.0,-141.0,0.4484304932735426,0.45454545454545453,0.4484304932735426,0.4484304932735426,0.4484304932735426,0.4484304932735426,0.4484304932735426,0.45454545454545453,0.5708154506437768,0.5850622406639004,0.5708154506437768,0.6031746031746031,0.588477366255144,0.588477366255144,0.5708154506437768,0.5850622406639004,0.13314684270813026,0.12298210050308987,0.13113709794230413,0.04882909815645252,0.04882909815645252,0.04882909815645252,0.13113709794230413,0.12727272727272715,0.8655498314187227,0.8972172522745443,0.8655498314187227,0.9885531135531133,0.9347103513770179,0.9347103513770179,0.8669838311169514,0.8744267307272331
6171,2697,2021-06-05,2021,New York Yankees,Boston Red Sox,0,-120.0,110.0,-120.0,100.0,-120.0,110.0,-135.0,108.0,-125.0,108.0,-125.0,108.0,-120.0,111.0,-125.0,105.0,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.574468085106383,0.5555555555555556,0.5555555555555556,0.5454545454545454,0.5555555555555556,0.47619047619047616,0.5,0.47619047619047616,0.4807692307692308,0.4807692307692308,0.4807692307692308,0.47393364928909953,0.4878048780487805,0.4678699357707508,0.4482014329445943,0.46080781446635083,0.4997635933806148,0.43209876543209885,0.43209876543209885,0.46080781446635083,0.4666666666666667,0.5356096744497447,0.5940366972477065,0.5356096744497447,0.5401257396449705,0.5401257396449705,0.5401257396449705,0.5327774862337251,0.5365853658536586
6175,2698,2021-06-05,2021,Colorado Rockies,Oakland Athletics,0,115.0,-125.0,115.0,-135.0,115.0,-125.0,110.0,-135.0,110.0,-128.0,110.0,-128.0,118.0,-128.0,115.0,-135.0,0.46511627906976744,0.46511627906976744,0.46511627906976744,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.45871559633027525,0.46511627906976744,0.5555555555555556,0.574468085106383,0.5555555555555556,0.574468085106383,0.5614035087719298,0.5614035087719298,0.5614035087719298,0.574468085106383,0.1907111033872598,0.16079830194977648,0.1878324722907819,0.14814814814814808,0.14814814814814808,0.14814814814814808,0.166084074676601,0.16279069767441853,0.812341339582113,0.8594573492094478,0.812341339582113,0.8833878887070378,0.8355263157894735,0.8355263157894735,0.8345161163628892,0.8376259798432253
6179,2699,2021-06-05,2021,Los Angeles Angels,Seattle Mariners,1,-133.0,124.0,-135.0,115.0,-135.0,124.0,-143.0,115.0,-133.0,115.0,-133.0,115.0,-133.0,123.0,-141.0,120.0,0.5708154506437768,0.574468085106383,0.574468085106383,0.588477366255144,0.5708154506437768,0.5708154506437768,0.5708154506437768,0.5850622406639004,0.44642857142857145,0.46511627906976744,0.44642857142857145,0.46511627906976744,0.46511627906976744,0.46511627906976744,0.4484304932735426,0.45454545454545453,0.555362474342228,0.5519948369152876,0.5593907347929145,0.549885688157293,0.486695278969957,0.486695278969957,0.546979723364105,0.5658091286307054,0.4318353000251068,0.4697034350330702,0.4318353000251068,0.4827817531305903,0.4827817531305903,0.4827817531305903,0.4448010403402111,0.42105263157894735
6183,2700,2021-06-05,2021,San Diego Padres,New York Mets,0,-101.0,-109.0,-105.0,-115.0,-101.0,-110.0,100.0,-122.0,100.0,-115.0,100.0,-115.0,103.0,-111.0,-105.0,-115.0,0.5024875621890548,0.5121951219512195,0.5024875621890548,0.5,0.5,0.5,0.49261083743842365,0.5121951219512195,0.5215311004784688,0.5348837209302325,0.5238095238095238,0.5495495495495496,0.5348837209302325,0.5348837209302325,0.5260663507109005,0.5348837209302325,0.31963822193380936,0.3292187503440441,0.31481353942220347,0.23333333333333336,0.23333333333333336,0.23333333333333336,0.28125416056450536,0.3209756097560975,0.6937042238124468,0.7183699594623425,0.7016486735291657,0.7920997920997922,0.7383720930232556,0.7383720930232556,0.7126160043810501,0.7001223990208076
6193,2703,2021-06-06,2021,Pittsburgh Pirates,Miami Marlins,0,117.0,-127.0,116.0,-135.0,117.0,-128.0,118.0,-139.0,118.0,-139.0,118.0,-139.0,123.0,-133.0,120.0,-141.0,0.4608294930875576,0.46296296296296297,0.4608294930875576,0.45871559633027525,0.45871559633027525,0.45871559633027525,0.4484304932735426,0.45454545454545453,0.5594713656387665,0.574468085106383,0.5614035087719298,0.5815899581589958,0.5815899581589958,0.5815899581589958,0.5708154506437768,0.5850622406639004,0.008771934445990344,0.033724457215836584,0.008771934445990344,0.0,0.0,0.0,0.0,0.0,0.9918742031985662,0.9588086006741435,1.0,1.0,1.0,1.0,1.0,1.0
6201,2705,2021-06-06,2021,Atlanta Braves,Los Angeles Dodgers,1,118.0,-128.0,120.0,-141.0,118.0,-128.0,114.0,-135.0,116.0,-135.0,116.0,-135.0,119.0,-128.0,120.0,-141.0,0.45871559633027525,0.45454545454545453,0.45871559633027525,0.4672897196261682,0.46296296296296297,0.46296296296296297,0.45662100456621,0.45454545454545453,0.5614035087719298,0.5850622406639004,0.5614035087719298,0.574468085106383,0.574468085106383,0.574468085106383,0.5614035087719298,0.5850622406639004,0.0,0.0,0.0,0.033549005511622224,0.01803751803751794,0.017625090507221428,0.034689079970639955,0.0,1.0,1.0,1.0,0.9706443928924604,0.9706443928924604,0.9706443928924604,0.9599908918862602,1.0
6207,2707,2021-06-06,2021,Chicago White Sox,Detroit Tigers,1,-200.0,185.0,-222.0,190.0,-196.0,179.0,-227.0,185.0,-227.0,185.0,-233.0,185.0,-200.0,184.0,-222.0,180.0,0.6666666666666666,0.6894409937888198,0.6621621621621622,0.6941896024464832,0.6941896024464832,0.6996996996996997,0.6666666666666666,0.6894409937888198,0.3508771929824561,0.3448275862068966,0.35842293906810035,0.3508771929824561,0.3508771929824561,0.3508771929824561,0.352112676056338,0.35714285714285715,0.8629244312335657,0.9411008781323621,0.8442323082199612,0.9213675213675214,1.0,1.0,0.9242905358177061,0.9581540760004978,0.11461318051575929,0.06593767385019489,0.14634747512092927,0.04902639527787604,0.04902639527787604,0.04902639527787604,0.07031906142376466,0.05126350718965364
6211,2708,2021-06-06,2021,Milwaukee Brewers,Arizona Diamondbacks,1,-233.0,209.0,-238.0,205.0,-233.0,209.0,-250.0,195.0,-227.0,195.0,-233.0,195.0,-217.0,198.0,-233.0,190.0,0.6996996996996997,0.7041420118343196,0.6996996996996997,0.7142857142857143,0.6941896024464832,0.6996996996996997,0.6845425867507886,0.6996996996996997,0.32362459546925565,0.32786885245901637,0.32362459546925565,0.3389830508474576,0.3389830508474576,0.3389830508474576,0.33557046979865773,0.3448275862068966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6213,2709,2021-06-06,2021,St. Louis Cardinals,Cincinnati Reds,0,-120.0,111.0,-130.0,110.0,-115.0,104.0,-135.0,110.0,-133.0,110.0,-125.0,110.0,-114.0,105.0,-125.0,105.0,0.5454545454545454,0.5652173913043478,0.5348837209302325,0.574468085106383,0.5708154506437768,0.5555555555555556,0.5327102803738317,0.5555555555555556,0.47393364928909953,0.47619047619047616,0.49019607843137253,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.4878048780487805,0.4878048780487805,0.35993639377656733,0.44340329835082437,0.31607115795182905,0.4529187124931807,0.4760604202664287,0.4018520635646508,0.35694820142031863,0.4120267260579066,0.6321378617308765,0.5766929887532901,0.7005309287038598,0.5655544883840703,0.5655544883840703,0.5655544883840703,0.6471313764196782,0.5951568151774429
