game_id,home_team,away_team,commence_time,lowvig,betonlineag,unibet,draftkings,pointsbetus,gtbets,mybookieag,bovada,fanduel,betfair,intertops,williamhill_us,betrivers,betmgm,caesars,sugarhouse,foxbet,barstool,twinspires,betus,wynnbet,circasports,superbook,unibet_us,id,game_date,season,home_score,away_score,home_is_winner,away_is_winner,game_type
2d1b2895bda90550327852e8a303dce8,Boston Red Sox,Baltimore Orioles,2020-09-23T23:30:00Z,"[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]",,,,,,,,,,,,9963,2020-09-23 00:00:00.000000,2020,9,1,1,0,R
5b0094a2209dfdc80929e96551452af5,Minnesota Twins,Detroit Tigers,2020-09-23T23:40:00Z,"[-17.5, -17.5]","[-17.5, -17.5]","[-17.5, -17.5]","[-17.5, -17.5]","[-17.5, -17.5]","[-17.5, -17.5]","[-17.5, -17.5]","[-17.5, -17.5]","[-17.5, -17.5]","[-17.5, -17.5]","[-17.5, -17.5]","[-17.5, -17.5]","[-17.5, -17.5]",,,,,,,,,,,,9964,2020-09-23 00:00:00.000000,2020,7,6,1,0,R
11797c9b8bebf69fb5db79d91c591984,Kansas City Royals,St. Louis Cardinals,2020-09-24T00:05:00Z,"[-8.5, -8.5]","[-8.5, -8.5]","[-8.5, -8.5]","[-8.5, -8.5]","[-8.5, -8.5]","[-8.5, -8.5]","[-8.5, -8.5]","[-8.5, -8.5]","[-8.5, -8.5]","[-8.5, -8.5]",,"[-8.5, -8.5]","[-8.5, -8.5]",,,,,,,,,,,,9965,2020-09-23 00:00:00.000000,2020,12,3,1,0,R
d31fef4dbf8a993c3b14396fcf69f8df,San Francisco Giants,Colorado Rockies,2020-09-24T01:45:00Z,"[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]",,,,,,,,,,,,9967,2020-09-23 00:00:00.000000,2020,7,2,1,0,R
9ee35c013a4a697fb0f69d67c29aad8c,San Diego Padres,Los Angeles Angels,2020-09-23T20:10:00Z,"[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]","[-12.0, -12.0]",,,,,,,,,,,,9953,2020-09-23 00:00:00.000000,2020,2,5,0,1,R
7e5409d5421af5d0f7e1ddb7c09532cf,Seattle Mariners,Houston Astros,2020-09-23T22:40:00Z,"[-14.5, -14.5]","[-14.5, -14.5]","[-14.5, -14.5]","[-14.5, -14.5]","[-14.5, -14.5]","[-14.5, -14.5]","[-14.5, -14.5]","[-14.5, -14.5]","[-14.5, -14.5]","[-14.5, -14.5]","[-14.5, -14.5]","[-14.5, -14.5]","[-14.5, -14.5]",,,,,,,,,,,,9958,2020-09-23 00:00:00.000000,2020,3,2,1,0,R
dac843f55c5a1cd58abdf9879a59bf81,Los Angeles Dodgers,Oakland Athletics,2020-09-24T01:40:00Z,"[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]",,"[-5.5, -5.5]","[-5.5, -5.5]",,,,,,,,,,,,9966,2020-09-23 00:00:00.000000,2020,4,6,0,1,R
e11170ca1b595d2e2d2429bf61a9fda0,Pittsburgh Pirates,Chicago Cubs,2020-09-24T17:35:00Z,"[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]",,,,,,,,,,,,9968,2020-09-24 00:00:00.000000,2020,7,0,1,0,R
3eb8bc13f12e868de20217c9ef4ab15a,Washington Nationals,New York Mets,2020-09-24T22:05:00Z,"[-107.0, -107.0]","[-107.0, -107.0]","[-107.0, -107.0]","[-107.0, -107.0]","[-107.0, -107.0]","[-107.0, -107.0]","[-107.0, -107.0]","[-107.0, -107.0]","[-107.0, -107.0]","[-107.0, -107.0]","[-107.0, -107.0]","[-107.0, -107.0]","[-107.0, -107.0]",,,,,,,,,,,,9970,2020-09-24 00:00:00.000000,2020,2,3,0,1,R
9996f57f1a11bb771ddf0f8761d48f65,Cleveland Indians,Chicago White Sox,2020-09-24T22:10:00Z,"[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]",,,,,,,,,,,,9971,2020-09-24 00:00:00.000000,2020,5,4,1,0,R
dc304931a24a7d293c19ad35c29207b6,Atlanta Braves,Miami Marlins,2020-09-24T23:10:00Z,"[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]",,,,,,,,,,,,9973,2020-09-24 00:00:00.000000,2020,2,4,0,1,R
06f9c790a31d9eea7f186819f2ddc9e2,Boston Red Sox,Baltimore Orioles,2020-09-24T23:30:00Z,"[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]",,,,,,,,,,,,9974,2020-09-24 00:00:00.000000,2020,1,13,0,1,R
d4d94e1e19c648a175700d9daeedce0d,St. Louis Cardinals,Milwaukee Brewers,2020-09-25T00:15:00Z,"[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]",,"[-7.5, -7.5]","[-7.5, -7.5]",,,,,,,,,,,,9977,2020-09-24 00:00:00.000000,2020,4,2,1,0,R
437c4af115b31ec987b119d8fa6aa579,Texas Rangers,Houston Astros,2020-09-25T00:05:00Z,"[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]",,"[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]",,,,,,,,,,,,9976,2020-09-24 00:00:00.000000,2020,4,12,0,1,R
f69839b0d578b975a92f816ed1d5864d,Kansas City Royals,Detroit Tigers,2020-09-25T00:05:00Z,"[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]",,,,,,,,,,,,9975,2020-09-24 00:00:00.000000,2020,8,7,1,0,R
c0e65337047da72af171e44751e4a851,Los Angeles Dodgers,Oakland Athletics,2020-09-25T01:40:00Z,"[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]",,"[-12.5, -12.5]","[-12.5, -12.5]",,,,,,,,,,,,9978,2020-09-24 00:00:00.000000,2020,5,1,1,0,R
db494ea2c7f1371ede3da60f2e6c6a78,Washington Nationals,New York Mets,2020-09-25T22:05:00Z,"[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]",,"[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]",,,,,,,,,,,,9996,2020-09-25 00:00:00.000000,2020,Unknown,Unknown,Unknown,Unknown,R
43d581ce41d34f93d58b6d1a8fc3e23a,Tampa Bay Rays,Philadelphia Phillies,2020-09-25T22:40:00Z,"[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]",,,,,,,,,,,,9984,2020-09-25 00:00:00.000000,2020,6,4,1,0,R
b30e52f28b07429b358509a1b110a8f4,New York Yankees,Miami Marlins,2020-09-25T23:05:00Z,"[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]",,,,,,,,,,,,9985,2020-09-25 00:00:00.000000,2020,3,4,0,1,R
4602f9d3b9b371fbd494afd49f92c2fa,Cleveland Indians,Pittsburgh Pirates,2020-09-25T23:10:00Z,"[-19.5, -19.5]","[-19.5, -19.5]","[-19.5, -19.5]","[-19.5, -19.5]","[-19.5, -19.5]","[-19.5, -19.5]","[-19.5, -19.5]","[-19.5, -19.5]","[-19.5, -19.5]","[-19.5, -19.5]","[-19.5, -19.5]","[-19.5, -19.5]","[-19.5, -19.5]",,,,,,,,,,,,9986,2020-09-25 00:00:00.000000,2020,4,3,1,0,R
979434e8806cfe49074ab9f495da89ca,Atlanta Braves,Boston Red Sox,2020-09-25T23:10:00Z,"[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]",,,,,,,,,,,,9989,2020-09-25 00:00:00.000000,2020,8,7,1,0,R
73a870c43575dc594542f4142c1c96b8,Chicago White Sox,Chicago Cubs,2020-09-26T00:10:00Z,"[-4.5, -4.5]","[-4.5, -4.5]","[-4.5, -4.5]","[-4.5, -4.5]","[-4.5, -4.5]","[-4.5, -4.5]","[-4.5, -4.5]","[-4.5, -4.5]","[-4.5, -4.5]","[-4.5, -4.5]","[-4.5, -4.5]","[-4.5, -4.5]","[-4.5, -4.5]",,,,,,,,,,,,9993,2020-09-25 00:00:00.000000,2020,0,10,0,1,R
aa47e8614f0d261de69095008d3ed450,Minnesota Twins,Cincinnati Reds,2020-09-26T00:10:00Z,"[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]",,,,,,,,,,,,9992,2020-09-25 00:00:00.000000,2020,2,7,0,1,R
82d41cc0daa9c609282cdfd6ceef28fa,Oakland Athletics,Seattle Mariners,2020-09-26T01:40:00Z,"[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]",,,,,,,,,,,,9995,2020-09-25 00:00:00.000000,2020,3,1,1,0,R
6d9770c0f5d6a3ab382854459fa92d27,Los Angeles Dodgers,Los Angeles Angels,2020-09-26T01:40:00Z,"[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]",,"[-13.0, -13.0]","[-13.0, -13.0]",,,,,,,,,,,,9994,2020-09-25 00:00:00.000000,2020,9,5,1,0,R
0eb8cf340c6e94be4ef69adc0a542400,Kansas City Royals,Detroit Tigers,2020-09-26T00:05:00Z,"[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]",,,,,,,,,,,,9990,2020-09-25 00:00:00.000000,2020,3,2,1,0,R
eed9792d11ebad722281520a54df716b,Texas Rangers,Houston Astros,2020-09-26T00:05:00Z,"[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]",,"[-12.5, -12.5]","[-12.5, -12.5]","[-12.5, -12.5]",,,,,,,,,,,,9991,2020-09-25 00:00:00.000000,2020,5,4,1,0,R
245170cb8358485ddab5ffad9f3a8bca,Toronto Blue Jays,Baltimore Orioles,2020-09-26T22:37:00Z,"[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]",,,,,,,,,,,,10002,2020-09-26 00:00:00.000000,2020,5,2,1,0,R
d123dad7728837ec2876637ad0a91076,New York Yankees,Miami Marlins,2020-09-26T17:05:00Z,"[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]",,"[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]",,,,,,,,,,,,9997,2020-09-26 00:00:00.000000,2020,11,4,1,0,R
f0cfb839f31a91b1a1d9d9e2bddb642c,Tampa Bay Rays,Philadelphia Phillies,2020-09-26T23:07:00Z,,,"[-110.0, -110.0]","[-110.0, -110.0]","[-110.0, -110.0]","[-110.0, -110.0]",,,,,,,"[-110.0, -110.0]",,,,,,,,,,,,10005,2020-09-26 00:00:00.000000,2020,4,3,1,0,R
7cab92a2a498c679af8b198e5bb2788c,Cleveland Indians,Pittsburgh Pirates,2020-09-26T23:10:00Z,"[-10.0, -10.0]","[-10.0, -10.0]","[-10.0, -10.0]","[-10.0, -10.0]","[-10.0, -10.0]","[-10.0, -10.0]","[-10.0, -10.0]","[-10.0, -10.0]","[-10.0, -10.0]","[-10.0, -10.0]","[-10.0, -10.0]","[-10.0, -10.0]","[-10.0, -10.0]",,,,,,,,,,,,10007,2020-09-26 00:00:00.000000,2020,0,8,0,1,R
9fb6b8f79c7f217ff02208bb596d3ffd,Atlanta Braves,Boston Red Sox,2020-09-26T23:10:00Z,,,"[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]",,,,,,,"[-9.5, -9.5]",,,,,,,,,,,,10009,2020-09-26 00:00:00.000000,2020,2,8,0,1,R
d1f593aa79238d0b33bba9daf46263af,Texas Rangers,Houston Astros,2020-09-26T23:05:00Z,"[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]","[-13.0, -13.0]",,,,,,,,,,,,10004,2020-09-26 00:00:00.000000,2020,6,1,1,0,R
bea64fe101f1d1545ad968e9ff8a6b05,Kansas City Royals,Detroit Tigers,2020-09-26T23:05:00Z,"[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]",,,,,,,,,,,,10003,2020-09-26 00:00:00.000000,2020,3,4,0,1,R
257c1a0226bb6668ee692cd55dcb0e64,Chicago White Sox,Chicago Cubs,2020-09-26T23:10:00Z,"[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]",,,,,,,,,,,,10010,2020-09-26 00:00:00.000000,2020,9,5,1,0,R
197358a85890f21cba92bf6f8d0638b9,St. Louis Cardinals,Milwaukee Brewers,2020-09-26T23:07:00Z,"[-109.0, -109.0]","[-109.0, -109.0]","[-109.0, -109.0]","[-109.0, -109.0]","[-109.0, -109.0]","[-109.0, -109.0]","[-109.0, -109.0]","[-109.0, -109.0]","[-109.0, -109.0]","[-109.0, -109.0]",,"[-109.0, -109.0]","[-109.0, -109.0]",,,,,,,,,,,,10006,2020-09-26 00:00:00.000000,2020,0,3,0,1,R
cd72f24e0aec656c7c6f7ebb5f4e8489,Minnesota Twins,Cincinnati Reds,2020-09-26T23:10:00Z,"[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]",,,,,,,,,,,,10008,2020-09-26 00:00:00.000000,2020,7,3,1,0,R
ab1c0ffd4470f10280ce49ea3ba67c44,Los Angeles Dodgers,Los Angeles Angels,2020-09-27T01:10:00Z,"[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]",,"[-11.0, -11.0]","[-11.0, -11.0]",,,,,,,,,,,,10012,2020-09-26 00:00:00.000000,2020,7,6,1,0,R
10c5b54435340335c4d8bd39c6cdad0a,New York Yankees,Miami Marlins,2020-09-27T19:05:00Z,"[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]",,,,,,,,,,,,10018,2020-09-27 00:00:00.000000,2020,0,5,0,1,R
cc9dcad1118aba891002f4a03e9a1e9a,Toronto Blue Jays,Baltimore Orioles,2020-09-27T19:07:00Z,"[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]",,,,,,,,,,,,10019,2020-09-27 00:00:00.000000,2020,5,7,0,1,R
dd2c32c935bd1defc2b9bddadf9fb8ba,Chicago White Sox,Chicago Cubs,2020-09-27T19:10:00Z,"[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]",,,,,,,,,,,,10027,2020-09-27 00:00:00.000000,2020,8,10,0,1,R
b83ff72cb9c26d1d75408e9c2b55a895,Arizona Diamondbacks,Colorado Rockies,2020-09-27T19:10:00Z,"[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]","[-108.0, -108.0]",,"[-108.0, -108.0]","[-108.0, -108.0]",,,,,,,,,,,,10020,2020-09-27 00:00:00.000000,2020,11,3,1,0,R
0d057d4dacff2f25152b25516fbf9132,Atlanta Braves,Boston Red Sox,2020-09-27T19:10:00Z,"[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]","[-5.5, -5.5]",,,,,,,,,,,,10026,2020-09-27 00:00:00.000000,2020,1,9,0,1,R
53c61c3d2d0676a7e981ece88d993025,Oakland Athletics,Seattle Mariners,2020-09-27T19:10:00Z,"[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]",,,,,,,,,,,,10023,2020-09-27 00:00:00.000000,2020,6,2,1,0,R
3c283145bd6e3a116dddda02e339a3ca,Kansas City Royals,Detroit Tigers,2020-09-27T17:05:00Z,,,"[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]",,,"[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]","[-9.5, -9.5]",,,,,,,,,,,,10014,2020-09-27 00:00:00.000000,2020,3,1,1,0,R
a9ca4660a3f8d9123b1a8e4a83e72556,Minnesota Twins,Cincinnati Reds,2020-09-27T19:10:00Z,,,,,,,"[-10.0, -10.0]",,,,,,,,,,,,,,,,,,10024,2020-09-27 00:00:00.000000,2020,3,5,0,1,R
a2772d8c9459b0f5d7d4e821c2e50136,Chicago Cubs,Miami Marlins,2020-09-30T18:08:00Z,"[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]",,"[-7.0, -7.0]","[-7.0, -7.0]","[-7.0, -7.0]",,"[-7.0, -7.0]","[-7.0, -7.0]",,,,,,,,,,,,10035,2020-09-30 00:00:00.000000,2020,1,5,0,1,F
def9badb8cd9b54a1a497e6830d030e2,San Diego Padres,St. Louis Cardinals,2020-09-30T21:08:00Z,"[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]",,"[-8.0, -8.0]","[-8.0, -8.0]","[-8.0, -8.0]",,"[-8.0, -8.0]","[-8.0, -8.0]",,,,,,,,,,,,10038,2020-09-30 00:00:00.000000,2020,4,7,0,1,F
e35bbdda9f1590509fc51998952955ac,Cleveland Indians,New York Yankees,2020-09-30T23:08:00Z,"[-5.0, -5.0]","[-5.0, -5.0]","[-5.0, -5.0]","[-5.0, -5.0]","[-5.0, -5.0]","[-5.0, -5.0]",,"[-5.0, -5.0]","[-5.0, -5.0]","[-5.0, -5.0]",,"[-5.0, -5.0]","[-5.0, -5.0]",,,,,,,,,,,,10039,2020-09-30 00:00:00.000000,2020,9,10,0,1,F
ec3b0d68beb38c5a8889d07239a5a506,Los Angeles Dodgers,Milwaukee Brewers,2020-10-01T02:08:00Z,"[-19.0, -19.0]","[-19.0, -19.0]","[-19.0, -19.0]","[-19.0, -19.0]","[-19.0, -19.0]","[-19.0, -19.0]",,"[-19.0, -19.0]","[-19.0, -19.0]",,,"[-19.0, -19.0]","[-19.0, -19.0]",,,,,,,,,,,,10040,2020-09-30 00:00:00.000000,2020,4,2,1,0,F
fc51cddae867220f3e69134c55810f9b,Tampa Bay Rays,Toronto Blue Jays,2020-09-30T20:07:00Z,"[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]",,"[-6.5, -6.5]","[-6.5, -6.5]","[-6.5, -6.5]",,"[-6.5, -6.5]","[-6.5, -6.5]",,,,,,,,,,,,10037,2020-09-30 00:00:00.000000,2020,8,2,1,0,F
943f90b108ef54c58058b21262da3e0e,Atlanta Braves,Cincinnati Reds,2020-09-30T16:08:00Z,"[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]","[-7.5, -7.5]",,"[-7.5, -7.5]","[-7.5, -7.5]",,,,,,,,,,,,10033,2020-09-30 00:00:00.000000,2020,1,0,1,0,F
20d8ba81f9e3f60b7f06d8d57c47189e,Chicago Cubs,Miami Marlins,2020-10-01T18:08:00Z,"[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]",,"[-11.0, -11.0]","[-11.0, -11.0]","[-11.0, -11.0]",,"[-11.0, -11.0]","[-11.0, -11.0]",,,,,,,,,,,,10045,2020-10-01 00:00:00.000000,2020,Unknown,Unknown,Unknown,Unknown,F
5b1d40f02f413bd3248a515e1ebe50e8,Chicago Cubs,Miami Marlins,2020-10-02T18:08:00Z,"[-11.5, -11.5]","[-11.5, -11.5]","[-11.5, -11.5]","[-11.5, -11.5]","[-11.5, -11.5]","[-11.5, -11.5]",,"[-11.5, -11.5]","[-11.5, -11.5]","[-11.5, -11.5]",,"[-11.5, -11.5]","[-11.5, -11.5]",,,,,,,,,,,,10046,2020-10-02 00:00:00.000000,2020,0,2,0,1,F
c39150c2dffe844d1dc1a3c01b19398e,San Diego Padres,St. Louis Cardinals,2020-10-02T23:08:00Z,,,,,,,,,,,,,,,,,,,,,,,,,10047,2020-10-02 00:00:00.000000,2020,4,0,1,0,F
c39150c2dffe844d1dc1a3c01b19398e,San Diego Padres,St. Louis Cardinals,2020-10-02T23:08:00Z,,,,,,,,,,,,,,,,,,,,,,,,,10047,2020-10-02 00:00:00.000000,2020,4,0,1,0,F
bf2dafb08be5ee0f0a0dcec17fee9a3d,Oakland Athletics,Houston Astros,2020-10-05T20:07:00Z,"[-2.0, -2.0]","[-2.0, -2.0]","[-2.0, -2.0]","[-2.0, -2.0]","[-2.0, -2.0]","[-2.0, -2.0]",,"[-2.0, -2.0]","[-2.0, -2.0]","[-2.0, -2.0]",,"[-2.0, -2.0]","[-2.0, -2.0]","[-2.0, -2.0]",,,,,,,,,,,10048,2020-10-05 00:00:00.000000,2020,5,10,0,1,D
