,Date,Team,2023,Last 3,Last 1,Home,Away,2022
0,2023-03-30,NY Mets,--,--,--,--,--,4.73
1,2023-03-30,Boston,--,--,--,--,--,4.54
2,2023-03-30,Oakland,--,--,--,--,--,3.51
3,2023-03-30,Cleveland,--,--,--,--,--,4.23
4,2023-03-30,Colorado,--,--,--,--,--,4.31
5,2023-03-30,Cincinnati,--,--,--,--,--,4.00
6,2023-03-30,Miami,--,--,--,--,--,3.62
7,2023-03-30,Toronto,--,--,--,--,--,4.78
8,2023-03-30,LA Angels,--,--,--,--,--,3.85
9,2023-03-30,Chi Sox,--,--,--,--,--,4.23
10,2023-03-30,SF Giants,--,--,--,--,--,4.42
11,2023-03-30,Milwaukee,--,--,--,--,--,4.48
12,2023-03-30,Chi Cubs,--,--,--,--,--,4.06
13,2023-03-30,Philadelphia,--,--,--,--,--,4.59
14,2023-03-30,Baltimore,--,--,--,--,--,4.16
15,2023-03-30,Detroit,--,--,--,--,--,3.44
16,2023-03-30,Arizona,--,--,--,--,--,4.33
17,2023-03-30,Pittsburgh,--,--,--,--,--,3.65
18,2023-03-30,Washington,--,--,--,--,--,3.72
19,2023-03-30,NY Yankees,--,--,--,--,--,4.89
20,2023-03-30,Texas,--,--,--,--,--,4.36
21,2023-03-30,Kansas City,--,--,--,--,--,3.95
22,2023-03-30,LA Dodgers,--,--,--,--,--,5.17
23,2023-03-30,Houston,--,--,--,--,--,4.51
24,2023-03-30,Atlanta,--,--,--,--,--,4.83
25,2023-03-30,Tampa Bay,--,--,--,--,--,4.07
26,2023-03-30,Seattle,--,--,--,--,--,4.27
27,2023-03-30,Minnesota,--,--,--,--,--,4.30
28,2023-03-30,San Diego,--,--,--,--,--,4.34
29,2023-03-30,St. Louis,--,--,--,--,--,4.73
30,2023-03-31,Texas,11.00,11.00,11.00,11.00,--,4.36
31,2023-03-31,Toronto,10.00,10.00,10.00,--,10.00,4.78
32,2023-03-31,Baltimore,10.00,10.00,10.00,--,10.00,4.16
33,2023-03-31,St. Louis,9.00,9.00,9.00,9.00,--,4.73
34,2023-03-31,Boston,9.00,9.00,9.00,9.00,--,4.54
35,2023-03-31,LA Dodgers,8.00,8.00,8.00,8.00,--,5.17
36,2023-03-31,Atlanta,7.00,7.00,7.00,--,7.00,4.83
37,2023-03-31,Colorado,7.00,7.00,7.00,--,7.00,4.31
38,2023-03-31,Philadelphia,7.00,7.00,7.00,--,7.00,4.59
39,2023-03-31,Pittsburgh,5.00,5.00,5.00,--,5.00,3.65
40,2023-03-31,NY Yankees,5.00,5.00,5.00,5.00,--,4.89
41,2023-03-31,NY Mets,5.00,5.00,5.00,--,5.00,4.73
42,2023-03-31,Tampa Bay,4.00,4.00,4.00,4.00,--,4.07
43,2023-03-31,Cincinnati,4.00,4.00,4.00,4.00,--,4.00
44,2023-03-31,Chi Cubs,4.00,4.00,4.00,4.00,--,4.06
45,2023-03-31,Seattle,3.00,3.00,3.00,3.00,--,4.27
46,2023-03-31,Miami,3.00,3.00,3.00,3.00,--,3.62
47,2023-03-31,Chi Sox,3.00,3.00,3.00,--,3.00,4.23
48,2023-03-31,Arizona,2.00,2.00,2.00,--,2.00,4.33
49,2023-03-31,Washington,2.00,2.00,2.00,2.00,--,3.72
50,2023-03-31,Houston,2.00,2.00,2.00,2.00,--,4.51
51,2023-03-31,Minnesota,2.00,2.00,2.00,--,2.00,4.30
52,2023-03-31,San Diego,2.00,2.00,2.00,2.00,--,4.34
53,2023-03-31,Oakland,2.00,2.00,2.00,2.00,--,3.51
54,2023-03-31,LA Angels,1.00,1.00,1.00,--,1.00,3.85
55,2023-03-31,Kansas City,0.00,0.00,0.00,0.00,--,3.95
56,2023-03-31,Cleveland,0.00,0.00,0.00,--,0.00,4.23
57,2023-03-31,SF Giants,0.00,0.00,0.00,--,0.00,4.42
58,2023-03-31,Milwaukee,0.00,0.00,0.00,--,0.00,4.48
59,2023-03-31,Detroit,0.00,0.00,0.00,--,0.00,3.44
60,2023-04-01,Texas,11.00,11.00,11.00,11.00,--,4.36
61,2023-04-01,Toronto,10.00,10.00,10.00,--,10.00,4.78
62,2023-04-01,Baltimore,10.00,10.00,10.00,--,10.00,4.16
63,2023-04-01,St. Louis,9.00,9.00,9.00,9.00,--,4.73
64,2023-04-01,Boston,9.00,9.00,9.00,9.00,--,4.54
65,2023-04-01,Atlanta,7.00,7.00,7.00,--,7.00,4.83
66,2023-04-01,Philadelphia,7.00,7.00,7.00,--,7.00,4.59
67,2023-04-01,Colorado,5.50,5.50,4.00,--,5.50,4.31
68,2023-04-01,Pittsburgh,5.00,5.00,5.00,--,5.00,3.65
69,2023-04-01,NY Yankees,5.00,5.00,5.00,5.00,--,4.89
70,2023-04-01,Cleveland,4.50,4.50,9.00,--,4.50,4.23
71,2023-04-01,LA Dodgers,4.50,4.50,1.00,4.50,--,5.17
72,2023-04-01,Houston,4.00,4.00,6.00,4.00,--,4.51
73,2023-04-01,Tampa Bay,4.00,4.00,4.00,4.00,--,4.07
74,2023-04-01,Cincinnati,4.00,4.00,4.00,4.00,--,4.00
75,2023-04-01,Chi Cubs,4.00,4.00,4.00,4.00,--,4.06
76,2023-04-01,Seattle,3.50,3.50,4.00,3.50,--,4.27
77,2023-04-01,NY Mets,3.00,3.00,1.00,--,3.00,4.73
78,2023-04-01,Chi Sox,3.00,3.00,3.00,--,3.00,4.23
79,2023-04-01,Miami,2.50,2.50,2.00,2.50,--,3.62
80,2023-04-01,Minnesota,2.00,2.00,2.00,--,2.00,4.30
81,2023-04-01,Oakland,2.00,2.00,2.00,2.00,--,3.51
82,2023-04-01,Arizona,2.00,2.00,2.00,--,2.00,4.33
83,2023-04-01,Washington,2.00,2.00,2.00,2.00,--,3.72
84,2023-04-01,San Diego,1.50,1.50,1.00,1.50,--,4.34
85,2023-04-01,LA Angels,1.00,1.00,1.00,--,1.00,3.85
86,2023-04-01,SF Giants,0.00,0.00,0.00,--,0.00,4.42
87,2023-04-01,Milwaukee,0.00,0.00,0.00,--,0.00,4.48
88,2023-04-01,Detroit,0.00,0.00,0.00,--,0.00,3.44
89,2023-04-01,Kansas City,0.00,0.00,0.00,0.00,--,3.95
90,2023-04-02,Texas,13.50,13.50,16.00,13.50,--,4.36
91,2023-04-02,Baltimore,9.00,9.00,8.00,--,9.00,4.16
92,2023-04-02,Boston,9.00,9.00,9.00,9.00,--,4.54
93,2023-04-02,Tampa Bay,8.00,8.00,12.00,8.00,--,4.07
94,2023-04-02,LA Angels,7.00,7.00,13.00,--,7.00,3.85
95,2023-04-02,Atlanta,7.00,7.00,7.00,--,7.00,4.83
96,2023-04-02,St. Louis,6.50,6.50,4.00,6.50,--,4.73
97,2023-04-02,LA Dodgers,6.33,6.33,10.00,6.33,--,5.17
98,2023-04-02,Toronto,5.50,5.50,1.00,--,5.50,4.78
99,2023-04-02,Philadelphia,5.00,5.00,3.00,--,5.00,4.59
100,2023-04-02,NY Yankees,5.00,5.00,5.00,5.00,--,4.89
101,2023-04-02,Colorado,5.00,5.00,4.00,--,5.00,4.31
102,2023-04-02,Cincinnati,5.00,5.00,6.00,5.00,--,4.00
103,2023-04-02,Houston,4.67,4.67,6.00,4.67,--,4.51
