,Date,Team,2021,Last 3,Last 1,Home,Away,2020
0,2021-03-30,LA Dodgers,3.58,3.67,1.00,3.13,3.89,3.80
1,2021-03-30,Minnesota,3.58,4.00,3.00,3.21,4.00,4.71
2,2021-03-30,Cleveland,3.73,9.33,10.00,4.44,2.97,4.06
3,2021-03-30,Tampa Bay,3.88,4.67,3.00,3.42,4.16,4.02
4,2021-03-30,Chi Cubs,3.98,5.00,2.00,3.73,4.28,4.43
5,2021-03-30,Cincinnati,4.02,3.00,5.00,4.48,3.61,4.39
6,2021-03-30,St. Louis,4.07,6.33,4.00,3.85,4.23,4.09
7,2021-03-30,Chi Sox,4.10,4.00,6.00,4.33,3.88,5.17
8,2021-03-30,Oakland,4.12,7.67,11.00,3.49,4.81,4.20
9,2021-03-30,San Diego,4.24,7.67,12.00,3.71,4.84,4.87
10,2021-03-30,Milwaukee,4.37,4.00,3.00,4.60,4.16,4.72
11,2021-03-30,Houston,4.44,3.67,4.00,3.25,5.18,3.96
12,2021-03-30,NY Yankees,4.52,3.67,2.00,4.13,4.86,4.49
13,2021-03-30,Kansas City,4.53,2.33,1.00,4.57,4.50,5.36
14,2021-03-30,Atlanta,4.61,4.67,4.00,4.38,4.80,4.60
15,2021-03-30,Baltimore,4.90,6.67,5.00,4.77,5.03,6.06
16,2021-03-30,Arizona,4.92,6.00,3.00,4.73,5.10,4.59
17,2021-03-30,SF Giants,4.95,5.67,5.00,4.79,5.15,4.77
18,2021-03-30,Pittsburgh,4.97,4.00,8.00,4.81,5.14,5.62
19,2021-03-30,Miami,4.97,6.00,7.00,4.69,5.19,4.99
20,2021-03-30,Washington,5.02,3.67,5.00,4.70,5.33,4.39
21,2021-03-30,Seattle,5.05,3.33,6.00,4.38,5.50,5.51
22,2021-03-30,NY Mets,5.13,8.00,15.00,5.48,4.81,4.55
23,2021-03-30,Philadelphia,5.18,5.00,5.00,4.77,5.62,4.90
24,2021-03-30,Texas,5.20,3.00,4.00,4.83,5.57,5.42
25,2021-03-30,Toronto,5.21,6.00,8.00,5.23,5.19,5.11
26,2021-03-30,LA Angels,5.35,7.00,5.00,5.61,5.07,5.36
27,2021-03-30,Detroit,5.48,3.00,3.00,5.22,5.71,5.68
28,2021-03-30,Boston,5.85,3.67,1.00,6.61,5.03,5.11
29,2021-03-30,Colorado,5.88,8.33,11.00,7.10,4.67,5.91
30,2021-03-31,LA Dodgers,3.58,3.67,1.00,3.13,3.89,3.80
31,2021-03-31,Minnesota,3.58,4.00,3.00,3.21,4.00,4.71
32,2021-03-31,Cleveland,3.73,9.33,10.00,4.44,2.97,4.06
33,2021-03-31,Tampa Bay,3.88,4.67,3.00,3.42,4.16,4.02
34,2021-03-31,Chi Cubs,3.98,5.00,2.00,3.73,4.28,4.43
35,2021-03-31,Cincinnati,4.02,3.00,5.00,4.48,3.61,4.39
36,2021-03-31,St. Louis,4.07,6.33,4.00,3.85,4.23,4.09
37,2021-03-31,Chi Sox,4.10,4.00,6.00,4.33,3.88,5.17
38,2021-03-31,Oakland,4.12,7.67,11.00,3.49,4.81,4.20
39,2021-03-31,San Diego,4.24,7.67,12.00,3.71,4.84,4.87
40,2021-03-31,Milwaukee,4.37,4.00,3.00,4.60,4.16,4.72
41,2021-03-31,Houston,4.44,3.67,4.00,3.25,5.18,3.96
42,2021-03-31,NY Yankees,4.52,3.67,2.00,4.13,4.86,4.49
43,2021-03-31,Kansas City,4.53,2.33,1.00,4.57,4.50,5.36
44,2021-03-31,Atlanta,4.61,4.67,4.00,4.38,4.80,4.60
45,2021-03-31,Baltimore,4.90,6.67,5.00,4.77,5.03,6.06
46,2021-03-31,Arizona,4.92,6.00,3.00,4.73,5.10,4.59
47,2021-03-31,SF Giants,4.95,5.67,5.00,4.79,5.15,4.77
48,2021-03-31,Pittsburgh,4.97,4.00,8.00,4.81,5.14,5.62
49,2021-03-31,Miami,4.97,6.00,7.00,4.69,5.19,4.99
50,2021-03-31,Washington,5.02,3.67,5.00,4.70,5.33,4.39
51,2021-03-31,Seattle,5.05,3.33,6.00,4.38,5.50,5.51
52,2021-03-31,NY Mets,5.13,8.00,15.00,5.48,4.81,4.55
53,2021-03-31,Philadelphia,5.18,5.00,5.00,4.77,5.62,4.90
54,2021-03-31,Texas,5.20,3.00,4.00,4.83,5.57,5.42
55,2021-03-31,Toronto,5.21,6.00,8.00,5.23,5.19,5.11
56,2021-03-31,LA Angels,5.35,7.00,5.00,5.61,5.07,5.36
57,2021-03-31,Detroit,5.48,3.00,3.00,5.22,5.71,5.68
58,2021-03-31,Boston,5.85,3.67,1.00,6.61,5.03,5.11
59,2021-03-31,Colorado,5.88,8.33,11.00,7.10,4.67,5.91
60,2021-04-01,Houston,--,--,--,--,--,4.44
61,2021-04-01,Atlanta,--,--,--,--,--,4.61
62,2021-04-01,Tampa Bay,--,--,--,--,--,3.88
63,2021-04-01,Seattle,--,--,--,--,--,5.05
64,2021-04-01,Minnesota,--,--,--,--,--,3.58
65,2021-04-01,San Diego,--,--,--,--,--,4.24
66,2021-04-01,St. Louis,--,--,--,--,--,4.07
